#/home/enes/bim/BIM.py trees/ir8080106.trees,trees/ir8080107.trees,trees/ir8080108.trees,trees/ir8080109.trees,trees/ir8080110.trees,trees/ir8080111.trees,trees/ir8080112.trees,trees/ir8080113.trees,trees/ir8080114.trees,trees/ir8080115.trees,trees/ir8080116.trees,trees/ir8080117.trees,trees/ir8080118.trees,trees/ir8080119.trees,trees/ir8080120.trees,trees/ir8080121.trees 250 --stats=all --eta=etas/BC.json --out=outs/750839614.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,bsfs,FulD,FerL,ZngE,FayH,Colless,btree,path
0,10001.0,250,66,2.622000688492868,3.4058264052570313,-0.22268515806685937,-1.2195664823288177,2.1405392277958377,0.030805368219516027,0.03659800492291748,-0.14774754795621353,ir8080106.trees
0,10001.0,250,74,2.6666603100885293,2.0283207484121397,-1.008954610308774,-1.4773750604823088,2.373713015920183,-0.0019632353913715383,0.05279181241093406,-1.382568101851397,ir8080107.trees
0,10001.0,250,57,3.8091878978341205,6.27212853177282,-1.3549983302157256,-1.8622111102925933,3.1719055116514054,0.030784517018042107,0.07994342963250854,-2.8399318871276296,ir8080108.trees
0,10001.0,250,75,2.2860081070885676,3.9336823189281365,-2.0007289396427366,-0.562844734829396,1.467439874279011,0.09822358906830789,0.0469749967612385,-0.7225429969925351,ir8080109.trees
0,10001.0,250,87,2.381122875517551,2.841834758474275,-2.1503891085721154,-0.4376047099366872,1.413795606513238,0.1225945270028346,0.03586928358595672,-0.09374398833080967,ir8080110.trees
0,10001.0,250,80,2.174266630434491,5.0290038506399295,0.6551289321660196,-0.8583092754482288,1.6586905591892618,0.0476342143660979,0.049979487843848515,-0.9010659113937596,ir8080111.trees
0,10001.0,250,80,2.4642563848686736,3.853157008497017,-0.9335039346803651,-0.5895076531188764,1.570444581855005,0.1080579448334368,0.04480016841559788,-1.0433739157057749,ir8080112.trees
0,10001.0,250,84,3.1998576192316572,4.171889376437669,-0.16662232857704157,-1.2183575596093006,2.4073337694008026,0.07643876110647699,0.03547253530250033,-0.15351412579335896,ir8080113.trees
0,10001.0,250,88,2.1838814433726568,2.4388625378774105,-1.5391871922508324,-0.3238871243039714,1.234458631775032,0.12322963240353937,0.05044694908666926,-1.2341212774752488,ir8080114.trees
0,10001.0,250,76,2.0980023505294167,2.5811255480813613,0.3674439872784929,-0.4442088854141554,1.2887969280722456,0.10035230218271968,0.04837090296670553,-0.9092141345486353,ir8080115.trees
0,10001.0,250,77,3.684129096002121,4.570586156086411,-2.734651888388248,-1.5151641753953842,2.8573616798037813,0.07206631809907192,0.045925638036015036,-0.679655265658447,ir8080116.trees
0,10001.0,250,52,3.761188580388452,3.831651160320149,-1.8762480989242567,-1.6384229157917625,2.963405811343517,0.059282641824983516,0.04411193159735717,-0.8623538101937013,ir8080117.trees
0,10001.0,250,79,2.7958678972525277,4.187304971473744,-1.596049289109227,-1.1167857360751634,2.1429049844223163,0.059393964282142206,0.04446279742626419,-0.7267062090267372,ir8080118.trees
0,10001.0,250,83,2.712828915167742,3.384677893662277,-1.4475702219314834,-1.1158484247343643,2.107401713899067,0.053138972370832885,0.054459774582199756,-1.461968650707065,ir8080119.trees
0,10001.0,250,70,2.6705737882892677,2.016484385410601,-2.18161763661685,-0.3540092352696076,1.4663714820372546,0.1584064961750441,0.04516857753595025,-0.8525980958491064,ir8080120.trees
0,10001.0,250,95,2.987483004018488,3.7589160324539157,-1.2665559722410091,-1.5237144230301856,2.565029453549104,0.017658430536271266,0.07364943645549941,-2.5710097800306304,ir8080121.trees
