#/home/enes/bim/BIM.py trees/ir8020138.trees,trees/ir8020139.trees,trees/ir8020140.trees,trees/ir8020141.trees,trees/ir8020142.trees,trees/ir8020143.trees,trees/ir8020144.trees,trees/ir8020145.trees,trees/ir8020146.trees,trees/ir8020147.trees,trees/ir8020148.trees,trees/ir8020149.trees,trees/ir8020150.trees,trees/ir8020151.trees,trees/ir8020152.trees,trees/ir8020153.trees 250 --stats=all --eta=etas/BC.json --out=outs/108254810.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,FayH,TajD,FerL,ZngE,FulD,btree,Colless,path
0,10001.0,250,61,1.9687808095086439,0.07922293127410082,1.4626889724722665,-0.2509030309929127,0.8456806745895876,0.00032417597643893617,-0.26819126716407465,0.03943928205490585,ir8020138.trees
0,10001.0,250,98,3.3060980315359156,0.1274783808349672,1.9656704587768745,-0.16862490197455468,1.0146346573490799,-1.13439575713901,-0.1284959417910208,0.03614133955175541,ir8020139.trees
0,10001.0,250,90,1.0418706933056903,0.06330421616507488,0.7680308361859104,0.029305052903201016,0.3186809477438834,0.8619048437696767,-0.5391717237573137,0.044954009586734026,ir8020140.trees
0,10001.0,250,65,1.568897563781192,0.09354993370560377,1.7852354840546698,-0.32562698774107435,1.0498068678557062,-1.00863923187772,-0.9392628018417589,0.04657107693446596,ir8020141.trees
0,10001.0,250,70,1.1198624469699674,0.10096181321828274,0.9180512116922503,0.20397663898113105,0.24130150176294238,-0.12206448590580027,-0.6681068520201475,0.048013786896311916,ir8020142.trees
0,10001.0,250,80,1.7029979884763078,0.06064326383520659,1.1798608392806502,-0.21911882242229344,0.7009383464697632,-0.02571372505386004,-0.3382642772738124,0.04266401469254627,ir8020143.trees
0,10001.0,250,69,3.957352492511512,0.0826704628339862,1.8270329744451952,-0.42253175603302223,1.1482733728675791,-0.86380828017442,-0.8194011983809141,0.04512404456535821,ir8020144.trees
0,10001.0,250,70,2.1383004711024403,0.09456756504779149,1.08914300656156,0.06545456095583996,0.428718924118341,-0.8943969174224436,-0.6734816116356431,0.04880813576888198,ir8020145.trees
0,10001.0,250,93,1.4086056359386494,0.023535430646578676,1.7540820174695453,-0.7997736172395555,1.4288481125461465,-0.44137633547331095,-0.6936994785306628,0.04763456101445631,ir8020146.trees
0,10001.0,250,84,1.459476316706455,0.09976278642760872,1.3133949553883797,-0.013312549565718266,0.5949783073230198,-1.9000875425877366,-0.5585274201255216,0.04534728776858587,ir8020147.trees
0,10001.0,250,66,1.2567496187924472,0.09905237479839207,1.0546131404028587,0.1128134143766022,0.3742712525555232,0.3214616444662292,-0.47659926908814704,0.042741530638683765,ir8020148.trees
0,10001.0,250,74,1.806061385124039,0.06718328593041492,1.0104039929274122,-0.08161400878158602,0.5134626551033016,-0.2760231599475562,-0.9791042405366934,0.04744137841689337,ir8020149.trees
0,10001.0,250,63,1.8111063471867657,0.15211088039887227,1.5260737114376235,0.22053242871733517,0.4942445668459776,-1.51379019011206,-0.698201679216457,0.047781257858759515,ir8020150.trees
0,10001.0,250,62,1.3724700882335061,0.09330521874714953,0.8860083315110212,0.16178930738089206,0.259500561957044,-0.04696560822816678,-1.0659515827600774,0.05150787481724132,ir8020151.trees
0,10001.0,250,77,1.7785403392967305,0.11461557434822539,0.5839671695882874,0.4888643649115513,-0.13562054268199905,1.500903481144,-0.6115217252288999,0.04468681176318176,ir8020152.trees
0,10001.0,250,67,5.10913865004739,0.06087938028250342,2.0614342183310272,-0.7034959847149463,1.4774883683166207,-0.8000623429111282,-1.3460513992304068,0.04926965928229045,ir8020153.trees
