#/home/enes/bim/BIM.py trees/ir8000088.trees,trees/ir8000089.trees,trees/ir8000090.trees,trees/ir8000091.trees,trees/ir8000092.trees,trees/ir8000093.trees 250 --stats=all --eta=etas/BC.json --out=outs/630209059.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,ZngE,TajD,FayH,bsfs,FulD,Colless,btree,path
0,2501.0,250,7,0.6659175849627854,-0.4875240171139482,0.10492788608224309,0.17676289164427383,0.48646638280663684,-0.26412781878448416,0.04977976421816298,-1.123887007428243,ir8000088.trees
0,2501.0,250,13,-0.4796377464788378,0.6818381610553987,0.7440587096936851,-0.020402833351528458,0.4521557138394737,0.9776412577841304,0.06530962559917089,-1.6502044539534722,ir8000089.trees
0,2501.0,250,5,0.8362358166785523,-0.9221789296843831,-0.6885040927953799,0.14568649023561772,4.412274868850414e-06,0.408206328683129,0.03494623655913978,0.11233148051703241,ir8000090.trees
0,2501.0,250,9,0.4583186099845276,-0.20860140123150617,0.3960777286052973,0.1459357880158345,0.7064264354144433,-2.200729241468039,0.057585179427386966,-1.5603267295232035,ir8000091.trees
0,2501.0,250,8,-1.0694381007194471,1.4637754067152273,1.5782841992005148,-0.06881373449727222,2.272811908010525,-2.133690217292945,0.06953620935354321,-2.3599638182191303,ir8000092.trees
0,2501.0,250,10,0.5390906752632791,-0.3202609916996408,0.27410098817869616,0.14502882914709259,0.4859567044345484,0.49732073857972664,0.08883922787925898,-2.9334474712447407,ir8000093.trees
