start,end,N,SS,ZngE,FulD,bsfs,FerL,TajD,FayH,btree,Colless,path,iColless,ibtree
0,100001,50,431,0.23051746050904626,0.9350516929549776,-0.6102341957197255,-0.4093262431275994,-0.2483772892843294,-0.06583065525885119,-0.7809519947394741,0.1551097711811999,3010000,0.180922879355824,-1.137759932210339
0,100001,50,430,0.2571165718575759,-0.22641803382554246,0.6013094628357131,-0.11694949832807155,0.29924149550196405,0.007036609556766197,-0.35424835683298705,0.14600973368070608,3010001,0.12822711051633767,0.02268937900931924
0,100001,50,397,-0.49709839899952,1.520220941784593,-0.02624325610604657,0.4192240608829385,-0.2511790023967521,0.03218178875170088,-0.1966942862253707,0.14108859506243815,3010002,0.14414515806322525,-0.3010186705905964
0,100001,50,370,0.43227873217552143,-0.3694484796996861,-0.4481126775252171,-0.5803796125475129,-0.14800818620386152,-0.07927219812383736,-0.30805945774789634,0.14856886150686693,3010003,0.14337225274725274,-0.32612685199651426
0,100001,50,444,0.1565979070853797,-0.5233724651142982,1.2973404170727272,0.10768042489876972,0.4856980409871836,0.0466519026731948,0.9147307538774362,0.09832466640502356,3010004,0.11273750879662207,0.2502760526411561
0,100001,50,385,0.28993254277167924,0.2087558768773552,-0.13012736661896604,-0.285076051602427,0.07768186237825964,-0.028405137030700005,-0.4651285651479502,0.14711818793451442,3010005,0.16580886740661174,-0.9656450260257616
0,100001,50,469,0.6297102200880536,-0.16560671722678988,0.18213065789677116,-0.4898616578585934,0.3871833703570897,-0.03094404005688585,-0.05745042809955895,0.13343637947789946,3010006,0.1545400769003254,-0.6750984662096048
0,100001,50,405,0.3823306179325032,-0.7318374610193839,0.8261992088816378,-0.2258631478624648,0.357077723735604,-0.0018428550824803934,-0.4253374056386931,0.14358790391156476,3010007,0.14683922349427578,-0.5445667898980511
0,100001,50,451,-0.024783421279025938,0.8134830927342239,-1.3367329287361287,-0.4498053248771348,-0.8109301717570808,-0.10984604428115867,-1.2642869815975015,0.187948531060776,3010008,0.19551050508699053,-1.6241555798767469
0,100001,50,374,0.038188745029732254,0.9051969376420632,-0.9718537668558376,-0.3817950576137318,-0.5746326375969826,-0.08549437378833798,-1.1652974187463985,0.17078189300411506,3010009,0.18802061640982926,-1.6445006874201842
