start,end,N,SS,FerL,TajD,ZngE,bsfs,FayH,FulD,Colless,btree,path,iColless,ibtree
0,10001.0,250,68,0.21371138976398035,0.5785914873561893,0.0831233292498598,0.3436497258301581,0.07596509628474926,1.0195185973811218,0.029769770325541806,0.5497995186146691,5040000,0.041136897821701546,-0.19979251397121345
0,10001.0,250,50,0.30847335166192963,1.056733664082413,0.2125504244499056,0.8110689647753493,0.13057853307403855,0.2832237482084375,0.034394986132813006,0.21935862958958915,5040001,0.0458516092017841,-0.6962634238297529
0,10001.0,250,72,0.662660222028304,0.5364212310931891,-0.2973801844982863,0.9199282019227222,0.13627178528239808,0.04964656721315598,0.038632536009139185,-0.12707200117419507,5040002,0.03863194714341235,-0.2446147453905525
0,10001.0,250,71,-0.3108956653326386,1.6408043742066916,0.9766816879719384,1.3378343149766752,0.08392948562588709,-1.4322345146311268,0.029435281448374144,0.4834408333600103,5040003,0.035491428077903016,-0.018656701946570545
0,10001.0,250,80,0.4950959236952533,0.4640336244239195,-0.1936653687077908,0.7188254824318134,0.10585355823237347,-0.479608829867113,0.02890011659541392,0.4516049660800806,5040004,0.049136638720781736,-0.7470493511253302
0,10001.0,250,69,0.26056800262610674,1.5064795407978155,0.4554680056029135,1.0728480106146658,0.1552497447876491,-1.1247599363515055,0.03532861936821166,0.014824175588462397,5040005,0.04195923478861684,-0.2888555144645096
0,10001.0,250,86,0.4648084224579746,0.5777013207798433,-0.11826590746180113,0.7088953456483802,0.10982292705096214,0.19138071279928096,0.0327810645209272,0.2753355340108576,5040006,0.04997813835989117,-0.8498617510016183
0,10001.0,250,72,-0.5785010022829385,1.398395713254556,1.08573749478778,0.4072136469312199,0.02682707653904873,-2.2066993484189377,0.0299596606671402,0.3771203825709514,5040007,0.05236807444833096,-0.9015752697061142
0,10001.0,250,70,0.958512946795712,-0.0063573010652503295,-0.7762379669275868,0.6753947197382918,0.13638128830680948,-0.8943969174224436,0.02955735533183725,0.3761852655889121,5040008,0.04111839061314382,-0.3734387211983303
0,10001.0,250,92,-0.2007970635085888,1.5468023362011791,0.8521774110412326,1.5910389344653697,0.09110361690005653,-2.0030734824351786,0.029414824498384545,0.5832633374270667,5040009,0.04000753748130352,-0.11210896205109253
0,10001.0,250,75,0.1677354826935457,1.4639363028757981,0.5133989282002749,1.0735061639750758,0.13784050911149648,-0.5533239085139711,0.031209515481279957,0.2942023323783099,5040010,0.03767543291445352,-0.08767662555295246
0,10001.0,250,91,0.3543034150391436,1.456114589361625,0.3630425998484254,1.2483533787216086,0.161651807948752,-1.388762599844081,0.035493881685098164,0.15541095853981926,5040011,0.03800686617437492,-0.2236168477786721
0,10001.0,250,78,-0.4543100100118025,1.999179859012641,1.2539475285226849,1.1851259962390877,0.09113281625664812,-1.3448549032520565,0.0266631040290193,0.394375406930448,5040012,0.04333665306386838,-0.5273669433931685
0,10001.0,250,77,-0.7713840899729884,1.5090910875075945,1.292124198184467,0.4839063749948914,0.008182458818794133,-0.852182835262804,0.031758168719759824,0.3512015706867103,5040013,0.04003992509627954,-0.22162325481972406
0,10001.0,250,57,-0.05599915269644031,0.16908567487623696,0.1193076810888168,-0.12830177033171986,0.005257058088207221,-0.10708012700926088,0.033140347820648564,0.15809508744685344,5040014,0.046019562119445516,-0.5967427494083763
0,10001.0,250,86,0.18874461399500814,1.0792366532297704,0.32796837000884005,0.7961485526399342,0.1098713294447492,0.19138071279928076,0.030907905816815663,0.4431240285958385,5040015,0.04585006693440428,-0.5647806335500043
0,10001.0,250,79,0.2110462049725778,1.1984509035150763,0.3616570682508711,0.9477492351507232,0.12287236665909312,-2.055384614236402,0.027909795865489608,0.7070282070870602,5040016,0.036573714211685454,-0.0935457482161722
0,10001.0,250,74,-0.2507110068783307,1.161487950695045,0.7168732085758015,0.4969707180106582,0.05494121586526627,-0.27602315994755605,0.0329476072865865,0.3577103262318614,5040017,0.03833254163607836,0.01637621078618976
0,10001.0,250,71,0.2295920348830182,1.0312143491158696,0.2708799175876882,1.5035716513578283,0.11335469830160935,-1.4322345146311268,0.030808718745951542,0.5162561776769986,5040018,0.04538892898784076,-0.7096505821775602
