start,end,N,SS,FerL,TajD,ZngE,bsfs,FayH,FulD,Colless,btree,path,iColless,ibtree
0,10001.0,250,77,-0.3292102334025874,1.5937265937314469,0.9727050870452288,1.1005702947608156,0.07735351770374257,-1.0874914669034843,0.03070090208030765,0.4387341541404647,5040019,0.050307931477772135,-0.8503964619136007
0,10001.0,250,55,-0.05465854163105922,1.2934738337260334,0.6106165903584743,1.3682949114605223,0.09501175051617253,-0.0049649769949458395,0.033274225936002086,0.1672770427679496,5040020,0.03956794921621972,-0.2907194848374243
0,10001.0,250,86,-0.6309749365449618,1.9933229371594603,1.3969608411651633,0.976209948403124,0.06556840796625196,-1.2918624976570434,0.036189111283845055,-0.040034538819401416,5040021,0.058625631558492035,-1.2754215463577157
0,10001.0,250,74,0.7644180957029102,0.3874573937839859,-0.4453486289999789,0.6209498137530891,0.13879976300019878,0.2125978069599236,0.03638141274776525,0.13820756549851526,5040022,0.04042970891008202,-0.15358159320646775
0,10001.0,250,69,0.7794613534406399,0.6534505847259268,-0.3401467142905999,0.7407960118588887,0.16264346529210252,-0.34190496782024965,0.03441993781577925,0.2705598253149232,5040023,0.03894610700867989,-0.2069039384861743
0,10001.0,250,74,0.7198347666164124,0.892962275547979,-0.1854351440073397,0.7256083067365448,0.17187856579771005,-0.7646441268550348,0.02688849923324204,0.8365343166859259,5040024,0.0426699115972338,-0.3887491276864081
0,10001.0,250,83,0.3485581382637592,0.3572750067956117,-0.12262218445059392,0.2854711594302025,0.076684564232746,-0.5709258801405984,0.0424015153902445,-0.3319909698892406,5040025,0.04536290322580647,-0.4830332213610595
0,10001.0,250,85,0.7329609453474579,0.8221621138218262,-0.2261336214909552,1.0252421454449916,0.16645551488943014,0.01438034128203186,0.029449095422667132,0.5912949913138111,5040026,0.03211555901023448,0.3943967112113792
0,10001.0,250,96,0.14893886889899413,0.9357605116044344,0.29754701187788035,0.8509089361859439,0.09261144206428368,-0.9036244642055498,0.02724770047933669,0.6060245300206736,5040027,0.040578082941083324,-0.09344063650978628
0,10001.0,250,59,-0.17625968191433147,1.40171643693906,0.7578383661812642,0.8277752794019041,0.08540241472831761,-1.713392569020344,0.028175752864831764,0.6149119861900277,5040028,0.050369218810726785,-1.2962305855239946
0,10001.0,250,68,0.06134559649036864,1.6963576483938518,0.6997239802760925,1.287617114619988,0.14177485864511633,-0.038706466678716606,0.029494753206373882,0.609436659069702,5040029,0.049099624303666274,-0.8902157319076419
0,10001.0,250,69,0.1972474477149752,0.7746411450484896,0.18316215269407415,0.23806936191530134,0.08887698558781329,-0.86380828017442,0.03520749665327979,-0.1495340428573807,5040030,0.04512134559744354,-0.8938364032191685
0,10001.0,250,83,0.06605321254957551,1.6485333949935068,0.6796854658858057,1.5230754528387767,0.13694217423207872,-1.0092480510360404,0.032523642958932515,0.4220724907743181,5040031,0.04406335017489312,-0.6167597589537418
0,10001.0,250,63,0.01194369333669004,2.004668706624446,0.873237721472252,1.1272298863811128,0.1597276509513762,-1.7979779388422406,0.025770490192136737,0.8401308028503831,5040032,0.03920645360598723,-0.28989539272042114
0,10001.0,250,88,-0.1439704539988272,1.0081958905042636,0.5654060957241464,0.5451723738589997,0.05766659849635309,-1.7464953843299005,0.03043399404067885,0.41847184853770064,5040033,0.0392681838464971,-0.08591090660118378
0,10001.0,250,65,0.8235074645114353,0.11209046975610444,-0.6148077939336242,0.6588194717086352,0.1272845898638592,-1.5606289139442413,0.033503368311957514,0.06217268042477625,5040034,0.043001499083893176,-0.61118382075118
0,10001.0,250,82,0.7866655268498471,0.3664004274803451,-0.4723952515846209,0.5846757628282484,0.13913634845512862,1.4540769603565429,0.030113284679938394,0.4599139557433703,5040035,0.05479237047445365,-1.8365903005905992
0,10001.0,250,52,0.7700619481030762,0.28080395707791544,-0.4976199254311519,0.6105431023523147,0.13606608121894748,1.180832492349426,0.02632690650399636,0.8590089877477808,5040036,0.04690131493716803,-0.7636974069478725
0,10001.0,250,86,0.3983390979125213,0.6409046711682608,-0.03644366303594514,0.6932331463876308,0.10538674243778184,-0.6561868360329046,0.04018747802268985,-0.29237564017932,5040037,0.039873202487368836,-0.3289500318585314
0,10001.0,250,81,-0.5090601283556262,0.7141905427364296,0.7283788531863078,0.29512685200192984,-0.016358874533325116,-0.9593426009148892,0.03200566448217787,0.3627198642550648,5040038,0.048523124757092896,-0.7646749064574602
0,10001.0,250,67,0.11822745345012853,1.4860217732350385,0.5605881275205588,1.0817132626188348,0.1335737216215215,-2.1413726956276933,0.03579731110823221,-0.06933653248467092,5040039,0.04995249816470182,-0.7231075628827209
0,10001.0,250,73,0.028471266211858862,1.0844850426919597,0.4572027967442795,1.1290933134720358,0.08867531500579051,0.2559078571592216,0.03097965338054728,0.4051157989551845,5040040,0.04935125115848008,-1.0266436050051413
0,10001.0,250,83,0.3570448782474054,1.2229278480440429,0.2554408351713387,0.8863126392739271,0.144909203416181,-0.7900869655883189,0.026909928997989867,0.7455076198999466,5040041,0.040701004356986516,-0.3188309133393041
0,10001.0,250,68,0.2607682004946575,1.2319115925676862,0.3337053289819817,1.4089151735279533,0.13392246658705065,-0.5678189987086354,0.029555086706272094,0.4964609500983414,5040042,0.04318780498337437,-0.6312738448172373
0,10001.0,250,64,0.6493903410677362,0.5561017210135596,-0.2786890974019045,0.7507197867181272,0.13735186153146653,0.1426361536594897,0.0307203568833539,0.4856734987981592,5040043,0.03366512645564337,0.06797175351825806
0,10001.0,250,85,0.23666538375512855,1.5235948561260113,0.4868324846479705,0.9895727649088544,0.15103902397453134,-2.5567480678706556,0.029510369288838007,0.6527506158293566,5040044,0.03640367923306128,0.1057287965952915
0,10001.0,250,75,0.2886825242901921,1.4323297823031442,0.4017649741136541,1.050691580376619,0.15253866659642973,-0.7945580803687654,0.03353917461962545,0.3093549895270208,5040045,0.03995243647400663,-0.18913464808948616
0,10001.0,250,71,0.07948937094844744,1.710251442401869,0.692375348239152,1.621038256729309,0.14503082490447708,-0.6701449632473341,0.033528738610355414,-0.00039544870432427963,5040046,0.039875631558492025,-0.4999142862569688
0,10001.0,250,50,0.6159126546926843,0.13353441706307698,-0.4377780645451781,0.4428073790270624,0.10202424600577467,1.3397844327422654,0.03367155256972591,0.3029870848062776,5040047,0.0451159476616142,-0.8464282083406103
0,10001.0,250,78,-0.4419864542608495,1.898371428518828,1.1992630080056512,0.8474938102567531,0.08504088906814647,-1.1124010286691597,0.03702849030530726,0.00267694673207617,5040048,0.043888816916411166,-0.3829807155880353
0,10001.0,250,90,0.23782767949912614,1.1573546858198969,0.32376663596030314,0.8434544637594285,0.12245288689019773,-1.370202479411932,0.02948060769669786,0.5469235092174829,5040049,0.03844841732521484,-0.14501045906036356
