#/home/enes/bim/BIM.py trees/r2000000.trees,trees/r2000001.trees,trees/r2000002.trees,trees/r2000003.trees,trees/r2000004.trees,trees/r2000005.trees,trees/r2000006.trees,trees/r2000007.trees,trees/r2000008.trees,trees/r2000009.trees,trees/r2000010.trees,trees/r2000011.trees,trees/r2000012.trees,trees/r2000013.trees,trees/r2000014.trees,trees/r2000015.trees,trees/r2000016.trees,trees/r2000017.trees,trees/r2000018.trees,trees/r2000019.trees,trees/r2000020.trees,trees/r2000021.trees,trees/r2000022.trees,trees/r2000023.trees,trees/r2000024.trees,trees/r2000025.trees,trees/r2000026.trees,trees/r2000027.trees,trees/r2000028.trees,trees/r2000029.trees,trees/r2000030.trees,trees/r2000031.trees,trees/r2000032.trees,trees/r2000033.trees,trees/r2000034.trees,trees/r2000035.trees,trees/r2000036.trees,trees/r2000037.trees,trees/r2000038.trees,trees/r2000039.trees,trees/r2000040.trees,trees/r2000041.trees,trees/r2000042.trees,trees/r2000043.trees,trees/r2000044.trees,trees/r2000045.trees,trees/r2000046.trees,trees/r2000047.trees,trees/r2000048.trees,trees/r2000049.trees,trees/r2000050.trees,trees/r2000051.trees,trees/r2000052.trees,trees/r2000053.trees,trees/r2000054.trees,trees/r2000055.trees,trees/r2000056.trees,trees/r2000057.trees,trees/r2000058.trees,trees/r2000059.trees,trees/r2000060.trees,trees/r2000061.trees,trees/r2000062.trees,trees/r2000063.trees,trees/r2000064.trees,trees/r2000065.trees,trees/r2000066.trees,trees/r2000067.trees,trees/r2000068.trees,trees/r2000069.trees,trees/r2000070.trees,trees/r2000071.trees,trees/r2000072.trees,trees/r2000073.trees,trees/r2000074.trees,trees/r2000075.trees,trees/r2000076.trees,trees/r2000077.trees,trees/r2000078.trees,trees/r2000079.trees,trees/r2000080.trees,trees/r2000081.trees,trees/r2000082.trees,trees/r2000083.trees,trees/r2000084.trees,trees/r2000085.trees,trees/r2000086.trees,trees/r2000087.trees,trees/r2000088.trees,trees/r2000089.trees,trees/r2000090.trees,trees/r2000091.trees,trees/r2000092.trees,trees/r2000093.trees,trees/r2000094.trees,trees/r2000095.trees,trees/r2000096.trees,trees/r2000097.trees,trees/r2000098.trees,trees/r2000099.trees,trees/r2000100.trees,trees/r2000101.trees,trees/r2000102.trees,trees/r2000103.trees,trees/r2000104.trees,trees/r2000105.trees,trees/r2000106.trees,trees/r2000107.trees,trees/r2000108.trees,trees/r2000109.trees,trees/r2000110.trees,trees/r2000111.trees,trees/r2000112.trees,trees/r2000113.trees,trees/r2000114.trees,trees/r2000115.trees,trees/r2000116.trees,trees/r2000117.trees,trees/r2000118.trees,trees/r2000119.trees,trees/r2000120.trees,trees/r2000121.trees,trees/r2000122.trees,trees/r2000123.trees,trees/r2000124.trees,trees/r2000125.trees,trees/r2000126.trees,trees/r2000127.trees,trees/r2000128.trees,trees/r2000129.trees,trees/r2000130.trees,trees/r2000131.trees,trees/r2000132.trees,trees/r2000133.trees,trees/r2000134.trees,trees/r2000135.trees,trees/r2000136.trees,trees/r2000137.trees,trees/r2000138.trees,trees/r2000139.trees,trees/r2000140.trees,trees/r2000141.trees,trees/r2000142.trees,trees/r2000143.trees,trees/r2000144.trees,trees/r2000145.trees,trees/r2000146.trees,trees/r2000147.trees,trees/r2000148.trees,trees/r2000149.trees,trees/r2000150.trees,trees/r2000151.trees,trees/r2000152.trees,trees/r2000153.trees,trees/r2000154.trees,trees/r2000155.trees,trees/r2000156.trees,trees/r2000157.trees,trees/r2000158.trees,trees/r2000159.trees,trees/r2000160.trees,trees/r2000161.trees,trees/r2000162.trees,trees/r2000163.trees,trees/r2000164.trees,trees/r2000165.trees,trees/r2000166.trees,trees/r2000167.trees,trees/r2000168.trees,trees/r2000169.trees,trees/r2000170.trees,trees/r2000171.trees,trees/r2000172.trees,trees/r2000173.trees,trees/r2000174.trees,trees/r2000175.trees,trees/r2000176.trees,trees/r2000177.trees,trees/r2000178.trees,trees/r2000179.trees,trees/r2000180.trees,trees/r2000181.trees,trees/r2000182.trees,trees/r2000183.trees,trees/r2000184.trees,trees/r2000185.trees,trees/r2000186.trees,trees/r2000187.trees,trees/r2000188.trees,trees/r2000189.trees,trees/r2000190.trees,trees/r2000191.trees,trees/r2000192.trees,trees/r2000193.trees,trees/r2000194.trees,trees/r2000195.trees,trees/r2000196.trees,trees/r2000197.trees,trees/r2000198.trees,trees/r2000199.trees,trees/r2000200.trees,trees/r2000201.trees,trees/r2000202.trees,trees/r2000203.trees,trees/r2000204.trees,trees/r2000205.trees,trees/r2000206.trees,trees/r2000207.trees,trees/r2000208.trees,trees/r2000209.trees,trees/r2000210.trees,trees/r2000211.trees,trees/r2000212.trees,trees/r2000213.trees,trees/r2000214.trees,trees/r2000215.trees,trees/r2000216.trees,trees/r2000217.trees,trees/r2000218.trees,trees/r2000219.trees,trees/r2000220.trees,trees/r2000221.trees,trees/r2000222.trees,trees/r2000223.trees,trees/r2000224.trees,trees/r2000225.trees,trees/r2000226.trees,trees/r2000227.trees,trees/r2000228.trees,trees/r2000229.trees,trees/r2000230.trees,trees/r2000231.trees,trees/r2000232.trees,trees/r2000233.trees,trees/r2000234.trees,trees/r2000235.trees,trees/r2000236.trees,trees/r2000237.trees,trees/r2000238.trees,trees/r2000239.trees,trees/r2000240.trees,trees/r2000241.trees,trees/r2000242.trees,trees/r2000243.trees,trees/r2000244.trees,trees/r2000245.trees,trees/r2000246.trees,trees/r2000247.trees,trees/r2000248.trees,trees/r2000249.trees 100 --stats=btree --eta=etas/bcn.json --out=outs/extrabcn.csv --r2t=0.005 --r2s=0.005
start,end,N,btree,path
0.0,507.0,100,0.0191025745051554,r2000000.trees
9320.0,10001.0,100,0.9031228005547013,r2000000.trees
8410.0,9320.0,100,0.9031228005547013,r2000000.trees
8055.0,8275.0,100,0.890134933981134,r2000000.trees
7891.0,8055.0,100,0.9357692768161942,r2000000.trees
7609.0,7891.0,100,0.928123238692122,r2000000.trees
6925.0,7609.0,100,0.38381129689166743,r2000000.trees
6195.0,6925.0,100,0.2770417671088275,r2000000.trees
5923.0,6195.0,100,0.28383810900670153,r2000000.trees
8275.0,8410.0,100,0.8838301843778001,r2000000.trees
5288.0,5298.0,100,0.31929050139370896,r2000000.trees
4568.0,5288.0,100,0.48478212225914374,r2000000.trees
3859.0,4568.0,100,0.544826841167709,r2000000.trees
3756.0,3859.0,100,0.4306512857035988,r2000000.trees
2953.0,3756.0,100,0.21415199166311374,r2000000.trees
2016.0,2953.0,100,0.008954266878731505,r2000000.trees
1889.0,2016.0,100,-0.008079911754968291,r2000000.trees
507.0,1889.0,100,0.027800314692795692,r2000000.trees
5298.0,5923.0,100,0.34488267871618866,r2000000.trees
5103.0,5462.0,100,0.06007027858413668,r2000001.trees
5462.0,5682.0,100,0.0763299498017193,r2000001.trees
5682.0,6175.0,100,0.15993794405508388,r2000001.trees
6175.0,6273.0,100,0.15993794405507925,r2000001.trees
6273.0,6951.0,100,0.03842239691669251,r2000001.trees
6951.0,7020.0,100,-0.13612036786355675,r2000001.trees
8730.0,9515.0,100,0.11071506620236028,r2000001.trees
7043.0,7501.0,100,-0.1773406696732288,r2000001.trees
7501.0,8730.0,100,0.11071506620235314,r2000001.trees
9515.0,9690.0,100,0.02230656045013393,r2000001.trees
9690.0,10001.0,100,0.0,r2000001.trees
4901.0,5103.0,100,0.060910024579199834,r2000001.trees
7020.0,7043.0,100,-0.17734066967321968,r2000001.trees
4833.0,4901.0,100,0.060910024579199834,r2000001.trees
3869.0,4178.0,100,-0.08549398771637796,r2000001.trees
4178.0,4533.0,100,0.2996610362534832,r2000001.trees
4533.0,4833.0,100,0.060910024579199834,r2000001.trees
0.0,64.0,100,0.06731581918714094,r2000001.trees
64.0,180.0,100,0.06731581918714094,r2000001.trees
180.0,213.0,100,0.06731581918714094,r2000001.trees
310.0,928.0,100,0.255811759899197,r2000001.trees
928.0,1060.0,100,0.12095330602940477,r2000001.trees
213.0,310.0,100,0.24919578128825273,r2000001.trees
2603.0,2890.0,100,0.028685902916480755,r2000001.trees
2890.0,3103.0,100,0.07786591714524117,r2000001.trees
3103.0,3569.0,100,-0.1105683214652415,r2000001.trees
3569.0,3869.0,100,-0.14186678063786393,r2000001.trees
1060.0,2603.0,100,0.14898737788375704,r2000001.trees
7372.0,7420.0,100,0.4963185918719269,r2000002.trees
5085.0,6455.0,100,0.2173566870160272,r2000002.trees
6455.0,6563.0,100,0.2173566870160272,r2000002.trees
6563.0,6861.0,100,0.2173566870160272,r2000002.trees
6861.0,7372.0,100,0.4963185918719269,r2000002.trees
7420.0,7485.0,100,0.47454238009565447,r2000002.trees
9655.0,10001.0,100,-0.06738735427391852,r2000002.trees
7861.0,8068.0,100,0.3977612021250918,r2000002.trees
8068.0,8614.0,100,0.5260082287609539,r2000002.trees
8614.0,8745.0,100,0.5994397476515314,r2000002.trees
8745.0,9655.0,100,0.11835490895555409,r2000002.trees
4880.0,5085.0,100,0.409647296287226,r2000002.trees
7485.0,7861.0,100,0.4660280115892476,r2000002.trees
4246.0,4880.0,100,0.4096472962872216,r2000002.trees
797.0,1068.0,100,-0.716307511302127,r2000002.trees
3891.0,4210.0,100,-0.6476745587196695,r2000002.trees
3883.0,3891.0,100,-0.6476745587196695,r2000002.trees
2855.0,3883.0,100,-0.266740685854746,r2000002.trees
2679.0,2855.0,100,-0.266740685854746,r2000002.trees
2577.0,2679.0,100,-0.0860227363320087,r2000002.trees
2428.0,2577.0,100,-0.0860227363320087,r2000002.trees
1396.0,2428.0,100,-0.04511544278286479,r2000002.trees
1286.0,1396.0,100,-0.5974547710877552,r2000002.trees
1126.0,1286.0,100,-0.5542143298106643,r2000002.trees
1068.0,1126.0,100,-0.5595082986199111,r2000002.trees
4210.0,4246.0,100,-0.38680390808746745,r2000002.trees
670.0,797.0,100,-0.8195045451907733,r2000002.trees
344.0,670.0,100,-0.8195045451907733,r2000002.trees
0.0,344.0,100,-0.8315807584064331,r2000002.trees
4737.0,7544.0,100,-0.1474740447683023,r2000003.trees
7544.0,7841.0,100,-0.11634673511978998,r2000003.trees
9846.0,10001.0,100,-0.7114841074697049,r2000003.trees
8336.0,9108.0,100,-0.7431103591953814,r2000003.trees
9108.0,9846.0,100,-0.7431103591953814,r2000003.trees
7841.0,8336.0,100,-0.1232300983161841,r2000003.trees
4096.0,4737.0,100,-0.1356333814604084,r2000003.trees
1903.0,2694.0,100,-0.10410575928177354,r2000003.trees
2694.0,3104.0,100,-0.1356333814604084,r2000003.trees
1407.0,1903.0,100,0.11826998098588806,r2000003.trees
1401.0,1407.0,100,0.11826998098588806,r2000003.trees
822.0,1401.0,100,0.11826998098588741,r2000003.trees
587.0,822.0,100,0.11826998098588806,r2000003.trees
0.0,587.0,100,0.11826998098588806,r2000003.trees
3104.0,4096.0,100,-0.1356333814604084,r2000003.trees
7895.0,7926.0,100,-1.5836009743149841,r2000004.trees
7926.0,8511.0,100,-1.572334499145027,r2000004.trees
8511.0,8512.0,100,-1.5519791259821647,r2000004.trees
8512.0,8987.0,100,-1.3798122864879654,r2000004.trees
9666.0,9737.0,100,-1.618663994286368,r2000004.trees
9453.0,9666.0,100,-1.4338877862188262,r2000004.trees
