#/home/enes/bim/BIM.py trees/r8010153.trees,trees/r8010154.trees,trees/r8010155.trees,trees/r8010156.trees,trees/r8010157.trees,trees/r8010158.trees,trees/r8010159.trees,trees/r8010160.trees,trees/r8010161.trees,trees/r8010162.trees,trees/r8010163.trees,trees/r8010164.trees,trees/r8010165.trees,trees/r8010166.trees,trees/r8010167.trees,trees/r8010168.trees,trees/r8010169.trees 250 --stats=all --eta=etas/BC.json --out=outs/501718393.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,ZngE,FerL,FayH,FulD,bsfs,Colless,btree,path
0,10001.0,250,70,1.0619138942236452,0.38117889503306907,0.10945169275592262,0.09871994321194856,0.1353796579330809,2.2201134613781823,0.026636737188622146,0.6983247122440163,r8010153.trees
0,10001.0,250,55,0.7354236573190203,0.2917872821923354,0.03765728925185283,0.06409158697918933,-0.6499569649883469,0.6553565154377061,0.03926752955124506,-0.11933285299541108,r8010154.trees
0,10001.0,250,67,0.24509530278732353,-0.31636417747318507,0.5262736621813963,0.09471177964401375,0.00472386871881063,1.6625098898301052,0.033288395517554074,0.1965406417939602,r8010155.trees
0,10001.0,250,56,1.2963162586517512,0.44035284679273307,0.15868756916822715,0.12629914632125128,-1.008319855025177,1.0654923596443144,0.03127517080946507,0.46193146914202254,r8010156.trees
0,10001.0,250,76,1.5053744205306725,1.229407252744937,-0.6961433969222469,0.018521446035718293,-0.3472595097849323,2.6154101912152714,0.03351644184922223,0.20383679372386354,r8010157.trees
0,10001.0,250,63,0.9495355200860247,-0.012420021832118757,0.5339465647125023,0.15190362133621907,-0.09285144646115819,1.964955538307671,0.032822055742435824,0.2415596979525051,r8010158.trees
0,10001.0,250,75,1.4137905971119258,0.3347846016616816,0.36148394528925726,0.16142373419207054,-0.5533239085139713,3.413115625830109,0.029581384852625906,0.5074974433301035,r8010159.trees
0,10001.0,250,84,0.6654688209788397,0.36582101694496616,-0.08643435239806811,0.039351750777393564,0.2667439749256326,0.6246474826692642,0.027716485087070447,0.7761940782230352,r8010160.trees
0,10001.0,250,70,0.7847427051460254,0.4470035506895993,-0.12399415180755637,0.043695755007984484,-0.6369527735835624,0.7477597543552592,0.03508952721933678,0.23022926996258847,r8010161.trees
0,10001.0,250,87,1.4907609679902594,0.8665919260647313,-0.25100831118102734,0.07997058827582422,-0.8929394274758473,2.0777867062992392,0.034731552939870076,0.2567096638752503,r8010162.trees
0,10001.0,250,74,0.9293596317495854,0.213562480111795,0.2454696960104082,0.10732924655197819,-1.2532650937625138,2.0343643735544306,0.030500198792947096,0.3041325686194031,r8010163.trees
0,10001.0,250,65,0.7437883486434446,-0.14269453401333843,0.5835088318042055,0.14243645461097712,0.923324655355104,1.0077864651357364,0.031077591790968105,0.3398357345488716,r8010164.trees
0,10001.0,250,61,1.0286571963079363,0.5238716196279184,-0.08856215044304185,0.0684431885516574,-0.8783255172342774,2.529046650332995,0.0289491298527443,0.6909954799286574,r8010165.trees
0,10001.0,250,69,0.6790972069346243,-0.03357107717214471,0.4135383410096772,0.1123241411626821,2.2676115939506034,1.7084597083217272,0.031095996890788964,0.08056501595435277,r8010166.trees
0,10001.0,250,84,0.7523648563253517,0.20788828979252338,0.15698034542066508,0.08027438241760171,-0.5999886320797156,2.0041295185127557,0.031784535248893235,0.32730893802010813,r8010167.trees
0,10001.0,250,87,1.5660665488918963,0.6342177603948173,0.07818948915411515,0.13190518776815102,-1.5216642680239811,1.3705194197663675,0.035295630223729724,0.009592831262334994,r8010168.trees
0,10001.0,250,76,0.009277074918804298,-0.7024540432590789,0.8752921277761303,0.12476238604065361,-0.5854940088060742,0.7639735366401534,0.03523995872254311,0.16781390761524428,r8010169.trees
