#/home/enes/bim/BIM.py trees/ir8000005.trees,trees/ir8000006.trees,trees/ir8000007.trees,trees/ir8000008.trees,trees/ir8000009.trees,trees/ir8000010.trees,trees/ir8000011.trees,trees/ir8000012.trees,trees/ir8000013.trees,trees/ir8000014.trees,trees/ir8000015.trees,trees/ir8000016.trees,trees/ir8000017.trees,trees/ir8000018.trees,trees/ir8000019.trees,trees/ir8000020.trees,trees/ir8000021.trees 250 --stats=all --eta=etas/BC.json --out=outs/264342035.csv --r2t=0.005 --r2s=0.001 --treew=branch
start,end,N,SS,ZngE,bsfs,FayH,FulD,TajD,FerL,Colless,btree,path
0,2501.0,250,18,-0.24201203217860517,0.8234858687650869,0.0821112106352789,-0.8215446257946853,0.1500098108879135,0.3801349957934311,0.05243554864619769,0.18092097870283821,ir8000005.trees
0,2501.0,250,17,-0.7099623565654657,2.7626589002131874e-06,0.03854643900067302,0.19338017960939916,-0.659550490897436,0.5502072270921216,0.08641015675605648,-0.33888615285138246,ir8000006.trees
0,2501.0,250,6,-0.9075721650908408,-3.1178367348751664e-06,0.15388784204066258,2.0301464234706033,-0.582015324983332,0.8646836143602877,0.03575592693354061,1.943250819961918,ir8000007.trees
0,2501.0,250,7,1.2078524977192515,-1.0590885473312075,-0.6501490120637345,-0.26412781878448416,-1.1436213547311174,-2.0802438939720935,0.04126182147946625,-3.2926874396117487,ir8000008.trees
0,2501.0,250,4,-0.7660690958632224,0.27971356944980197,0.18148897244034345,-1.7193945226261713,-0.430495924472166,0.7658133508384348,0.0512695945070605,-0.5832568241482362,ir8000009.trees
0,2501.0,250,14,0.5812542939097276,-1.474041368792596,-0.35174265610011,-0.3126827056713457,-1.0823510874214033,-1.2783100191943684,0.09259619121647882,-3.702067608190048,ir8000010.trees
0,2501.0,250,22,0.1225051950344884,-9.19499198651913e-07,-0.06652762693402374,0.28762682637578485,-0.22646486550572986,-0.27105367106083994,0.05865397072159606,-2.2330316232186713,ir8000011.trees
0,2501.0,250,21,0.5173947718733068,-2.6377028325011307,-0.5090823066727098,5.741594743034616,-2.2114224223701875,-1.7960140194970815,0.043496566912812534,-3.177464623722754,ir8000012.trees
0,2501.0,250,15,-1.118317888722236,-0.37382242664513726,0.13047287716743833,2.549830076653263,-0.6964274558451038,1.0466769339520752,0.06869413136416634,-1.030332697589635,ir8000013.trees
0,2501.0,250,14,0.41576071194076425,1.3850678333227804,0.1625906096481526,-1.373242665914419,1.3458456639630754,0.161718622862396,0.06537440082912295,-2.697865894194959,ir8000014.trees
0,2501.0,250,13,1.173015745854677,1.9727892351727594,0.06634155960814114,-1.2721674407506367,1.790030011610066,-0.5674626337687438,0.033926026687394736,0.9351989980375977,ir8000015.trees
0,2501.0,250,20,0.5501050185990439,0.7586839460401097,0.032150301508075525,-1.0119084632668656,0.8408293612230202,-0.2519557726258735,0.07290452131105066,-0.5495993431845309,ir8000016.trees
0,2501.0,250,12,-0.7890450922272361,-1.0947097561559367,-0.012080238970565654,1.2374296820739528,-1.0446683725020418,0.4654876026096495,0.032355227361057136,0.09715885299838505,ir8000017.trees
0,2501.0,250,22,-0.30324568717737144,0.9253968696450907,0.1097977641755874,1.0179373653904888,0.25261884808791574,0.510476166744018,0.047545018784816685,-0.10854941053692418,ir8000018.trees
0,2501.0,250,13,-0.7662261259824732,-0.5951099001937444,-0.0006614026315506267,0.9776412577841305,-0.9547366006023501,0.47907618223210346,0.054864619769400186,-3.7945468268070304,ir8000019.trees
0,2501.0,250,20,-0.47262568511656666,8.838931126173458e-06,0.07137237854144333,-0.22031949447871874,-0.17627027057699782,0.4995436425399599,0.06137453037958284,-3.591570660340436,ir8000020.trees
0,2501.0,250,21,0.9716465977235527,1.7962444868064193,0.10440555059320407,-1.8553601631833365,1.7492698493949312,-0.3051292138162645,0.05646780671071383,0.3242640327474782,ir8000021.trees
