#/home/enes/bim/BIM.py trees/r3120090.trees,trees/r3120091.trees,trees/r3120092.trees,trees/r3120093.trees,trees/r3120094.trees,trees/r3120095.trees,trees/r3120096.trees,trees/r3120097.trees,trees/r3120098.trees,trees/r3120099.trees 50 --stats=all --eta=etas/Fn.json --out=outs/792921536.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,ZngE,FayH,FerL,FulD,TajD,bsfs,btree,Colless,path
0,100001.0,50,436,-0.16079703432939113,0.050250635267513145,0.30383770471564764,0.1391072868176951,0.20431797128050014,0.6563967939924804,0.8657905804348734,0.10119047619047625,r3120090.trees
0,100001.0,50,456,0.33718978525131366,-0.018646058572297286,-0.2710595995864153,-0.531356027290833,0.19255749196592323,0.01804282733456554,0.34647824610182687,0.12324642775770601,r3120091.trees
0,100001.0,50,508,0.8891768790542399,-0.15835012366101509,-1.1768778946506788,0.5280214254710878,-0.2761016445248064,-1.7591777168887925,0.005487360939330322,0.10734187291938045,r3120092.trees
0,100001.0,50,433,0.6805447472823898,-0.0990380671022933,-0.8061838325413329,-0.5555822062190139,-0.05071925054339634,-0.4246245936158083,0.11567125982842986,0.12960467205750215,r3120093.trees
0,100001.0,50,386,-0.10973198681923207,-0.14333722180544192,-0.5413045967374627,-0.10711068774521698,-1.132059973066453,-2.26417709198119,-0.7763985578098266,0.12478089395267317,r3120094.trees
0,100001.0,50,428,0.4982293385273557,0.02034067296088798,-0.1983281268579667,-0.31591399947874077,0.627898915208515,0.850157488153642,1.2200242848569491,0.11179006486315457,r3120095.trees
0,100001.0,50,380,0.19972192191497584,-0.05029722479270107,-0.3257985645838936,0.44953293578074605,-0.1663246315421085,-0.45519990968298013,-0.2938930335134236,0.13946927977540227,r3120096.trees
0,100001.0,50,440,0.15768864786256032,-0.06781345526546309,-0.3762424969064509,-0.39715386166283473,-0.33316476475036244,-0.6969559878717629,-0.39226895969352926,0.12951424809555157,r3120097.trees
0,100001.0,50,406,-0.049706398755793496,-0.013017901168881156,-0.026538942069592973,-1.0664127063944324,-0.14133018753886403,-0.14769518774869458,0.03255173746638857,0.12254105463841578,r3120098.trees
0,100001.0,50,366,-0.279166129965755,0.04455486867741588,0.3468261261335855,0.22853267318336443,0.04802535002336966,0.4213702849890252,0.19973739264335497,0.11702226345083486,r3120099.trees
