start,end,N,SS,FulD,FayH,TajD,FerL,bsfs,ZngE,Colless,btree,path,iColless,ibtree
0,100001.0,50,507,0.038410016034694495,-0.05032589239943551,-0.3713397387097994,-0.20668471749267714,-0.4343495731523711,-0.0108960093072881,0.15263211766187953,-0.43630645658853706,9040000,0.1609318145862996,-0.6637163678584673
0,100001.0,50,474,-0.1673496737686445,0.0272335776570432,0.24415021211704185,0.08621678194385349,0.42626883487976736,0.05065738336272462,0.10098606750392464,0.6497371800503521,9040001,0.13061760137125722,-0.14815880241540674
0,100001.0,50,451,0.6163553252368893,0.04493871977203425,-0.20959661052473394,0.5031659809893371,0.17462370310086808,-0.549476110750009,0.10507198569082808,0.7565693751706893,9040002,0.127898098014716,-0.030003902991997494
0,100001.0,50,388,0.14355738701923654,-0.0029769459646915913,-0.17363713967010147,0.07714771041187886,-0.0466443581536349,-0.15721912214730627,0.11910673360253192,0.12700086889888418,9040003,0.13758360487051965,-0.4361168205772229
0,100001.0,50,359,1.9044485872558676,0.061814599956691724,-0.2197002300118566,0.6494682972791844,0.3557187609344924,-0.6823860799709066,0.12368318756073865,0.2643173823435421,9040004,0.14743234250221834,-0.2589618450084323
0,100001.0,50,517,-0.7144229813660193,0.05746907042941146,0.28883057465856465,0.31590543178092345,0.8915485420197262,-0.1275601985202876,0.10085820042302636,0.8057060824002089,9040005,0.12029408036506535,0.28368769357202145
0,100001.0,50,519,0.01846541221560867,-0.1150672824113849,-0.4958382481525821,-0.6812303446946727,-1.1573363693227048,0.3408001736166982,0.1508245478286101,-0.5782021813941285,9040006,0.1492220022337294,-0.7092518762819652
0,100001.0,50,532,0.3556152443911901,0.062041201401322965,0.011473637259281686,0.5184643659707248,0.6927386310195791,-0.4487568045196064,0.09675025670645614,0.9151635206637516,9040007,0.11153986911220183,0.18582030975341052
0,100001.0,50,433,0.5392138253395521,-0.019200860005185148,-0.07518459043230713,-0.117783241983655,0.015800448540459214,0.06441143816967139,0.11499711491739548,0.4648920423727755,9040008,0.1297749869178441,-0.07785832185208724
0,100001.0,50,388,-0.7721455867304252,0.05729315303976627,-0.02964751900191453,0.5002713030885495,0.5718526042614315,-0.4537602645906768,0.09436537773003943,1.0466130235072175,9040009,0.11214411690602162,0.4280463434747561
0,100001.0,50,434,-0.2888241838133371,0.06334428536575816,0.17252828425202346,0.4330879828368194,1.0911341201952178,-0.2905331927861749,0.11633503401360548,0.36569406325192944,9040010,0.11635082604470365,0.26565130751373345
0,100001.0,50,366,0.6732823860341451,0.0010981833828940565,-0.4245480368855348,0.25907529974545856,-0.4595050002825184,-0.44596598033628293,0.12971698113207553,-0.005433259946152414,9040011,0.15480713562020554,-0.6044042744487256
0,100001.0,50,413,-0.6380735150107423,-0.03352569056124923,-0.23191615016855535,-0.14619018455738506,-0.2057211249970214,0.0083854385701658,0.12438054692075505,0.33627073152780085,9040012,0.11852121801101395,0.41681401434079773
0,100001.0,50,351,2.0224822360818338,-0.0300729709994513,-0.7592292226622271,0.1936161118397713,-1.0402948699446213,-0.5609717182410332,0.13229666866746698,-0.07036726329913984,9040013,0.14192624418188335,-0.4289465362298002
0,100001.0,50,433,-0.4529450782603983,-0.027007545978048792,0.08115898570710241,-0.2758270080159526,-0.07970421116386549,0.28373758099199725,0.12254986740458887,0.3569664977796204,9040014,0.1336209280460152,-0.16303444646566628
0,100001.0,50,435,-0.466013436476687,-0.009626108129421176,-0.231930572797658,0.055423091619690855,-0.20241017255304256,-0.16842118023484634,0.14398821729648806,-0.3242308530469917,9040015,0.1433265306122449,-0.5018271221478786
0,100001.0,50,456,0.411039361752235,-0.07782026590002868,-0.553055659331289,-0.3313845920939254,-0.8938742917133305,0.004655261341496084,0.1619693331878207,-0.5476986007466108,9040016,0.14431701884293532,-0.3688218946452568
0,100001.0,50,445,0.5691342087987387,-0.10374795365283022,-0.025937129398229397,-0.8609055864174657,-0.7429728007238503,0.7413600709231929,0.14190598919980368,-0.5081891187277613,9040017,0.143533821979496,-0.5329363686204196
0,100001.0,50,523,-0.006882847045930371,0.015099617145840185,0.3201218653064493,-0.061124443832902685,0.4437472658346697,0.21929211490361614,0.10284267215658194,0.6847671990796851,9040018,0.10974281799050556,0.6964572503247111
0,100001.0,50,487,1.1797618703889112,0.0036191660100163454,-0.12490132393422285,0.10428145259139604,-0.03114352535351398,-0.15604559752978442,0.11296117546117553,0.2139487636447926,9040019,0.1246002132196162,-0.022378048453122502
0,100001.0,50,457,-0.5374067850751543,-0.028897932554181244,0.02383543269203281,-0.2582033762584799,0.029033930843143162,0.23870298078583896,0.11777210884353735,0.2147233586962313,9040020,0.12279165397502285,0.2356275129655612
0,100001.0,50,440,0.20892843512410356,-0.02484293285358805,-0.19509894267504346,-0.09477834021965767,-0.2459422297716025,-0.017724015005009346,0.13037987472216614,-0.020296436335655654,9040021,0.13868977343003314,-0.5582338595337044
0,100001.0,50,495,-0.8990596361193364,0.03005379473017292,0.286368703867471,0.08525356619158637,0.6234834301353421,0.0733871709855325,0.1113265306122449,0.3545071385510406,9040022,0.11588281929313075,0.13356151089794774
0,100001.0,50,419,0.24293100932644726,0.024751553743273112,0.10563429802565216,0.1466075942329591,0.525453575314392,-0.07395839470050543,0.11762077712440913,0.2777861875290893,9040023,0.12850277725769207,0.08128069865847327
0,100001.0,50,446,0.7930276434565015,-0.0789612937294026,-0.2411035037918136,-0.5247564595530233,-0.877832519451918,0.3354566766485448,0.11875134669252307,0.13858371451626025,9040024,0.14555893279297538,-0.2772654635927663
0,100001.0,50,501,0.5814021799128499,0.010068570922435266,-0.20036892846855076,0.20339249798797235,-0.2457233514754013,-0.28202413653008,0.13179876601803514,-0.03682492789677237,9040025,0.13957823129251695,-0.3589673989650757
0,100001.0,50,432,-0.034872536782629,-0.005229546370740769,-0.056930814601567674,-0.010594871187621566,-0.07195428160966001,-0.02012476828666089,0.11595100467932833,0.35531990544340064,9040026,0.1387156714537667,-0.2629453754494197
0,100001.0,50,442,0.19308820390972395,-0.04842176958669012,-0.4903317794534721,-0.11987880274173472,-0.6454182537496668,-0.1482876007669035,0.14171539402277758,-0.20200803238536166,9040027,0.15194106488749345,-0.6910651652866017
0,100001.0,50,471,-0.14742807081869427,0.0005735227268272815,0.3421739438369356,-0.19694425264195028,0.5578594687660092,0.349615518389353,0.1272982165839308,0.05918804758269437,9040028,0.12021768707482995,0.4253223193179194
0,100001.0,50,419,0.8792051758213094,0.05133267528196237,-0.3164997056774471,0.6196040422665798,0.15873557325898868,-0.7066082965470363,0.13234972351513696,-0.13592724540625126,9040029,0.1470734126984126,-0.6351849196789793
0,100001.0,50,327,-0.25680720877853874,0.03853348432297125,0.4255006562862088,0.07360147879021155,0.8450535833988909,0.15462786584486682,0.1159780985564958,0.3488452391382441,9040030,0.14003859970954669,-0.11852855563107327
0,100001.0,50,425,0.4021588042891964,-0.07708274965437734,-0.4898379865546354,-0.36190467434160334,-0.6510605800088222,0.06422719257397189,0.1474230086123119,-0.3562207268082613,9040031,0.16038845444719946,-0.6606202856693549
0,100001.0,50,380,-0.01789303693951189,0.005563891627536818,-0.3540899627606885,0.2553132346898315,-0.1822133769331085,-0.4064370726227524,0.10796110897189062,0.5276234803591832,9040032,0.12336734693877548,0.12906326629683273
0,100001.0,50,439,0.31814484131636905,0.014376683329276744,-0.11126102192375373,0.18697086548071665,0.2577707763968984,-0.22140612657339792,0.1221655328798185,0.0352852016617379,9040033,0.13447253901560624,-0.14628769684030726
0,100001.0,50,383,0.6521590490427965,0.022019293510617325,-0.6368588075952468,0.560445432408203,-0.7446851104438736,-0.819779392876003,0.12536698890082348,0.01754625310394127,9040034,0.1485714285714286,-0.7264328189436806
0,100001.0,50,464,0.6985316530100087,-0.0415315504158879,-0.4066685184973079,-0.11116497360293663,-0.816843581348673,-0.11278433251947415,0.13311842149795236,-0.2924304389471401,9040035,0.15285336356764925,-0.7121732170031926
0,100001.0,50,417,-0.4149470955808282,-0.021477144172342408,-0.19906131274047345,-0.06392482050605927,-0.2523329457143462,-0.046769316632828274,0.11414684216882022,0.3087940783842358,9040036,0.1427941546989166,-0.4146080857968416
0,100001.0,50,571,-0.2834847480039789,-0.028456635175659595,-0.0072606992967534185,-0.2368292375197683,0.03721828053533368,0.20396452157809472,0.11260020440100925,0.43927279184146106,9040037,0.1234670739043917,0.0636387495124413
0,100001.0,50,405,0.7672378659635741,0.03360500444523084,0.114628965525896,0.21587658629565049,0.5177331163194437,-0.13004151616624726,0.12199482065553498,0.030294445108806894,9040038,0.14372910181021556,-0.4966279763811242
0,100001.0,50,441,2.2839007795632598,-0.059075731159769926,-0.8351168664394147,-0.006608199443990719,-2.8975237213622367,-0.42575377295869576,0.15079194328333734,-0.8484802167277362,9040039,0.17282618175475312,-1.2933975623154408
0,100001.0,50,397,1.1845670784441675,-0.02955314145477369,-0.1610319648138949,-0.15431030562898396,-0.9352682237317838,0.05213175632007743,0.14049053356282268,-0.5961835929946349,9040040,0.1464151450053705,-0.8432970383556336
0,100001.0,50,425,0.2627487419284289,0.05581963883331624,0.23145260548009364,0.3347080339357266,0.5606698676042079,-0.17385581973941305,0.1083930869645156,0.4861674888506426,9040041,0.13880319569688335,-0.4877884689101606
0,100001.0,50,426,0.9846023647542138,-0.059065438485813124,-0.6170580451337165,-0.13489311050579186,-1.3190718628721794,-0.20050009440777808,0.1416885467637347,-0.4327240668046848,9040042,0.16086251014167138,-0.8785515434814484
0,100001.0,50,484,0.16616159479818848,-0.006920475496230713,0.2340645612929286,-0.19658024099618146,-0.00681506899969532,0.29343460642223085,0.11139060275272887,0.38564969846616737,9040043,0.1412369001654716,-0.2811115203678456
0,100001.0,50,438,0.7322739044209869,-0.019760116889126628,-0.3024948877482914,0.011447144179635977,-0.5274920349621303,-0.16633905404139065,0.13068433895297255,-0.05317925513684621,9040044,0.13179580775399588,-0.3241494472279732
0,100001.0,50,462,0.683721054190954,0.03204924667311339,-0.272818919003534,0.4316839170558079,-0.1904555319735376,-0.5195345108410809,0.13775875156929734,-0.2759786083418952,9040045,0.15869909607678692,-0.8468129207468107
0,100001.0,50,404,-0.32231084446471364,0.009095000835586156,-0.14874139705304598,0.16430411086083385,0.11632264389011925,-0.22080810412708649,0.1071345611415298,0.5730132355062957,9040046,0.1346779719081877,-0.09852064802309188
0,100001.0,50,516,-0.22089454216020052,-0.02757323085383095,0.29629063774126163,-0.4081916656398529,0.14397156979862025,0.5113020104985382,0.10460682070184904,0.7573852225663871,9040047,0.13164366466010866,-0.22466856895154724
0,100001.0,50,480,-0.2373299897007845,0.009995995833985706,-0.4669274416720466,0.35991407491237176,-0.30465558996667697,-0.5570717529397322,0.11653269798485427,0.41170793565607294,9040048,0.12208257286654503,0.06320763146682445
0,100001.0,50,501,0.2262932468059166,-0.00559365051246404,0.13546266255543546,-0.12724238163896362,0.40957311504492977,0.18166600566407576,0.11551821500801092,0.5433292388467896,9040049,0.1270341469921302,0.24874023405155984
0,100001.0,50,550,-0.03354333997812178,0.022914641921131025,-0.09648388841413792,0.25103481150355256,0.18559033174916767,-0.27013025768493354,0.10892304076101984,0.6214147203740089,9040050,0.12005211441301665,0.1517556599992301
0,100001.0,50,417,0.472979589818831,-0.06365397933431803,-0.8178121174135884,-0.05523020082882056,-1.9132091655689776,-0.373944482537026,0.13441125242367488,-0.39767880450464266,9040051,0.14533239038189527,-0.6539844160517239
0,100001.0,50,419,0.4903709629633391,0.03832420646345285,-0.1701422193979939,0.42361169645113184,0.04579219402319727,-0.4592116329274271,0.11417010624474502,0.5783955444082717,9040052,0.13041185466434632,-0.0945399550658759
0,100001.0,50,516,0.21015175351219745,0.01819676198493211,-0.11798297214034645,0.22361789546860936,0.024641757828894342,-0.257161573924793,0.1160270629991126,0.4495912566058193,9040053,0.1278438527728973,0.09394292592487
0,100001.0,50,480,0.472914653392137,0.02025930190139255,-0.2849737297343463,0.3393660316261036,0.04017344388469992,-0.4449520671211421,0.12332508761080188,0.18507829354537766,9040054,0.14508323654665126,-0.3807552042675391
0,100001.0,50,484,-0.3238598128958116,0.00993423095426668,0.11735946276662294,0.014773949522994656,0.08867561918223901,0.047745715875710616,0.1087372448979592,0.2268948241843917,9040055,0.12164688570463646,0.10896468995618176
0,100001.0,50,453,0.10845304273201536,0.010614779725322541,0.11841302276686025,0.019858425515320185,0.3059147177383703,0.04379573907995663,0.11277056277056285,0.44307918292250936,9040056,0.1365166872117975,-0.2148109982764019
