#/home/enes/bim/BIM.py trees/ir3050080.trees,trees/ir3050081.trees,trees/ir3050082.trees,trees/ir3050083.trees,trees/ir3050084.trees,trees/ir3050085.trees,trees/ir3050086.trees,trees/ir3050087.trees,trees/ir3050088.trees,trees/ir3050089.trees 50 --stats=all --eta=etas/Fn.json --out=outs/574657207.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,bsfs,ZngE,FerL,FayH,FulD,TajD,Colless,btree,path
0,100001.0,50,392,-2.533649946605385,0.41990864984864734,-0.9254862619643451,-0.16276571785647462,0.863874731803475,-0.7580923916389481,0.2293141746494516,-2.0634813659342877,ir3050080.trees
0,100001.0,50,341,0.673763226632425,0.28023895668973814,-0.06922663826306573,0.02157517937265026,-0.29455936563634716,0.426191393334422,0.14612768184196753,-0.35995813860259246,ir3050081.trees
0,100001.0,50,418,-0.3565854717006836,0.7772788701917253,-0.8968601858626983,-0.10750015854471773,-0.28010528645046795,-0.01723866426809557,0.19216921002635276,-1.2979475973242667,ir3050082.trees
0,100001.0,50,370,-0.9687405947444121,-0.6446301449860008,0.4146807942765288,0.011136812725827,1.0304708042332917,-0.5452750766438041,0.13803854875283447,-0.6947718283866563,ir3050083.trees
0,100001.0,50,390,-0.9455476396317344,0.13239826483023792,-0.4220199589324507,-0.08222505403936642,0.315751465218397,-0.460179949057022,0.19683182551371067,-1.48746684968941,ir3050084.trees
0,100001.0,50,411,-0.24230946903114087,0.21026757322646827,-0.15005398734921796,-0.007140429686745093,0.5278932691442827,0.15248026094774414,0.18198104484512254,-1.5505790584498338,ir3050085.trees
0,100001.0,50,374,-1.4573204458425855,0.05318554598049947,-0.41061995779300386,-0.09030777837576631,1.380070756236968,-0.5945321119000073,0.20824425008098493,-1.6849621712827827,ir3050086.trees
0,100001.0,50,363,-0.7430995428287283,0.675726258321577,-0.7199075080499747,-0.07944439155444838,0.3391158868424214,0.08701381703344575,0.15097586653709105,-1.0489435138189767,ir3050087.trees
0,100001.0,50,431,-0.16360256706423518,0.33415827992290026,-0.37250333255339846,-0.04310098007366584,0.5569795353487117,0.014716040724868883,0.16153253754331914,-1.0514202732868623,ir3050088.trees
0,100001.0,50,464,-1.681579351562808,-0.06695261072653029,-0.24593593641571748,-0.06724225089237852,1.5608897098786423,-0.5465751952367511,0.23298616967448138,-1.7656568585318326,ir3050089.trees
