#/home/enes/bim/BIM.py trees/ir8000234.trees,trees/ir8000235.trees,trees/ir8000236.trees,trees/ir8000237.trees,trees/ir8000238.trees,trees/ir8000239.trees,trees/ir8000240.trees,trees/ir8000241.trees,trees/ir8000242.trees,trees/ir8000243.trees,trees/ir8000244.trees,trees/ir8000245.trees,trees/ir8000246.trees,trees/ir8000247.trees,trees/ir8000248.trees,trees/ir8000249.trees 250 --stats=all --eta=etas/BC.json --out=outs/742898519.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,ZngE,bsfs,FulD,TajD,FayH,Colless,btree,path
0,10001.0,250,62,-0.22058704462640552,0.7041364375300992,0.9809340450437656,-2.0662543095709927,1.195674305529456,0.06245993809281674,0.0579981215183314,-1.566859357320013,ir8000234.trees
0,10001.0,250,66,-1.5540239938961309,0.9835951392104794,-0.968397138524885,0.8656084469993177,-0.611918392174383,-0.27128500997167004,0.06482920931035971,-1.5956801239279814,ir8000235.trees
0,10001.0,250,60,-0.7792667104931141,0.7950607723408416,-9.217709932130886e-06,-1.140653096310198,0.37943848997888363,-0.08304540914886985,0.058850995379366944,-1.2194036083668263,ir8000236.trees
0,10001.0,250,62,1.1482998584471875,-1.1223379963032538,0.22315043474793134,1.3953834641595664,-0.44616149093264496,0.1308057548537402,0.050450650528380804,-1.2736343181379197,ir8000237.trees
0,10001.0,250,57,0.534000664350781,-0.40503123327141194,0.3032063065457996,-1.0430187794141095,0.0578355211622725,0.08251447807256335,0.04149442344156685,-0.506563736629406,ir8000238.trees
0,10001.0,250,71,-0.0032592467420482045,0.022675970201922403,0.15532803171109832,0.3459744385977238,0.04531735807428378,0.00307778026772949,0.05314807617567042,-0.8561560131234301,ir8000239.trees
0,10001.0,250,53,-0.571583728318718,0.2998908733633563,-0.3164308880341815,-0.22947315298874768,-0.3672295604532431,-0.11346030100314096,0.07490040808394868,-1.8888990699624453,ir8000240.trees
0,10001.0,250,40,-0.06720682106876918,-0.5024281503781932,-0.7581620122229611,0.623213083448979,-1.2891301456943096,-0.11606746539207337,0.05743133825625082,-0.9485246680827221,ir8000241.trees
0,10001.0,250,84,-1.0011854217582972,1.360642361998341,0.5777598195999775,-1.9000875425877366,1.2410976210610658,-0.0446224978150403,0.04321479466252105,-0.3672041717614306,ir8000242.trees
0,10001.0,250,50,-0.036138642760175164,-0.07374219309631734,-0.09769848329423658,-0.0689631466361721,-0.23576112308289948,-0.024287679836732527,0.07102603964244074,-2.0364201352862628,ir8000243.trees
0,10001.0,250,63,-0.3830151604271065,-0.03554162012496829,-0.7071379787827615,0.19133630226902237,-0.7820603789960635,-0.11692001871921943,0.06866498251068791,-1.5370404228585248,ir8000244.trees
0,10001.0,250,56,-1.0826934278301665,0.8747300763060265,-0.28120884805300084,-0.37401914196813835,0.0049615234251215775,-0.15791364145948922,0.0739131641774471,-1.8110221969774611,ir8000245.trees
0,10001.0,250,76,0.257075963644095,-0.15522060631459497,0.4395960007443743,0.12920948825735057,0.11795793119514772,0.04561251635661967,0.05376842357021135,-1.115927128709928,ir8000246.trees
0,10001.0,250,66,0.22880120259431264,-0.38256300539406585,1.4156143640642713e-05,0.04938824319968476,-0.4487967298118134,-0.002392463283031495,0.052535202846123945,-0.7372256816673868,ir8000247.trees
0,10001.0,250,66,-0.26193217646653016,-0.6505883859163405,-2.9113702343339343,4.674636064730938,-1.9535789863397017,-0.19109216778096386,0.0692987001770523,-2.2379920746124773,ir8000248.trees
0,10001.0,250,66,-0.33740240542678684,0.11106647240235405,-0.18816113605768042,-0.4947585593334031,-0.3651598365325107,-0.07714938717624133,0.05715530744679598,-1.0751373104663993,ir8000249.trees
