#/home/enes/bim/BIM.py trees/ir8070005.trees,trees/ir8070006.trees,trees/ir8070007.trees,trees/ir8070008.trees,trees/ir8070009.trees,trees/ir8070010.trees,trees/ir8070011.trees,trees/ir8070012.trees,trees/ir8070013.trees,trees/ir8070014.trees,trees/ir8070015.trees,trees/ir8070016.trees,trees/ir8070017.trees,trees/ir8070018.trees,trees/ir8070019.trees,trees/ir8070020.trees,trees/ir8070021.trees 250 --stats=all --eta=etas/BC.json --out=outs/380545521.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,FulD,TajD,FayH,ZngE,bsfs,btree,Colless,path
0,10001.0,250,103,-0.11077772166121812,-0.6926950948559154,1.9031813187466833,0.13042162319356027,0.9411352577454534,1.9600917643820284,-0.9872803911596492,0.04873918149183624,ir8070005.trees
0,10001.0,250,109,0.5584811840902487,0.022490805062849804,0.9779544928829231,0.15166663259313154,-0.013287914280828487,1.1580790139275647,-0.5242130091986767,0.04450829431396862,ir8070006.trees
0,10001.0,250,115,-0.7671276200539341,-1.741077142337554,1.0757152009446682,-0.02337695741973779,1.1030404979092858,0.3642255065149035,-0.4649764992554879,0.04209618813194406,ir8070007.trees
0,10001.0,250,101,-0.6950258089557854,-0.8279988571838165,2.4646660026211085,0.09263686936953516,1.6640070367545843,3.845081519933643,-0.9782537045955209,0.04620387709194549,ir8070008.trees
0,10001.0,250,98,-0.2239454646659022,-1.6956262993544058,1.6041628583261416,0.09204834167072978,0.8978027540957542,3.388406961986887,-0.3778856192366348,0.041242029048092,ir8070009.trees
0,10001.0,250,128,-0.781498112354952,-0.5761766482855194,2.651106308915866,0.09453389242392703,1.824809808728083,2.032081144696324,-0.9415304200084315,0.047771732089648924,ir8070010.trees
0,10001.0,250,116,-0.7149062514025374,-0.002273762081234134,2.0164879678538985,0.05548817851542506,1.4831672624919074,3.2050147781072758,-1.059816379249361,0.051003296339479774,ir8070011.trees
0,10001.0,250,70,-0.014658469413964335,-1.9241734927779686,2.2435928535663523,0.17345757263789272,1.0037704297844172,1.8032067090253396,-0.4975591560747269,0.042542084847930615,ir8070012.trees
0,10001.0,250,122,-0.38344581002540573,-1.5155065334742588,1.5264147623114368,0.06357495424891649,0.996048513367556,0.9379354716085935,-0.662302512448343,0.04706418727017251,ir8070013.trees
0,10001.0,250,123,-0.8534868950629383,-1.6786700238786414,2.1565340242649684,0.04716205827553088,1.6595835271217076,1.8965843299789609,-0.12237677300966955,0.03925019072706597,ir8070014.trees
0,10001.0,250,111,-0.9732785111296484,-1.69251716659624,2.7125843580302944,0.07306468925803467,2.0030718111476946,2.739784031676697,-1.2183440355403827,0.05284325156413129,ir8070015.trees
0,10001.0,250,104,-0.40407010815102384,-1.4222003839254316,2.1862316152773618,0.11148601050919692,1.3051261312501605,3.335218095582409,-0.24204818149760263,0.03901755027700937,ir8070016.trees
0,10001.0,250,110,0.3445242369080171,-0.6750329534146793,1.2837179896201658,0.1454686211178134,0.2968386289896078,1.9174566235961015,0.24672554177463077,0.03426858799964124,ir8070017.trees
0,10001.0,250,96,-1.2536857312738847,-0.9036244642055498,2.9647261648942878,0.0534984494532027,2.337109654259073,4.738213255440491,-1.7292030303582866,0.05870795007988946,ir8070018.trees
0,10001.0,250,89,-0.16028178252780031,-0.3257955332051028,1.4876218469168203,0.09233884596272951,0.7923777080172563,1.650003603839301,-0.5553351708563296,0.042534192067810415,ir8070019.trees
0,10001.0,250,88,-0.6946144883530365,-0.7099544239345615,2.660547084315004,0.10813181240709738,1.746261569552317,1.8078861625904363,-0.7274799878307595,0.04555744199207696,ir8070020.trees
0,10001.0,250,84,-0.28655112690359213,-1.0333549355823886,2.265338864480036,0.13503757342935732,1.2390960964937652,1.5304647639175541,-0.5157047583228903,0.04090093091259045,ir8070021.trees
