#/home/enes/bim/BIM.py trees/ir8000073.trees,trees/ir8000074.trees,trees/ir8000075.trees,trees/ir8000076.trees,trees/ir8000077.trees,trees/ir8000078.trees,trees/ir8000079.trees,trees/ir8000080.trees,trees/ir8000081.trees,trees/ir8000082.trees,trees/ir8000083.trees,trees/ir8000084.trees,trees/ir8000085.trees,trees/ir8000086.trees,trees/ir8000087.trees,trees/ir8000088.trees,trees/ir8000089.trees 250 --stats=all --eta=etas/BC.json --out=outs/286005501.csv --r2t=0.005 --r2s=0.001 --treew=branch
start,end,N,SS,TajD,ZngE,FayH,FerL,FulD,bsfs,Colless,btree,path
0,2501.0,250,6,-1.364143098986747,-1.2573678925464942,0.0711257315803912,0.9285532145094716,2.0301464234706033,-0.7526801152359757,0.06393315196268946,-4.53577138156175,ir8000073.trees
0,2501.0,250,11,-1.785696854160009,-1.622400121555264,0.05240672503159765,1.1455015619240552,0.2523487190495646,-1.1665622927291273,0.04848425961912165,-0.986256937733188,ir8000074.trees
0,2501.0,250,18,1.0042368167414957,1.1156347273022744,-0.06486302814351944,-0.8787124478528527,-1.6858798410735365,0.20005081300804894,0.05474802435548646,-0.50175722791936,ir8000075.trees
0,2501.0,250,17,-0.3942887321460014,-0.7517498471378435,0.0977170750132946,0.7387307928031172,0.1933801796093993,2.7626589002131874e-06,0.04770695685969685,0.023694245378593673,ir8000076.trees
0,2501.0,250,21,-0.027697565986227374,0.8066948173868711,-0.17922777439281967,-1.0225670199587176,3.4625082711692303,-0.7975472409614068,0.10872522347454333,-2.5833436016580866,ir8000077.trees
0,2501.0,250,26,-0.9704679749472842,-1.1141878120126105,0.06093660489771989,0.879725558407826,0.4670334705804735,-0.42901086853313786,0.048468065811633626,0.6046013582622978,ir8000078.trees
0,2501.0,250,25,0.3135563199444754,1.860432444542985,-0.3313563563660559,-2.157203990252783,-1.3731398345812673,-0.1660573667552332,0.05810338126700349,-0.02025744066623758,ir8000079.trees
0,2501.0,250,18,-1.5666362936226967,0.38393457903468453,-0.37601859663244264,-1.287574262903865,0.9071258047630174,-1.6486732633089571,0.05492939499935225,-2.172111812782461,ir8000080.trees
0,2501.0,250,11,-0.4262449889086623,-0.9955109863222968,0.17130598002653852,1.0377680802035965,-2.3105962099881507,0.36202015509337543,0.04343179168286048,0.8281119953258154,ir8000081.trees
0,2501.0,250,7,-0.1062818130529967,0.9855080367575205,-0.33190391855120654,-1.2945768497940309,-0.26412781878448416,-1.013002556738139,0.09933281513149372,-4.36592234459493,ir8000082.trees
0,2501.0,250,8,-0.9803047068981164,-0.6594921631890638,-0.03069303408461202,0.349684997861201,1.1205475573559283,-0.7798774915735307,0.08527659023189532,-2.4778403429498996,ir8000083.trees
0,2501.0,250,16,-0.618955103196921,-0.6217802787739857,0.026952140881911744,0.4621877168659132,1.3114872764575405,-0.41283960463531294,0.06323681824070475,-2.1379361085301887,ir8000084.trees
0,2501.0,250,12,-0.7138765352941242,-0.4923563349777637,-0.020128522372689,0.259274985474067,0.03953603075383277,-0.24558376956577954,0.04093794532970592,0.5019528238397871,ir8000085.trees
0,2501.0,250,11,0.4559021283533791,-0.3973030533548905,0.1984849086190196,0.7273160627204771,1.5338211835684223,0.5605414400269493,0.04113227101956212,1.1533811055779275,ir8000086.trees
0,2501.0,250,20,0.17370742579227727,-0.14840950842321585,0.06393180116346314,0.2755886964928728,-0.22031949447871882,0.2807882470881914,0.04718875502008032,0.032683324993169796,ir8000087.trees
0,2501.0,250,19,1.1778663343988496,-0.03150394829099367,0.22255251500953208,0.648136654183342,-1.7472058444088658,1.0905805602860204,0.04466252105194973,-0.16982530629327108,ir8000088.trees
0,2501.0,250,20,0.7578937266136018,1.1168243518435186,-0.10677735639949046,-1.0034947348420415,0.5712694743094278,0.249963676062741,0.06067819665759813,-1.5382112043302059,ir8000089.trees
