#/home/enes/bim/BIM.py trees/r8040102.trees,trees/r8040103.trees,trees/r8040104.trees,trees/r8040105.trees,trees/r8040106.trees,trees/r8040107.trees,trees/r8040108.trees,trees/r8040109.trees,trees/r8040110.trees,trees/r8040111.trees,trees/r8040112.trees,trees/r8040113.trees,trees/r8040114.trees,trees/r8040115.trees,trees/r8040116.trees,trees/r8040117.trees,trees/r8040118.trees 250 --stats=all --eta=etas/BC.json --out=outs/386717286.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,FulD,TajD,FerL,FayH,bsfs,btree,Colless,path
0,10001.0,250,112,0.9537060732567892,-1.2111868260520406,1.8491443995406374,-0.1539696009253861,0.11989825205910716,2.0629374757160956,0.02847713200064979,0.034027816334462266,r8040102.trees
0,10001.0,250,80,0.20060794286819905,-0.706556382273739,1.0823007348244036,0.34687220939039537,0.13291953293680475,1.3811361917143028,0.38522021017482316,0.03116246967849149,r8040103.trees
0,10001.0,250,75,-0.012139378730585864,-1.2770264240783535,0.8767122622412488,0.49639721693727895,0.1387268423019287,1.4382599676549388,0.018411915886088436,0.036234871058034676,r8040104.trees
0,10001.0,250,75,0.9444777355193796,-1.7594947677879424,1.995186265144553,-0.07463520554720397,0.14483698663924074,1.522072431832078,0.6666143838529185,0.02763089710284261,r8040105.trees
0,10001.0,250,91,0.24006775006003458,-1.3887625998440807,0.8477869040423275,0.17076648876942208,0.08915950649595761,1.077283475551919,0.11137644727470615,0.034974575722243814,r8040106.trees
0,10001.0,250,72,0.3184280090498269,-0.7024687379975418,1.149011595828817,0.23553372139402248,0.1232847726177296,3.0670880974697345,0.37782985320554735,0.030662650602409646,r8040107.trees
0,10001.0,250,79,0.831742725208301,-1.136713963982053,1.8797429608482814,0.0034310905441698163,0.1464575900011702,2.449163541230008,0.3326585139201078,0.029390681003584218,r8040108.trees
0,10001.0,250,69,1.0426853890866004,-1.3857115925285906,1.5827235363407688,-0.4254704909962653,0.06311584501670177,1.5854256415138268,0.31388376986925504,0.03031065535923677,r8040109.trees
0,10001.0,250,62,1.0814650475347558,-1.4893146806158997,1.53833473864958,-0.501486050741943,0.04888906774423463,2.1368504454661963,0.1909440480477582,0.031404555603819446,r8040110.trees
0,10001.0,250,87,0.8733382728099867,-0.6833644806264695,1.595915407988548,-0.20138958630303513,0.09504320845131188,1.7003278466902887,0.9272333989473278,0.025921522903759257,r8040111.trees
0,10001.0,250,61,1.184045822411021,-2.3427416725854724,1.6722004629069291,-0.5562578856809461,0.05155244685138742,1.9469942267065343,0.36815608147772577,0.032036533229692965,r8040112.trees
0,10001.0,250,94,0.7491074744423081,-1.2475074373534478,1.9000472086166988,0.12243402290189534,0.16320199814432973,2.586817066781604,0.05312316802885654,0.034749947983527464,r8040113.trees
0,10001.0,250,66,0.9700974581769831,-1.5830521643995803,1.7656316290460943,-0.2369523242989555,0.10466958193249017,1.946289206376143,0.40766054289794523,0.02956248958969519,r8040114.trees
0,10001.0,250,76,0.21384380464796393,-0.34725950978493253,1.022437690707735,0.29667432101643276,0.12162622765375122,2.9578961899722356,0.21955990031372744,0.03339163104029019,r8040115.trees
0,10001.0,250,82,0.7860745888077586,-0.9845838012704481,1.5062299332565285,-0.14436548312062553,0.09639071624485299,1.7035695504049528,1.0193304568711308,0.02469702858354237,r8040116.trees
0,10001.0,250,77,0.8352123462923805,-1.322800098544165,1.7194059734067781,-0.08983941926371018,0.12101054575618776,2.1849209692641614,0.5846450948351826,0.03003819987885282,r8040117.trees
0,10001.0,250,84,0.45020664076661426,-1.4667212390850626,1.2579031834169767,0.13538123082419795,0.11635939055023961,1.683192130034816,0.2113628313478175,0.033070699219164036,r8040118.trees
