#/home/enes/bim/BIM.py trees/ir3060010.trees,trees/ir3060011.trees,trees/ir3060012.trees,trees/ir3060013.trees,trees/ir3060014.trees,trees/ir3060015.trees,trees/ir3060016.trees,trees/ir3060017.trees,trees/ir3060018.trees,trees/ir3060019.trees 50 --stats=all --eta=etas/Fn.json --out=outs/928493027.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FulD,ZngE,FayH,FerL,bsfs,TajD,btree,Colless,path
0,100001.0,50,356,0.4935145345119946,1.0055124755906195,-0.21887886403156911,-1.4946081263521476,-2.1176212238637895,-0.5900156808485237,-0.6981220218858408,0.17119822612589342,ir3060010.trees
0,100001.0,50,325,1.035639815834602,0.4861553647260997,-0.1920981789660407,-1.084242247375919,-2.5619505504226043,-0.9005619840588157,-2.188456019831958,0.255015930422802,ir3060011.trees
0,100001.0,50,317,0.4916410343470272,0.31507883657069213,-0.1824811435037146,-0.9458363951965648,-2.239492716073926,-0.9975592208265085,-1.6443120598713254,0.22843061955965174,ir3060012.trees
0,100001.0,50,318,2.0138137364169753,-0.778678455066547,-0.08134424815197006,0.10297319174435615,-2.932994670326601,-1.3375053235485481,-2.2586378384722856,0.22998344074471896,ir3060013.trees
0,100001.0,50,347,1.188306956592917,0.5388058524704015,-0.13866705216893993,-0.8905814054814036,-2.075607543240045,-0.46867304745150457,-1.7310856818502953,0.21205692803437162,ir3060014.trees
0,100001.0,50,382,1.2049616200669953,0.5089635529780004,-0.027311124866118846,-0.40541322612058645,0.14170823736531582,0.2978101411938872,-1.469639713735487,0.2072854394282965,ir3060015.trees
0,100001.0,50,339,0.901062884442336,0.26147504042224046,-0.13077389642875636,-0.6988974173165089,-1.5930430537000184,-0.6810452320636865,-2.344634209382103,0.24693877551020407,ir3060016.trees
0,100001.0,50,358,-0.43683005986677265,1.173257982181152,-0.042315667041214686,-0.8475041883614479,0.7540769517661442,0.8352561311902708,-0.12405060665545038,0.15103930461073323,ir3060017.trees
0,100001.0,50,328,0.2298270999053662,0.7815309914146702,-0.19549847563514824,-1.2672457147197265,-1.9234196313542884,-0.6382426735548317,-1.1770120040571779,0.1692822698699733,ir3060018.trees
0,100001.0,50,438,0.5631534312638506,1.4308819807532114,-0.2041004972320909,-1.677732208819007,-1.2778587990093577,-0.07732305777336197,-0.8649118802152137,0.166767697177881,ir3060019.trees
