#/home/enes/bim/BIM.py trees/ir8100202.trees,trees/ir8100203.trees,trees/ir8100204.trees,trees/ir8100205.trees,trees/ir8100206.trees,trees/ir8100207.trees,trees/ir8100208.trees,trees/ir8100209.trees,trees/ir8100210.trees,trees/ir8100211.trees,trees/ir8100212.trees,trees/ir8100213.trees,trees/ir8100214.trees,trees/ir8100215.trees,trees/ir8100216.trees,trees/ir8100217.trees 250 --stats=all --eta=etas/BC.json --out=outs/258185010.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,ZngE,TajD,FulD,FayH,FerL,Colless,btree,path
0,10001.0,250,98,4.078012351069196,1.614908918892032,2.4831625843314784,-0.3860883675184826,0.10380791087348637,-0.6252604873954681,0.060304196817993955,-1.5741672534070088,ir8100202.trees
0,10001.0,250,101,1.6162339195867885,1.9473623600501158,2.8099825180722515,-1.3732677317779676,0.09700910042868482,-0.854533280088483,0.04183234177404406,-0.6398499578266895,ir8100203.trees
0,10001.0,250,114,1.4609134966005768,1.392469021438651,2.2583441850185264,-2.53832632918552,0.10771072789043246,-0.46908485950739,0.04974737660318694,-0.7907881485193795,ir8100204.trees
0,10001.0,250,114,1.31550247155828,2.2204614964395986,2.656415203816542,-2.214693467935697,0.02770175522791807,-1.2721801573766671,0.04143211764853378,-0.2692008131991448,ir8100205.trees
0,10001.0,250,101,5.240055901594761,2.5806680365401284,3.3143335987785187,-1.5550240233093515,0.06578220366266123,-1.3590145117639347,0.04924132011918642,-1.0898003831591623,ir8100206.trees
0,10001.0,250,108,2.938529585771102,1.7590731401798592,2.6674910655068,-1.8242796952405054,0.10763993815168214,-0.6976146702957042,0.052490607591656954,-1.0390971161783047,ir8100207.trees
0,10001.0,250,75,2.296670473675921,1.3643931474298228,2.297215323554496,-1.5182605959331479,0.11808276570297868,-0.42902935695140876,0.039537180981992485,-0.44302299774127357,ir8100208.trees
0,10001.0,250,112,2.671624351875887,1.734478593007328,2.819951460597723,-2.0341578790314276,0.1351941794962652,-0.5811822605265224,0.0527031726225786,-1.1890094808453722,ir8100209.trees
0,10001.0,250,137,1.9063246041391027,1.0196915369347046,1.945544842614719,-1.4170548814377462,0.12321231777942691,-0.1769522882113892,0.04605750189698888,-0.5660238486313922,ir8100210.trees
0,10001.0,250,102,2.038505090324963,1.8967156355857808,2.8986764623782957,-1.7499836365072694,0.11931796422998851,-0.742338714368111,0.03727814483741417,-0.12969452930591036,ir8100211.trees
0,10001.0,250,130,3.5789184772686697,1.0615820588023988,1.8332656105171472,-1.1846291339104016,0.09916185775375215,-0.29245325066216665,0.03531221660836896,0.013978645336464085,ir8100212.trees
0,10001.0,250,95,4.7097075126649095,2.354937503865446,3.304587998327698,-1.8447119226378232,0.10259369158128442,-1.0885121503508302,0.06383893344639556,-1.8885877493214578,ir8100213.trees
0,10001.0,250,115,0.9712745591146791,1.0723885524136587,1.7560088952800463,-1.741077142337554,0.0855180178119295,-0.3517283072319039,0.04375086966743917,-0.5483187779314692,ir8100214.trees
0,10001.0,250,107,3.789867360700587,1.1952005254003284,2.0535571659950453,-1.296526687967832,0.10998518007719409,-0.3406551086794981,0.03876225966484533,-0.31897939017604227,ir8100215.trees
0,10001.0,250,122,2.1809992259873354,2.063467348298319,3.1360320832032222,-1.8186749521835481,0.1277260315282301,-0.8089062594268047,0.04372950860514016,-0.3902118154003562,ir8100216.trees
0,10001.0,250,95,3.6185952162797994,0.9299059241032612,1.7565355816603803,-0.49568137171192317,0.1099548617832711,-0.18029159478728618,0.03978548603014207,-0.46761511751588225,ir8100217.trees
