#/home/enes/bim/BIM.py trees/ir8030106.trees,trees/ir8030107.trees,trees/ir8030108.trees,trees/ir8030109.trees,trees/ir8030110.trees,trees/ir8030111.trees,trees/ir8030112.trees,trees/ir8030113.trees,trees/ir8030114.trees,trees/ir8030115.trees,trees/ir8030116.trees,trees/ir8030117.trees,trees/ir8030118.trees,trees/ir8030119.trees,trees/ir8030120.trees,trees/ir8030121.trees 250 --stats=all --eta=etas/BC.json --out=outs/305662696.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,TajD,bsfs,FulD,FayH,ZngE,btree,Colless,path
0,10001.0,250,42,-0.9723041544646991,2.1865405393727406,5.385530003465441,0.047719259819079804,0.030939371512364047,1.7282979320242307,-0.8431660742239988,0.04812799585438528,ir8030106.trees
0,10001.0,250,51,-1.0372393099038828,2.737491982165411,4.4352949423751244,-1.5076720617645416,0.06604887110994045,2.030675611915336,-1.295275276490209,0.05399015416504729,ir8030107.trees
0,10001.0,250,31,-0.8389956717882832,1.8066554920110003,2.3745723791958206,0.498219979995868,0.019052129263983624,1.4427821680624877,-1.0474891362125434,0.04790128254955305,ir8030108.trees
0,10001.0,250,34,-1.118540979417209,2.3208071079713357,4.130491463525678,-0.7860525318473446,0.01853886936090073,1.8918041916462989,-1.3958966901007321,0.05115623785464438,ir8030109.trees
0,10001.0,250,47,-0.8310369475313916,1.7728536287527716,4.6884515387624806,-0.6352593633139793,0.018971637592185068,1.4402441607532595,-0.3476112282726991,0.044646327244461714,ir8030110.trees
0,10001.0,250,48,-1.2638431570575386,2.837725194262269,4.505927637380068,0.048273735651424475,0.04036016894231388,2.253232864458017,-2.8192910370236937,0.06496955564192254,ir8030111.trees
0,10001.0,250,38,-0.9617478326780153,2.178375704799829,5.532431935752798,0.3487675883885441,0.03158043904870599,1.711018518922346,-0.6631620046460506,0.0406572526665803,ir8030112.trees
0,10001.0,250,60,-1.1755056684784193,2.7225889071945533,4.369322853911442,-0.5457847914978804,0.04481700543981611,2.1445067687299715,-1.243457878357916,0.05244634451785637,ir8030113.trees
0,10001.0,250,41,-1.3530574046851704,2.876306977020611,5.835309886537933,-0.7264779108499136,0.029326743008582748,2.331407994235684,-0.5967271019775798,0.04242777561860345,ir8030114.trees
0,10001.0,250,38,-0.39757855222861915,1.197532089985209,5.131660433980558,1.7055208553551702,0.0375665247007086,0.8351965607078335,-0.23154849801273122,0.038962300816167895,ir8030115.trees
0,10001.0,250,37,-0.8774400798999431,2.143174835136459,4.6468005583526795,-0.0300650904916571,0.04163073770271255,1.6266824038164358,-1.1345758182876573,0.05029796605777951,ir8030116.trees
0,10001.0,250,38,-1.4605399043840965,2.725508709004684,4.9938290079147185,-1.460236767566959,-0.00012471011775003289,2.347553406410393,-1.4524336419043167,0.056678326208058044,ir8030117.trees
0,10001.0,250,49,-1.6642336623473997,3.5104735258636635,5.556185737962625,-0.7290367633705623,0.035044019589443226,2.8701417486155405,-0.589120998050216,0.04139137193937038,ir8030118.trees
0,10001.0,250,38,-1.7608812916284138,3.203638004884779,5.142785242001171,-1.0079856785780834,-0.006945394250079905,2.7948481922128043,-0.5250691829531652,0.03705143153258195,ir8030119.trees
0,10001.0,250,42,-1.4167837974155348,2.767064661268832,4.83699453975245,-2.0177600833468854,0.0108708242859357,2.3370539746323753,-1.1944046737676663,0.04851664723409768,ir8030120.trees
0,10001.0,250,59,-1.3045822559671298,2.849820114632642,6.0182677767737625,-0.2027469493003794,0.03609228445270201,2.3035641959559734,-0.7576834984886687,0.04414431921233321,ir8030121.trees
