#/home/enes/bim/BIM.py trees/r8030238.trees,trees/r8030239.trees,trees/r8030240.trees,trees/r8030241.trees,trees/r8030242.trees,trees/r8030243.trees,trees/r8030244.trees,trees/r8030245.trees,trees/r8030246.trees,trees/r8030247.trees,trees/r8030248.trees,trees/r8030249.trees,trees/ir8030000.trees,trees/ir8030001.trees,trees/ir8030002.trees,trees/ir8030003.trees,trees/ir8030004.trees 250 --stats=all --eta=etas/BC.json --out=outs/343784269.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,FayH,bsfs,FulD,TajD,FerL,Colless,btree,path
0,10001.0,250,29,1.2275722355861414,0.02669841653400045,4.093409584306805,1.2921088372533065,1.603253227401348,-0.6823838397432048,0.037537245757222434,-0.23284093097527592,ir8030000.trees
0,10001.0,250,47,2.492726899033438,0.020387546923086308,3.871322646266542,-0.6352593633139793,2.9913187030543886,-1.4799815366779108,0.04773934447467288,-0.771716690962836,ir8030001.trees
0,10001.0,250,61,3.1149001521810353,0.023281270558347514,5.453983970535073,-0.8783255172342778,3.688140443358775,-1.8512068150416614,0.04226583754372328,-0.45965727235468706,ir8030002.trees
0,10001.0,250,56,1.5737535870395019,0.0597573277835964,4.214538766594417,-1.9597709246107355,2.1707749396773255,-0.7720364242015254,0.0389623008161679,-0.31891920735467255,ir8030003.trees
0,10001.0,250,40,1.539584411507906,0.03196773411222361,5.579289175825317,3.213909545879496,1.9780745024758952,-0.8526986518815133,0.05271408213499158,-1.6505831981708738,ir8030004.trees
0,10001.0,250,59,2.3675252647742373,0.04193544570526965,5.8888055709888345,-0.8070051971883655,2.959508760433995,-1.3241530072586072,0.03802629874336053,-0.23736912912690813,r8030238.trees
0,10001.0,250,44,1.1767271991468762,0.022409039002134746,5.007946535803294,1.4997960914594453,1.4945547026515285,-0.6568562961236076,0.04220106231377122,-0.412741512659208,r8030239.trees
0,10001.0,250,40,3.141456435861371,0.02183551069346331,6.160499766397654,-1.967483378981538,3.7717936595964625,-1.8818117971767359,0.0408659728519814,-0.3897947173118619,r8030240.trees
0,10001.0,250,43,3.120542231568044,0.012303945461760925,3.4803904447916154,-1.6369665763827614,3.677238213100706,-1.8985932949243765,0.03595950622767568,-0.002745849009938422,r8030241.trees
0,10001.0,250,49,2.3652104692308646,0.02230680925178998,6.1733634929877805,-0.3702407795860464,2.852041108135021,-1.3935625283526514,0.03226886038778771,0.10849296740049266,r8030242.trees
0,10001.0,250,75,2.3107055889948698,0.019388236656103286,5.287568049323438,0.17037860705041177,2.731382579424757,-1.3630135446832763,0.028565876408861254,0.21161321581789191,r8030243.trees
0,10001.0,250,77,3.6504600502439915,0.00837296734547488,4.341475118771052,-1.322800098544165,4.168641853739885,-2.2313657720792675,0.028384007493995826,0.3337601602787327,r8030244.trees
0,10001.0,250,34,2.381381649506014,0.028020376250953036,4.230645921459582,-0.7860525318473449,2.9494159764026477,-1.3930807426399534,0.03436325948957119,0.13306477493215974,r8030245.trees
0,10001.0,250,52,1.9547844633203104,0.17247193197022775,1.5882266962800704,-1.876248098924257,3.314355531824026,-0.628727277375276,0.030947611787098765,0.46489256340326535,r8030246.trees
0,10001.0,250,40,2.394415183382512,-0.00046904225264375333,4.054095710781844,-0.6721351477662791,2.7705987231034337,-1.4902796693440477,0.0324200025910092,-0.09141886260323319,r8030247.trees
0,10001.0,250,52,2.3279505176125843,0.027222298494024865,5.659018033732594,-1.1968968564189935,2.833767729957292,-1.3526692702400063,0.03444602783895439,0.001278338205165683,r8030248.trees
0,10001.0,250,35,2.4267325546556164,0.04128480796874882,4.7007636434495,-1.3326743270789632,3.0781617113120388,-1.378077797188814,0.030250032387614974,0.3522437741665861,r8030249.trees
