#/home/enes/bim/BIM.py trees/ir3000080.trees,trees/ir3000081.trees,trees/ir3000082.trees,trees/ir3000083.trees,trees/ir3000084.trees,trees/ir3000085.trees,trees/ir3000086.trees,trees/ir3000087.trees,trees/ir3000088.trees,trees/ir3000089.trees 50 --stats=all --eta=etas/Fn.json --out=outs/499879715.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FerL,TajD,bsfs,FulD,ZngE,FayH,btree,Colless,path
0,100001.0,50,374,0.20354435664674894,0.19857177383628538,0.535609716433422,-0.7568614274401019,-0.0759535733177751,0.038046667029710365,0.34712903504368026,0.11531852324263038,ir3000080.trees
0,100001.0,50,409,-0.03218312559183336,0.07343303840007719,-0.03853450075384689,0.8000058232173175,0.06612670263456327,0.0013128729429255684,0.5182445409224667,0.11376693534556678,ir3000081.trees
0,100001.0,50,346,-0.13163985972979958,0.049748196588896884,0.08924193674607352,-0.25234080803422176,0.14097910626227467,-0.012173974916743224,-0.6951247071986691,0.14050235478806905,ir3000082.trees
0,100001.0,50,472,-0.19338396622836818,0.6583758638655796,0.7316839172210426,-0.27969966487119546,0.5100046215120995,0.02305679394701499,-0.4417452863381429,0.13231140670553934,ir3000083.trees
0,100001.0,50,445,0.15761004744363957,0.15673732314684358,0.7393696020471395,0.16959329934886938,-0.05717677674189255,0.029602162609690667,-0.06380225353419272,0.1191907456051727,ir3000084.trees
0,100001.0,50,524,-0.4899590328686233,0.09645879526100279,-0.1621303999972976,-0.3810575557290154,0.4796109651773164,-0.05115944862933074,-0.34949231105882533,0.13928718038939714,ir3000085.trees
0,100001.0,50,461,0.12732132347203895,-0.04210742595889908,0.14724051504776822,0.17800660492525425,-0.13340042739421165,0.012129714888134245,-0.5993276427869706,0.13887996143339223,ir3000086.trees
0,100001.0,50,439,0.20466988492463367,-0.16938935780857148,-0.29392952873289463,1.026842206547149,-0.2669590591063704,0.01241517757809131,-0.2617490649538643,0.13645797301971635,ir3000087.trees
0,100001.0,50,444,0.617756327294245,0.06254383528622996,1.398369235647111,0.8114129140119221,-0.5092687112580204,0.07751486665229887,-0.26297168158015644,0.13566855313553988,ir3000088.trees
0,100001.0,50,446,0.024052225072130423,-0.23215421371256634,-0.47832680575198816,0.8594693425297018,-0.14106638524840243,-0.01335580804858243,-0.6945753676400822,0.13974788388637893,ir3000089.trees
