#/home/enes/bim/BIM.py trees/ir3120070.trees,trees/ir3120071.trees,trees/ir3120072.trees,trees/ir3120073.trees,trees/ir3120074.trees,trees/ir3120075.trees,trees/ir3120076.trees,trees/ir3120077.trees,trees/ir3120078.trees,trees/ir3120079.trees 50 --stats=all --eta=etas/Fn.json --out=outs/851165994.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FayH,bsfs,FulD,TajD,FerL,ZngE,btree,Colless,path
0,100001.0,50,410,-0.05891030660287102,-0.8071848444772317,0.13988422184945473,-0.12855143477336534,-0.42116834426588606,0.3027996364425652,-0.8493450324747379,0.15965807375581806,ir3120070.trees
0,100001.0,50,368,0.03685969774857835,-1.0313650102595822,2.1396747991410083,-0.5921562125482914,0.6588146710504472,-0.8827275874583703,-0.5013005112266032,0.13239006942983378,ir3120071.trees
0,100001.0,50,479,-0.19285852530796452,-2.442151055935677,0.5117187528163538,-0.7940813173935305,-1.1621284164880368,0.6083253667539771,-0.6729625868111927,0.1491105291674192,ir3120072.trees
0,100001.0,50,379,0.004812202879116046,0.2188217182622025,-0.009259676097306817,0.2563092316933632,-0.11034141836668256,0.22893222209051198,0.351392376277836,0.11671133099704527,ir3120073.trees
0,100001.0,50,443,-0.015481599207500163,-0.10192528600958072,-0.6843363089646174,-0.11405933127609116,-0.06350724522664361,-0.0032660206095193457,-0.08549515163958216,0.1256904471190185,ir3120074.trees
0,100001.0,50,499,-0.10307896298091845,-0.4186578840540162,-0.9480139112947904,-0.0759345036936724,-0.8271424701597866,0.6860399315015453,-0.5124569973495127,0.12812925170068026,ir3120075.trees
0,100001.0,50,408,-0.0031536605696102387,-0.4727315252891054,0.011517317652162582,-0.2073528312188162,0.09554236775905432,-0.19080939330644323,-0.8517979578233306,0.14549835085549367,ir3120076.trees
0,100001.0,50,383,-0.14007868538892917,-1.4524755634117181,0.8067553751032625,-0.45904148235508574,-0.9099528972403653,0.5606535142261477,-0.9451565835099291,0.16148064163937179,ir3120077.trees
0,100001.0,50,356,-0.08186253582142172,-0.8107141347842834,0.2441580600020118,-0.476974079070665,-0.40821222562384674,0.11181757370659363,-0.7339932341193199,0.1724228152799581,ir3120078.trees
0,100001.0,50,442,-0.0021468155970116526,0.3669515828510925,-0.9801033314320855,0.38088093876805285,-0.24263620040518738,0.4095435253532159,0.09678865094945768,0.11265952662056557,ir3120079.trees
