start,end,N,SS,bsfs,TajD,FulD,FayH,ZngE,FerL,btree,Colless,path,iColless,ibtree
0,10001.0,250,52,1.1619259500138364,1.5879194007499289,-0.5175456139137306,0.10925248398551553,0.7911740192651682,-0.12076552546570853,0.08862866346482155,0.03486758092276942,5080000,0.05472859178650085,-1.5706247666798931
0,10001.0,250,33,2.703486336374329,1.851243431628844,-0.7231196638971007,0.03708895544155196,1.3933028998673995,-0.7499140892192339,-0.475468553543721,0.04310791553310014,5080001,0.033391631040290186,0.2371143970885337
0,10001.0,250,83,1.3426850982281977,3.583917655467279,-2.1050534782746477,0.05541370859832229,2.8690069273403513,-1.5793004169249003,0.19108109412669916,0.03509198082653193,5080002,0.04003571891251643,-0.28312726459829485
0,10001.0,250,73,1.6182117339767703,3.3807030426244813,-1.228890628631926,0.03073558088958683,2.8193722991620143,-1.6386161311396577,-0.8217520469439894,0.04257227420849652,5080003,0.04468681176318176,-0.6767122438737421
0,10001.0,250,55,1.2318680584342219,2.2064612878953267,-0.972452958985047,0.19691262041973526,0.8500222274511978,0.1445208470074729,0.21335607454074376,0.03129106286898747,5080004,0.0492129809560824,-0.9733983237724744
0,10001.0,250,50,1.1713096733108106,2.90736405848002,-1.1255238311700002,0.09887335293104073,1.999411244307364,-0.9078244655236766,-0.7665439506002725,0.04311007470743188,5080005,0.04292168674698794,-0.6870308942476478
0,10001.0,250,60,1.8450226734056725,1.4846607977921105,-0.5457847914978804,0.11146196677425052,0.6858449095980641,-0.04121427420212077,0.03616089855246205,0.03431026157415585,5080006,0.045472211426350564,-1.033111305736098
0,10001.0,250,71,1.3481841149219944,2.5303536581094748,-0.6701449632473341,0.13272736000337934,1.4875305396822778,-0.4563320874716218,0.0712605526082665,0.032514674080939145,5080007,0.051226411020425786,-0.9346689017499116
0,10001.0,250,53,1.385028162675651,2.689017560924935,-0.8969703402437371,0.1684205790916728,1.430064358118918,-0.3153400526326259,-0.014334550230047462,0.033953997809419496,5080008,0.03998790862374228,-0.19043178088678686
0,10001.0,250,55,1.745335240903903,1.5366021389190472,-0.3274609709916464,0.11826706727906855,0.6957133807942765,-0.02810316718087721,-0.4673804757321977,0.040100850050325376,5080009,0.05123720689208447,-1.4166369882199925
0,10001.0,250,39,1.1331732424462604,2.2652294814787597,-1.0570590881538546,0.056223145302195736,1.6586016328499884,-0.8482594378807103,-0.6397088426080556,0.04630966261358799,5080010,0.037828734292006734,-0.3084698715148721
