start,end,N,SS,bsfs,TajD,FulD,FayH,ZngE,FerL,btree,Colless,path,iColless,ibtree
0,10001.0,250,52,0.9901717819167744,2.4653138078775694,-0.8572212351663621,0.02239822634976104,2.0322790113362776,-1.1854996283768948,-0.6044801601607132,0.045055220883534135,5080011,0.043971585265794366,-0.7679031497507299
0,10001.0,250,56,1.5840443992041808,2.5363970792100594,-1.008319855025177,0.14019876235249953,1.4509219797221182,-0.4207543610460528,0.12487938294081098,0.03130999069592151,5080012,0.041877186164010885,-0.4067000693275679
0,10001.0,250,56,1.1747177167570522,2.43330920267997,-0.3740191419681387,0.1385909709458999,1.3694064585024,-0.37567883456150736,0.060794920826567074,0.03218866248403753,5080013,0.0426706827309237,-0.5330981721802387
0,10001.0,250,76,1.4915456087493542,3.5852438787800818,-1.5384320048906397,0.1960408794694151,2.062559555193748,-0.5858616142923323,-0.07455048871115211,0.03591555160735106,5080014,0.048710972923953884,-1.2381988766261447
0,10001.0,250,86,1.3323282752271777,2.9713069641681766,-1.9275381592811829,0.06665430514860546,2.2613977012568456,-1.1622230213476477,0.548982556162619,0.0283562092171743,5080015,0.03387024801715824,0.2350607877868287
0,10001.0,250,67,1.2381863676608007,2.9416182321493323,-1.068324413454441,0.14001283481467575,1.8094366920073108,-0.6333534630157237,-0.1139779366247377,0.03861175251289789,5080016,0.04178002331908279,-0.3372451451406618
0,10001.0,250,70,1.5758935101901803,3.4036423691776974,-2.18161763661685,0.14433397267108042,2.1940996195733384,-0.8542205487264182,0.03452221408340425,0.038606037051431535,5080017,0.03517294986397202,0.09728147910346226
0,10001.0,250,77,0.7026226255444593,2.2747645845455007,-2.0287259934662063,0.011155332617861623,1.9544367908353824,-1.1710914771392913,0.15608145047816824,0.034171332882305804,5080018,0.04593373493975904,-0.5909266200752561
0,10001.0,250,53,1.6704262404330976,3.0770023115505944,-1.5644675274987263,0.11540664665775074,2.059631952842711,-0.8861693775953262,0.2819768409431233,0.031018081542760905,5080019,0.04977328669516777,-1.2434234151823085
0,10001.0,250,45,1.7766371260586973,2.4655994229286735,-0.9218027515357812,0.055655620294523964,1.8428481850625276,-0.9597615002116135,0.4518557830076323,0.028192339249471003,5080020,0.04558017014293734,-1.214985156729708
0,10001.0,250,55,1.1789784953122977,2.413045227760586,-0.32746097099164617,0.14853363923066448,1.2970640332072787,-0.2979485755917171,-0.20154802907946914,0.03896230081616789,5080021,0.0658548171179341,-2.3892138095291124
0,10001.0,250,44,1.2851250511707182,2.5593581051609577,-1.6679364647819426,0.20451401234352734,1.128451676780816,-0.023000426043719786,0.483519629133084,0.02701589769215109,5080022,0.03533488793885218,-0.11666057339900912
0,10001.0,250,61,1.1252272246923882,2.500629503773168,0.00032417597643874107,0.11442882757506853,1.56276644657813,-0.5740293996244611,-0.06782648996339764,0.036122156118269605,5080023,0.05005182018396166,-1.1524031938241899
0,10001.0,250,63,1.2067194170505195,1.814981944219001,-2.082165687572421,0.13864191992450858,0.8239786642396592,-0.03056387172247376,0.2423605097948272,0.028875030915450663,5080024,0.0378935095219588,-0.3604189503031689
0,10001.0,250,32,2.9284740792157584,2.1624034613533154,-1.1840511139966576,0.03073470286945543,1.6893227987286763,-0.955135630072145,-0.7173036102972778,0.04585006693440428,5080025,0.036079803083300936,-0.10632936883855028
0,10001.0,250,51,1.0317323058826704,1.8359770965532225,-1.1618543292691093,0.14906860797511284,0.7912365104242665,0.012880207020866813,0.9374404764552996,0.026117372716673148,5080026,0.040209223992745166,-0.2616344135184172
0,10001.0,250,79,1.2272205670567329,1.5420927577560024,1.3896303242174055,0.1414334102571631,0.5606654561265771,0.15351689663799906,0.3610361407300523,0.03147079633671161,5080027,0.03813101869844971,-0.14348457312371635
0,10001.0,250,82,1.2211915442231365,1.8654173297876009,-0.7628873683952674,0.18710320885346854,0.5850360105312401,0.3022960499479041,0.6375985976364195,0.026561253502976247,5080028,0.0385597690300372,-0.4699889486181679
0,10001.0,250,56,4.428954113737325,4.169907374978735,-1.9597709246107355,-0.0031377864548153057,3.6730574211911535,-2.2895514376808617,-0.2902642953206304,0.035764023837284616,5080029,0.03834693613162327,-0.3084657279028856
0,10001.0,250,68,4.062677846316864,2.6953816074643187,-0.8323752647235949,0.058026671793648864,2.0539929900643035,-1.0703583708646904,-0.306274002865687,0.037944404345492566,5080030,0.057779505117243175,-1.3944883498809997
0,10001.0,250,53,3.2137459181083154,2.179264166789756,-0.2294731529887477,0.06919464402030821,1.527371826204719,-0.7128373123874658,-0.8508795459817488,0.04431622270720599,5080031,0.034913848944163765,-0.21514201687453596
0,10001.0,250,64,2.0425345111677733,2.3990626781887334,-0.9774888166508424,0.14350291750293429,1.3111588166529926,-0.31488640394881,0.2702617924854997,0.03406569827697888,5080032,0.04212009327633113,-0.6148203218899969
0,10001.0,250,72,2.73578696116143,3.7660023379723295,-1.7052891449451395,0.059461947154837436,2.9964361445231704,-1.6477285377445918,-0.4047920342270855,0.04038118680559411,5080033,0.05618603446042233,-1.887510824138139
0,10001.0,250,51,3.6292509207226415,3.0887650241116154,-0.8160365967736763,0.013711348088137695,2.6225017190852395,-1.5815958275554458,-0.15294062637193634,0.03604201753249558,5080034,0.036419873040549285,-0.060700183418563036
0,10001.0,250,41,3.3733695957381684,2.540895722628925,-0.7264779108499136,0.016890747184861492,2.107146581364561,-1.2544663979173936,-0.10700796777904123,0.03409606166601892,5080035,0.031221660836895967,0.1708010570691915
0,10001.0,250,59,2.022231566629673,2.1471915360764333,-1.4112634450763508,0.12891551397178053,1.1714532778727036,-0.2831159839657976,0.4028197603074576,0.029643304400397294,5080036,0.049229174763570416,-1.1193256932622742
0,10001.0,250,56,1.0861431292768329,2.085590137088461,-1.3254702115536967,0.11873669198335432,1.1739925377701983,-0.3223341963697269,0.41537625036933373,0.03099263413099402,5080037,0.03237142116854515,0.3593955449724359
0,10001.0,250,58,1.0197902617286934,2.1465981556121547,-0.7696309122327304,0.18214999697687653,0.8764206634291679,0.08174164403892238,0.12030151375382653,0.03626198341754114,5080038,0.044856846741805935,-0.6228388552307521
0,10001.0,250,50,3.625129018346152,2.2050609580038647,-0.7733369363253902,0.09852446511653733,1.388571392215208,-0.5297662424251334,-0.1243100102914176,0.034316991468176856,5080039,0.04987692706309107,-1.261040762058548
0,10001.0,250,68,1.4076969224986435,2.9457007089628107,-1.0969315307385548,0.2332128455941803,1.2881693504335474,0.01590806491862294,0.15841390897820706,0.03152754386722517,5080040,0.039102647147730714,-0.433058661127524
0,10001.0,250,56,2.022029526307001,2.453841185600612,-0.05686878543961879,0.06264227607366431,1.8060169899669192,-0.9062709319422959,-0.4756199978306973,0.03815011908676892,5080041,0.038638424666407566,-0.3618973353599419
0,10001.0,250,62,1.0915837575220624,1.771789073007007,-0.9123750516608066,0.14917718528898394,0.7275919997736319,0.06477878583720856,0.5924500239853671,0.028931665942708205,5080042,0.04526169192900635,-0.5507074336429771
0,10001.0,250,65,1.3230470936834957,3.4199052657349767,-2.388613437044023,0.11390955461672556,2.3771977725591182,-1.077707694286935,0.32423180814527186,0.030764995465733906,5080043,0.03779634667703071,-0.022164624792554988
0,10001.0,250,62,1.209635581114363,2.978681900035637,-1.2008448661383528,0.09428229800915136,2.096173066331063,-0.9736693479943266,-0.1692510122696639,0.03904326985360799,5080044,0.05718033424018655,-1.3743575182721064
0,10001.0,250,47,3.5827569986758947,2.099436092294059,-0.26246884078775523,0.011509099069484248,1.7645859947034634,-1.0574504449793578,-1.0984612968865934,0.04810100617523858,5080045,0.04281642699831584,-0.8071027572246896
0,10001.0,250,60,2.3030385579634256,2.51162806065581,-0.8432189439040395,0.10139613145451312,1.6446341661764885,-0.6705147444436571,0.5910664470276807,0.02815661472870956,5080046,0.048419484389169584,-0.9832854940657629
0,10001.0,250,56,1.2273865272431923,2.107538470195688,-0.6911694984966582,0.17490242122156294,0.8836632841109273,0.049853422656851415,0.0025447593010036874,0.03891519155802094,5080047,0.0386708122813836,-0.1920239261784696
0,10001.0,250,52,2.995841237678594,2.74621054090316,-0.5175456139137311,0.033513503368622466,2.2170737027589693,-1.2625250625535696,-0.4983952281243478,0.04171987489127015,5080048,0.061730794144319215,-2.023569177939154
0,10001.0,250,49,1.4696134612494287,1.918652809113904,-0.3702407795860462,0.0840270131011057,1.217182635007995,-0.4730860081773425,1.0641317482748611,0.02498935835507931,5080049,0.04047156367405104,-0.6024151804290484
