#/home/enes/bim/BIM.py trees/ir3100030.trees,trees/ir3100031.trees,trees/ir3100032.trees,trees/ir3100033.trees,trees/ir3100034.trees,trees/ir3100035.trees,trees/ir3100036.trees,trees/ir3100037.trees,trees/ir3100038.trees,trees/ir3100039.trees 50 --stats=all --eta=etas/Fn.json --out=outs/153547674.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FerL,FulD,bsfs,ZngE,FayH,TajD,btree,Colless,path
0,100001.0,50,349,0.11212676217879015,-0.7447064917497435,0.7416279563419396,0.13562525618311239,0.04506344529394101,0.45378790613830533,0.061845978111245745,0.11839890595413419,ir3100030.trees
0,100001.0,50,463,-0.1873166011907724,-0.44513431075454085,0.3457456701355982,0.3826672925167213,0.007314913042670619,0.4224989125386192,0.17577196025427078,0.11705463435374151,ir3100031.trees
0,100001.0,50,498,0.49399422235994955,-0.02042839748646389,1.3079841602630964,-0.19715393195353595,0.09022113593431366,0.4562280787401041,0.7030825261718081,0.11423620080943776,ir3100032.trees
0,100001.0,50,423,0.434638419319931,0.9448590408261062,-0.914098955491281,-0.6258906092021582,0.018401893524227008,-0.4740876399638999,-0.8585928195679383,0.14694474280940445,ir3100033.trees
0,100001.0,50,499,0.002259145542538438,0.0027192638300480515,0.49791333390857734,0.11072453353751366,0.015461167809596867,0.21784689809936772,-0.05818473533353395,0.12783673469387752,ir3100034.trees
0,100001.0,50,419,0.11462792711994231,-0.35799459236314374,0.7657042612910511,0.10860842031998927,0.04185438573390338,0.40484186412022033,-0.05969796738923918,0.13299851190476186,ir3100035.trees
0,100001.0,50,475,-0.12131846827586866,-0.20513810006044741,0.2321658146865492,0.2495270718788484,0.004961804238230489,0.2768224328949951,-0.1596650143196011,0.12337842113589619,ir3100036.trees
0,100001.0,50,418,0.24473272433795026,-0.9178923704206826,0.8485216627322204,-0.024170043656908675,0.054743805373441104,0.3685863658035002,0.1904848105790792,0.11432519436345963,ir3100037.trees
0,100001.0,50,471,0.5797173658369101,0.23017684079923634,-0.2916363282924282,-0.7654562844428724,0.03388802412140694,-0.49731626817569063,-0.2998268252044453,0.12579719387755095,ir3100038.trees
0,100001.0,50,484,-0.08224664909727185,0.8399410303774378,-0.7316463333789244,-0.08609007450094681,-0.031065400589430813,-0.305884027582955,-0.5080428657976228,0.14870566547229583,ir3100039.trees
