#/home/enes/bim/BIM.py trees/r8000238.trees,trees/r8000239.trees,trees/r8000240.trees,trees/r8000241.trees,trees/r8000242.trees,trees/r8000243.trees,trees/r8000244.trees,trees/r8000245.trees,trees/r8000246.trees,trees/r8000247.trees,trees/r8000248.trees,trees/r8000249.trees,trees/ir8000000.trees,trees/ir8000001.trees,trees/ir8000002.trees,trees/ir8000003.trees,trees/ir8000004.trees 250 --stats=all --eta=etas/BC.json --out=outs/636957650.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,FulD,ZngE,FayH,FerL,TajD,Colless,btree,path
0,10001.0,250,56,-0.7197618021134039,-0.6911694984966578,-0.7801466695518173,-0.027533427838018352,0.38986244746613397,-1.0629665172601155,0.0532894039501113,-1.0285842081641505,ir8000000.trees
0,10001.0,250,61,-0.8930756181045225,1.4647403313276337,-1.3914613730860672,0.06651324288907373,1.0924940637632075,-1.1607731658705602,0.047984050898936245,-0.6567073437928704,ir8000001.trees
0,10001.0,250,60,0.4064626286814989,0.6439518181267543,-0.06291384170578786,0.052621127086028875,0.22036252144359386,0.2610477521745495,0.049355780894840356,-1.0049323839903672,ir8000002.trees
0,10001.0,250,58,-0.8601639049360026,-0.15568068336223279,0.2291612816312695,-0.1635648589236851,-0.7037133281312813,-0.7701634955637986,0.07231749578961005,-1.848534763057286,ir8000003.trees
0,10001.0,250,42,0.09407540867127202,-0.3653766088141129,0.14897801016347959,-0.041454770123879145,-0.22915360977131363,-0.08172408176419821,0.06164172820313511,-1.5348833184426458,ir8000004.trees
0,10001.0,250,57,0.3032063065457996,-1.0430187794141095,-0.40503123327141194,0.08251447807256335,0.534000664350781,0.0578355211622725,0.0344358077471175,0.16741946259984947,r8000238.trees
0,10001.0,250,71,0.15532803171109832,0.3459744385977238,0.022675970201922403,0.00307778026772949,-0.0032592467420482045,0.04531735807428378,0.03491896277810734,0.13366515053216502,r8000239.trees
0,10001.0,250,53,-0.3164308880341815,-0.22947315298874768,0.2998908733633563,-0.11346030100314096,-0.571583728318718,-0.3672295604532431,0.045532668307639156,-0.5298587887447505,r8000240.trees
0,10001.0,250,40,-0.7581620122229611,0.623213083448979,-0.5024281503781932,-0.11606746539207337,-0.06720682106876918,-1.2891301456943096,0.03830602546007458,-0.048226062729140186,r8000241.trees
0,10001.0,250,84,0.5777598195999775,-1.9000875425877366,1.360642361998341,-0.0446224978150403,-1.0011854217582972,1.2410976210610658,0.03029456535820702,0.47608141284498195,r8000242.trees
0,10001.0,250,50,-0.09769848329423658,-0.0689631466361721,-0.07374219309631734,-0.024287679836732527,-0.036138642760175164,-0.23576112308289948,0.0361947268783772,0.06573440185175934,r8000243.trees
0,10001.0,250,63,-0.7071379787827615,0.19133630226902237,-0.03554162012496829,-0.11692001871921943,-0.3830151604271065,-0.7820603789960635,0.037934201653595345,-0.09127426512427221,r8000244.trees
0,10001.0,250,56,-0.28120884805300084,-0.37401914196813835,0.8747300763060265,-0.15791364145948922,-1.0826934278301665,0.0049615234251215775,0.035477393444746735,0.32037000631848656,r8000245.trees
0,10001.0,250,76,0.4395960007443743,0.12920948825735057,-0.15522060631459497,0.04561251635661967,0.257075963644095,0.11795793119514772,0.03368187389757542,0.41745632071856364,r8000246.trees
0,10001.0,250,66,1.4156143640642713e-05,0.04938824319968476,-0.38256300539406585,-0.002392463283031495,0.22880120259431264,-0.4487967298118134,0.03789180491064429,0.012960056443835265,r8000247.trees
0,10001.0,250,66,-2.9113702343339343,4.674636064730938,-0.6505883859163405,-0.19109216778096386,-0.26193217646653016,-1.9535789863397017,0.039556708808669204,-0.862185164039555,r8000248.trees
0,10001.0,250,66,-0.18816113605768042,-0.4947585593334031,0.11106647240235405,-0.07714938717624133,-0.33740240542678684,-0.3651598365325107,0.03387155660766232,0.3214726741309908,r8000249.trees
