#/home/enes/bim/BIM.py trees/ir3000090.trees,trees/ir3000091.trees,trees/ir3000092.trees,trees/ir3000093.trees,trees/ir3000094.trees,trees/ir3000095.trees,trees/ir3000096.trees,trees/ir3000097.trees,trees/ir3000098.trees,trees/ir3000099.trees 50 --stats=all --eta=etas/Fn.json --out=outs/179075201.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FulD,TajD,bsfs,FayH,FerL,ZngE,btree,Colless,path
0,100001.0,50,491,0.3583672216079102,0.4275499815467584,0.5034889548261663,-0.02017632576756582,-0.42285322134399556,0.5919564926165379,0.5953824937452875,0.11814725890356145,ir3000090.trees
0,100001.0,50,460,0.5077054776157847,-0.08077091034828063,0.4311236283109759,0.06752661181514542,0.6181907666452614,-0.58376610650357,0.3086426068917233,0.1190816326530612,ir3000091.trees
0,100001.0,50,555,-0.5172924268339159,0.5737115957682486,0.3802309821871276,-0.036784201675631394,-0.6502999464918247,0.867444340332676,0.18121217688487934,0.11299153807864606,ir3000092.trees
0,100001.0,50,418,0.4285470290719925,-0.17667097296849565,-0.08017172947950268,0.011819685251083874,0.20381608761562636,-0.26990787465057203,-0.28946382391710446,0.14166521309378452,ir3000093.trees
0,100001.0,50,450,-0.42863549256005695,0.5938825161824207,1.4091374325775572,0.06365598323615117,0.1875803642011517,0.1424941201333882,0.48462495791046456,0.10721616232699971,ir3000094.trees
0,100001.0,50,446,-0.6022480370807186,-0.26955139861948235,-0.5892302037285182,-0.05804173724514339,-0.33130659376074284,0.151154374767814,-0.4798754395350839,0.12926716141001848,ir3000095.trees
0,100001.0,50,380,-0.17370169451293174,-0.32404115022867197,-0.3299503911020656,0.028983786896801228,0.43491599565073946,-0.5483389752682556,-0.19248431898480636,0.12296499796499802,ir3000096.trees
0,100001.0,50,447,-0.6414226484839051,0.41700692978507725,0.15041087093201502,-0.040921986689154644,-0.591449773480648,0.7340524616994215,-0.360226687849384,0.1385440774247844,ir3000097.trees
0,100001.0,50,516,-0.9680414546590236,0.31981931445197814,0.2165636788605112,-0.023882841152463922,-0.3908459737014458,0.5082670042409422,-0.37619096187293016,0.14075032998273937,ir3000098.trees
0,100001.0,50,486,0.39593073016047686,-0.0061342340369794305,0.900771893702998,0.09640418075110596,0.8188106608085324,-0.7211567978891315,0.166359052927079,0.11272321428571433,ir3000099.trees
