start,end,N,SS,TajD,FayH,ZngE,bsfs,FerL,FulD,btree,Colless,path,iColless,ibtree
0,10001.0,250,67,2.0912640986892734,0.027853222825009905,1.6895928846003565,3.9842158668817618,-0.9500960194847072,-0.8000623429111281,-0.11636702494601525,0.03165413075451712,8120000,0.05873493975903614,-2.27366999470026
0,10001.0,250,87,3.7110097382429155,0.025356781664255326,3.158850631286011,6.624799300460457,-1.86485112018498,-1.1025143743252253,0.4568688208682805,0.02844629136894975,8120001,0.050533932966890606,-1.3176370774513428
0,10001.0,250,61,3.1082081210821864,0.04316060299959836,2.4940466699398742,5.518359414338025,-1.3975763450276826,-1.1712087483045164,-0.9388571174247692,0.04527788573649436,8120002,0.0550751392667444,-1.4733361296327392
0,10001.0,250,57,3.4810605861861936,0.018866183629695832,2.949858424228416,4.528512426608249,-1.7653025588226408,-1.9789574318189576,0.04945438470449354,0.033348447553655486,8120003,0.042460163233579484,-0.9311016019156976
0,10001.0,250,76,4.3212717554185405,0.01764923177309952,3.731409431891112,6.273939947638262,-2.248954787088353,-2.014901002932924,-0.37349474699378943,0.038192472121737576,8120004,0.052856587640886125,-1.4987064560779515
0,10001.0,250,82,3.9527043812084695,0.02267757122528416,3.3837462970893872,6.249382864812985,-2.014582267375721,-1.4279766670208098,0.12744861514387845,0.0328374429618114,8120005,0.04411193159735717,-0.6399070947010059
0,10001.0,250,80,4.113488805387395,0.018870816714235947,3.5458591203466177,6.52817709542915,-2.1288733127288206,-2.295189249120124,-0.010546464469505282,0.029952655195562308,8120006,0.05112385023966835,-1.3345495175142092
0,10001.0,250,95,2.958740836181893,0.04061020125917545,2.4060783074068617,6.047139073431599,-1.3428858842743459,-2.037430572770095,-0.16513886467336136,0.03842348867611207,8120007,0.057172237336442534,-1.5808121840239964
0,10001.0,250,98,3.2512024491337264,0.05989223153437845,2.556950069836955,4.444752925795777,-1.3662589195474366,-1.5085494519492737,0.3358354220199669,0.030621244282340282,8120008,0.04850045342660966,-1.1389332260039844
0,10001.0,250,74,2.736668509347129,0.04154127754560544,2.1885572557080355,6.443316792503388,-1.2095519871439688,0.7012187738674028,0.44830463965386813,0.02657511767500108,8120009,0.057455628967482825,-2.1991664992403632
