#/home/enes/bim/BIM.py trees/r8030028.trees,trees/r8030029.trees,trees/r8030030.trees,trees/r8030031.trees,trees/r8030032.trees,trees/r8030033.trees,trees/r8030034.trees 250 --stats=all --eta=etas/BC.json --out=outs/675648958.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,TajD,FerL,FayH,ZngE,bsfs,btree,Colless,path
0,2501.0,250,7,-0.26412781878448416,0.09537192804014728,0.25469014492297554,0.07423875552399113,-0.16512454871943813,0.7798538199926993,0.30375888559488534,0.03123245670855465,r8030028.trees
0,2501.0,250,6,0.03295822379415032,0.45594503864610764,0.03341813430123708,0.06687649210178326,0.14795178442446344,0.9271658928974258,-0.030538500696095643,0.032193289286176964,r8030029.trees
0,2501.0,250,2,-1.3182224822321018,0.2678371858987168,0.3711393499094674,0.25742816125774703,-0.1950729759865135,-4.167578474054706e-06,0.040088504724870105,0.03187751004016064,r8030030.trees
0,2501.0,250,7,1.5276143141084952,-0.012276514964185846,0.11813773574570327,0.027649443398134504,-0.09842121043091889,1.690525703800356e-05,0.06918437933813538,0.03523124757092888,r8030031.trees
0,2501.0,250,10,3.2538034726531526,-0.7133619029030293,0.8518247858420921,0.10672396687725268,-0.959456073424989,-0.812213627395614,0.00041813524648230883,0.03642218644161901,r8030032.trees
0,2501.0,250,7,1.5276143141084957,1.3466267714316908,-0.21536418514843966,0.10860701366787227,0.6909016259832267,0.9679495703838166,-0.37347374042654075,0.04107289372543939,r8030033.trees
0,2501.0,250,6,0.03295822379415004,-0.6156386700959572,0.3371163785816836,0.010492352866408825,-0.5025455333000846,-3.1178367348751664e-06,0.3674418547482879,0.02874805674310144,r8030034.trees
