#/home/enes/bim/BIM.py trees/r3110010.trees,trees/r3110011.trees,trees/r3110012.trees,trees/r3110013.trees,trees/r3110014.trees,trees/r3110015.trees,trees/r3110016.trees,trees/r3110017.trees,trees/r3110018.trees,trees/r3110019.trees 50 --stats=all --eta=etas/Fn.json --out=outs/219391010.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,ZngE,FerL,bsfs,FayH,FulD,TajD,btree,Colless,path
0,100001.0,50,455,-0.1266499590656558,0.24592965413843781,0.7258520391531184,0.04112197102248786,0.7448503014672528,0.17211578127180607,0.6956719808029859,0.11178446988551534,r3110010.trees
0,100001.0,50,381,-0.2580373462456953,0.31550446803593524,0.4883271917717303,0.0399529694027983,0.24547288903754205,0.0358064543579769,0.4980829166480454,0.11394071914480074,r3110011.trees
0,100001.0,50,414,0.6553953475176842,-0.7241752828523189,-0.4497105248939889,-0.08305684979845385,-0.7160383874747793,0.03989314711156196,-0.1195026217633773,0.1287446903644086,r3110012.trees
0,100001.0,50,407,-0.0663714430110155,0.2734499699604525,0.9091089777836284,0.05586831855697733,0.5653962539738119,0.33568530245440553,0.8570448480500706,0.10525321239606958,r3110013.trees
0,100001.0,50,439,-0.20432377687353337,0.34184540443124883,0.7894128886296713,0.05336834079107651,0.21690236056911472,0.18455986467869973,0.21352895387203405,0.12124191139870588,r3110014.trees
0,100001.0,50,474,-0.3743746035720158,0.42767424004045757,0.36482313194429444,0.050677392480304846,0.23914717399077245,0.0011965545362490997,0.29230408415923087,0.11717767675790691,r3110015.trees
0,100001.0,50,410,-0.02225355773627957,0.08776287343523034,0.22051233007591986,0.017799940236130348,0.8261583769347065,0.10588748282417863,0.2294088151291901,0.11240551776266063,r3110016.trees
0,100001.0,50,480,0.13259468657229453,-0.30945850739427594,-0.675443031341232,-0.055319149358524625,0.689076066507374,-0.2682858165585693,-0.3408991727590355,0.13627358159758754,r3110017.trees
0,100001.0,50,499,-0.1879124669323655,0.15047338454750162,-0.13840688232480938,0.010244292369247116,-0.02699114789260345,-0.10816726873808347,0.49999099765809074,0.10466521634034322,r3110018.trees
0,100001.0,50,348,0.7028052378001081,-0.826750864535253,-0.48172897094422384,-0.10122831191522683,-0.6523673264783549,-0.04192019394686073,-0.13911416561887122,0.126265306122449,r3110019.trees
