#/home/enes/bim/BIM.py trees/ir8040090.trees,trees/ir8040091.trees,trees/ir8040092.trees,trees/ir8040093.trees,trees/ir8040094.trees,trees/ir8040095.trees,trees/ir8040096.trees,trees/ir8040097.trees,trees/ir8040098.trees,trees/ir8040099.trees,trees/ir8040100.trees,trees/ir8040101.trees,trees/ir8040102.trees,trees/ir8040103.trees,trees/ir8040104.trees,trees/ir8040105.trees 250 --stats=all --eta=etas/BC.json --out=outs/662894043.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,ZngE,FerL,bsfs,FayH,FulD,Colless,btree,path
0,10001.0,250,92,2.004544793806222,1.1397947857296635,-0.30407569402481577,1.912425668411943,0.1119464600084078,-1.406938276726918,0.0505688442921245,-0.8790600920953874,ir8040090.trees
0,10001.0,250,98,1.867723332501725,0.9703191078391975,-0.16794693761140234,1.6970890508519816,0.12005390705865056,-0.38608836751848286,0.042932275005730096,-0.5958719523480732,ir8040091.trees
0,10001.0,250,71,2.031655314246515,0.8530309941833929,0.05658317920021336,1.5200867060399341,0.16688918974121264,-1.1782046641698625,0.04172272215412519,-0.3392150330523708,ir8040092.trees
0,10001.0,250,77,2.1176653599513373,1.345779901892896,-0.5034585941669129,1.4242869212092835,0.09343855244410855,-0.14625694034076261,0.042214942720189504,-0.23942710202252826,ir8040093.trees
0,10001.0,250,50,1.6810521194414916,1.2330848844099316,-0.6205374805959327,3.3321943925163944,0.0429931546414104,0.28322374820843726,0.069341883663687,-2.116861676950218,ir8040094.trees
0,10001.0,250,85,1.5887851801813688,0.8835203933267716,-0.21857405117611062,2.7107463856674547,0.09218380175245881,-1.2711838632943115,0.04086507319600984,-0.4482209088645123,ir8040095.trees
0,10001.0,250,96,2.386592759567817,1.890869774113926,-1.0209753568798368,2.3781052393035385,0.04143049253456624,-0.14042216367383883,0.04502418275251544,-0.7837746731070632,ir8040096.trees
0,10001.0,250,52,1.4124557979065617,0.8364785242591188,-0.27218790309778784,2.878660929491853,0.0728745786195749,-0.8572212351663624,0.05555472510388951,-1.2965888104366283,ir8040097.trees
0,10001.0,250,83,1.2606552406811158,0.6655961608067275,-0.1300684086531319,1.6763906467026715,0.07932570092640813,0.5248795470980088,0.04568165133652892,-0.6908470980227954,ir8040098.trees
0,10001.0,250,99,1.7444422857297563,1.4974434838632953,-0.8880592216760471,1.1265159343155298,0.010642792959341413,-1.7096091049458606,0.03762793107915534,0.015702224046303923,ir8040099.trees
0,10001.0,250,71,2.2007473766354777,1.9397130038287094,-1.1973608121237231,2.148162967281098,0.0012836844731906618,-0.16208526232480555,0.05281610312216607,-1.0076823538706792,ir8040100.trees
0,10001.0,250,78,1.356531715912764,0.45605066097869923,0.18075541244928647,4.161362936127611,0.13097875617137916,-0.6474932795033659,0.05003886513797125,-0.8349382404599225,ir8040101.trees
0,10001.0,250,112,1.8491443995406374,0.9537060732567892,-0.1539696009253861,2.0629374757160956,0.11989825205910716,-1.2111868260520406,0.04601354727666427,-0.6630424681195682,ir8040102.trees
0,10001.0,250,80,1.0823007348244036,0.20060794286819905,0.34687220939039537,1.3811361917143028,0.13291953293680475,-0.706556382273739,0.04446819536209354,-0.6383102574182109,ir8040103.trees
0,10001.0,250,75,0.8767122622412488,-0.012139378730585864,0.49639721693727895,1.4382599676549388,0.1387268423019287,-1.2770264240783535,0.048313798487668834,-0.6336188251963382,ir8040104.trees
0,10001.0,250,75,1.995186265144553,0.9444777355193796,-0.07463520554720397,1.522072431832078,0.14483698663924074,-1.7594947677879424,0.036798403290581684,-0.21963462581717882,ir8040105.trees
