start,end,N,SS,TajD,FayH,FulD,FerL,bsfs,ZngE,Colless,btree,path,iColless,ibtree
0,100001.0,50,375,0.1690724459740974,0.02127374230000948,0.8150912119230714,0.07965529314163285,0.4795749089432643,0.01740515584210852,0.11564625850340135,0.3640128893737475,8010059,0.13436340445269013,-0.1740250029289817
0,100001.0,50,479,-0.4458376525276209,-0.020555409912570797,1.0996609622863995,0.08917748513062825,-0.7774519931959359,-0.3087667625492439,0.13510520487264674,-0.07785390404370761,8010060,0.14556169690098264,-0.3485247200469184
0,100001.0,50,439,0.16130853032477255,-0.07429876098313751,-0.4243000174968286,-0.7224339812862686,-0.17230391798088174,0.7166995777775027,0.11920414932142015,0.34044490176485764,8010061,0.14442429864507778,-0.2395695153841337
0,100001.0,50,387,-0.14831271795030948,0.005428219296295903,0.8027158511668729,0.13306423907382856,-0.27574090144769303,-0.1931556469640647,0.14659527177207507,-0.2666431173466568,8010062,0.14999632946703853,-0.5771206139505608
0,100001.0,50,405,-0.14340002803841778,-0.0244324225867311,-0.1833952682207409,-0.12157691779019432,-0.3234098739653307,0.032530694803431105,0.12895130878438335,0.06400796072183539,8010063,0.13532555879494654,-0.21276795362136566
0,100001.0,50,420,-0.22145003417621245,0.05703167849221345,-0.2591906865718171,0.6117094136054366,0.2284984569001445,-0.6506026884589783,0.10841836734693876,0.5803745268230907,8010064,0.12865573579859296,-0.16442106095830844
0,100001.0,50,428,0.03131286759622755,-0.10024369665169966,-0.5927914036556875,-0.8645547502247616,-0.5319905151583278,0.7740778052390601,0.14542625560862646,-0.4873736001984689,8010065,0.13318452380952386,-0.18385740903010572
0,100001.0,50,360,0.07541397664580049,0.052025656869427374,0.5748318473887423,0.3934786390775121,0.19869260078632295,-0.3059186792951554,0.12229169124297112,0.1335978997442271,8010066,0.12555599162742018,-0.021978467744865112
0,100001.0,50,380,0.2859020476434373,-0.03464544658808071,-0.563223338446481,-0.4601590250505321,0.15711663003295182,0.5507855885755271,0.13526205936920227,-0.17924385969907575,8010067,0.13765559415255466,-0.29325879753546
0,100001.0,50,500,-0.01442992735223038,0.0348243423731537,0.5298468049301974,0.30309973731078466,0.1585803964982105,-0.2732563323647044,0.12171637885923588,-0.07173537171260602,8010068,0.13706704055668067,-0.3369414374151308
0,100001.0,50,441,0.683501643450255,0.0068685587621923035,-0.6388927280665218,-0.34487723818330196,1.0123036040294888,0.6555514887893379,0.101828231292517,0.7401961181366687,8010069,0.12218955378761676,0.10369620391565372
0,100001.0,50,528,-0.6048272327375244,-0.06473049538843939,0.2428340656893886,-0.19097248986484786,-1.3746278717019933,-0.1455875412660062,0.1331412194507433,-0.4072170013581845,8010070,0.15272624201195625,-0.8038840885158701
0,100001.0,50,530,-0.13842624058203434,0.027608649242817668,0.5372749187798949,0.3154257621544113,-0.13992707071175933,-0.3482825228412653,0.11799242424242427,0.41483464375480295,8010071,0.12652103094759032,0.1335899335675667
0,100001.0,50,388,0.05631643363580895,-0.022744911712687527,-0.08536835641817797,-0.22483192815296907,-0.3120425402921807,0.2261145497916841,0.12728198624082404,-0.1856305681589239,8010072,0.14806863339395165,-0.5739577802771503
0,100001.0,50,398,0.40088075788281796,0.0034536184682564053,-0.5751417622079431,-0.20696986389273847,0.3901051693647136,0.3883377688936176,0.1268778344671202,0.14847399537928166,8010073,0.12144178059573345,0.09937931587883964
0,100001.0,50,441,0.3262667550581787,0.027443606024188653,-1.042036660153388,0.0394297544090897,0.4722768955634855,0.13403073345083688,0.1105996746524696,0.8723478188068089,8010074,0.12220267417311753,0.35121183213180496
0,100001.0,50,458,0.2258583536159375,-0.0740001506716171,-0.34929960791937315,-0.7583928964671808,0.03963347271417008,0.7816856307278407,0.10672489334716928,0.7468804119383603,8010075,0.13058597422708915,-0.08062636756785105
0,100001.0,50,454,0.6472937936956079,0.032837723137461874,-0.8782011922477505,-0.10421373291723383,0.9476510746571232,0.42595555230013815,0.11429218426501035,0.5509879193668585,8010076,0.11831411954094614,0.4128630435612874
0,100001.0,50,398,0.18714521861903344,0.019839213707084663,0.4293059446902775,0.05704485996362273,0.2446417412685153,0.04660207270542497,0.12318251476414745,0.23538835721809595,8010077,0.1303061224489796,-0.16210123854781627
0,100001.0,50,420,-0.7449252616069298,-0.021500452317521332,1.4335250730479678,0.2574849058044701,-1.6854121964139956,-0.6104576813612307,0.13577694235588972,-0.35760146108700536,8010078,0.15560560161564635,-0.8010241930504838
0,100001.0,50,383,-0.23948314907859916,-0.003906506618023021,-0.4686643148955841,0.10807375691693333,-0.13774539913457187,-0.2182817995101483,0.1041376177800313,0.5688587623385525,8010079,0.13340986394557824,-0.2247520380901729
0,100001.0,50,448,-0.3139702564609703,-0.0245043568421355,0.7417322086946511,-0.021882807765711457,-0.4701102245635069,-0.14308489551553452,0.1443002915451895,-0.3484637989936427,8010080,0.15841769778777653,-0.6340254719677447
0,100001.0,50,451,0.3940702997922754,0.05844579249258568,-0.4021381401660088,0.26137743908178457,1.0283709132848269,-0.025476542401180573,0.1116023332409888,0.7348849442235559,8010081,0.12021607204032685,0.4999522097371453
0,100001.0,50,373,-0.6301486814575258,-0.031683516088023944,0.321253305579396,0.10406662709581364,-0.9581904671527444,-0.4162310282046625,0.1720738295318126,-0.9389342472989036,8010082,0.15379886894516842,-0.6244771743662303
0,100001.0,50,441,0.10983057056637263,0.023837038379826786,-0.4037254343491832,0.13654914582387434,0.4462265636646649,-0.06295672576669521,0.10562500000000004,0.5360046308806753,8010083,0.1190881114350502,0.18249121501753046
0,100001.0,50,401,-0.31624235635554604,-0.0012043445525109352,-0.2631604755756332,0.1760987897477014,-0.3687774083425321,-0.3176064541812534,0.12652971241406613,0.04454092166771188,8010084,0.13774676537281585,-0.2748464290461696
0,100001.0,50,423,-0.13938887514983522,-0.0549102922601446,-0.6658912706669812,-0.3812516724158878,-0.2915701470128632,0.26221317957903506,0.10884856901340424,0.4027233648587053,8010085,0.11408127080619485,0.2074875568359367
0,100001.0,50,447,-0.12254429709608412,-0.07034623224098359,0.05466337516292887,-0.5219034300674491,-0.8953268878873156,0.3942285689269972,0.11670699207518055,0.03845658141266399,8010086,0.13455734406438635,-0.24706149421363496
0,100001.0,50,452,-0.2447350147149513,0.01156465661926502,1.0011013447938524,0.2419735941201597,-0.3193233833165658,-0.3386455465284475,0.12480197558475445,-0.06067190475521141,8010087,0.14287822567043346,-0.6177010618491147
0,100001.0,50,420,-0.3673747992359523,-0.016917334209448347,1.2219356030954946,0.07370677220824941,-0.9358680072388982,-0.25435659988306275,0.12513818027210882,0.006642053139049206,8010088,0.13721119078261934,-0.2831871606986918
0,100001.0,50,479,0.25221583905112205,0.023269344348901308,-0.2618894175389687,0.04796690093948668,0.030326784651833832,0.08837854700656687,0.10967455163883726,0.395924300874866,8010089,0.11917095082307733,-0.029712870963475406
0,100001.0,50,447,-0.3131731031832345,0.009465617375209684,-0.4425409274419528,0.2645604373609394,-0.30396886156320857,-0.3937992647242829,0.12628630132255936,0.1937000279033639,8010090,0.1428307757211412,-0.3764065980681152
0,100001.0,50,489,0.25439259760357325,-0.03928878635389165,-0.4148843471855117,-0.4823190582137173,0.05739989868329061,0.5545208519178099,0.10130728115421997,0.5573386645407209,8010091,0.10474300831443692,0.2503683678157917
0,100001.0,50,506,0.004430544054929825,0.004684221599450195,0.5138216510701812,0.03701677252911485,0.045686937455586975,-0.030168548963362275,0.12272383700955128,0.060319297814440336,8010092,0.1275265501884207,-0.09843799857153857
0,100001.0,50,490,0.061853782818686615,0.009791795421466491,0.9103778309456748,0.04632040842137098,-0.2007067867464012,-0.008621759452183497,0.11970416073406108,0.23198610900681246,8010093,0.12687594121618118,-0.048692732486242764
0,100001.0,50,367,0.0539101702808692,-0.09347744255043132,0.2995969400288829,-0.8187074085262372,-0.9986055339822952,0.7452590495295329,0.14235924633011104,-0.4036336556718889,8010094,0.15399066603385544,-0.5280371863815205
0,100001.0,50,377,0.17223445627618,0.0193510577472256,-0.2274167106857717,0.06161102623670176,0.18397558981067827,0.0348546683217062,0.1199761513800922,0.17887022430737126,8010095,0.12210884353741498,0.04571604275862908
0,100001.0,50,468,0.6785803748550089,0.002063500503447113,-0.41226165883093147,-0.38272316541846185,0.7455343363243934,0.6864332761704616,0.12020542680348972,0.2312168287308337,8010096,0.13581146744412054,-0.07450284633206983
0,100001.0,50,461,0.2053765303201242,0.0037282758925485135,0.2744442615179167,-0.0895947435984127,0.3019646220202686,0.18472936848440935,0.13353533901823628,-0.14321602969389993,8010097,0.16851551226551234,-0.9357077851588256
0,100001.0,50,365,-0.4510120751365832,-0.23191744603954206,-0.08616903379879716,-1.6869156071289686,-3.3715297211445083,1.24570279276118,0.15581163499882705,-1.1236287069634514,8010098,0.1516481592637055,-0.8935973389266177
0,100001.0,50,374,-0.5181323444866095,-0.1375387464662921,1.4592163926694524,-0.8533559740689596,-3.427081772861944,0.4805943730773696,0.17602535200126562,-1.1812808048031762,8010099,0.18609542031098147,-1.1733804471264284
0,100001.0,50,474,0.13109686588618108,-0.09459447494320608,0.08280223254484248,-0.8769305027560247,-0.4316492335141092,0.8367025641690533,0.16359824353021632,-0.8306158002121337,8010100,0.17812639074321315,-1.2485197634795426
0,100001.0,50,342,-0.1476591903048138,-0.039339906561000296,-0.000580532482780829,-0.2439363504681641,-0.32578776899082945,0.13764959035514152,0.12281094870380573,0.1863162942713613,8010101,0.12342572164000735,0.181329457766002
0,100001.0,50,486,-0.6301217289436214,-0.026518792009726958,0.2129249407840024,0.14744908940095292,-1.0036510475988851,-0.4552147202510758,0.13385126777983927,-0.1818824064937108,8010102,0.1376984126984127,-0.6110523042010282
0,100001.0,50,346,-0.3387516647170822,-0.0040319580117200845,1.0302112852998362,0.16532324153418546,-0.9983416094429284,-0.31942246789275386,0.15794817927170873,-1.0395706695192355,8010103,0.1621345346649299,-1.0498968632549142
0,100001.0,50,417,0.10580559654858518,0.0378036610092362,-0.09529348883695044,0.2566145473591439,0.5464856120490891,-0.1703022740108435,0.12669558841500678,-0.033178894285431616,8010104,0.13075672746974898,-0.19138082848979626
0,100001.0,50,404,-0.3546251011798661,-0.06888125632833629,0.8505769918630519,-0.3719856972569819,-1.1022264221445408,0.14297275724204964,0.17083276263525546,-1.0537505902659488,8010105,0.2070201498320847,-1.7169101040466783
0,100001.0,50,495,0.11850616375673168,0.05779523439599527,-0.3300237169411461,0.41892346399544017,0.6835901203329173,-0.30604462578051184,0.10918526289020276,0.630871563630602,8010106,0.12331567242281526,0.13796231510764134
0,100001.0,50,398,0.029318620501118012,0.02335223101877544,0.13169180931302646,0.17960907230528686,0.15904453440585092,-0.1422931171600666,0.12367561967315654,0.11997846777094065,8010107,0.12305747987268305,0.1108770905448994
0,100001.0,50,439,0.6355090258628642,0.038922427847052056,0.04816489265702467,-0.04592549771570635,0.9876467110229756,0.3686467026427605,0.10694727891156466,0.669898155493678,8010108,0.11245129119609013,0.5076569344371933
0,100001.0,50,489,0.0197187847940008,-0.01221473867487423,-0.3239398926800623,-0.11492834495797435,0.07325144192404147,0.110977327019894,0.112804025719877,0.2773499304334281,8010109,0.12225179927043285,0.1202172835957424
0,100001.0,50,422,0.6513169469080107,0.05513658886583843,-1.7477210002289367,0.08150889397768031,0.9208133799636552,0.2649633074966135,0.11435374149659855,0.6147921567012895,8010110,0.12361819727891155,0.10593760276082732
0,100001.0,50,399,0.05813709729519425,-0.06525941639288682,-0.9901577857062244,-0.584443299530083,-0.3976585858949418,0.5422766889075721,0.11521096533851635,0.09860902177136632,8010111,0.12503955070400255,-0.2560321957198269
0,100001.0,50,400,-0.5894946703255518,-0.08907439074545644,0.8919384216705767,-0.4038403377835924,-1.639757925066866,0.0496632467807295,0.1521946099013768,-0.5913272114041277,8010112,0.16825812893964925,-0.8629185129484255
0,100001.0,50,429,-0.14313413136631398,-0.1234831325386951,-0.5300334214262559,-0.9579425585500124,-0.7555493793567246,0.7658296568557583,0.13205891330891315,-0.3296454367895181,8010113,0.14838005909434485,-0.6824536933337421
0,100001.0,50,486,0.1995543137234361,0.07586028031286578,-1.1596184795395537,0.5237617096150152,0.8258270221592701,-0.35604987774197056,0.11353279175747973,0.44148442328095344,8010114,0.12475545773865104,0.2539064120993875
0,100001.0,50,491,0.4454433494539912,0.009998765394015235,-0.6681600143924398,-0.17821341514696368,0.6090863225177365,0.3866929981664054,0.11328813932980608,0.4827458497476481,8010115,0.12318183852488368,0.1627817575957665
0,100001.0,50,507,0.10914460723184677,0.008950377052380762,0.15538588402863487,0.011325836901982949,0.3015867416876967,0.04654326684013022,0.12745899225491053,0.3838207093776431,8010116,0.1340226930466843,-0.0200568611076421
0,100001.0,50,509,0.3084748926386963,-0.04043668799054168,0.1709592344877083,-0.524163455742492,0.08061442167507027,0.6192795704435865,0.12426848468645088,0.1799777477177366,8010117,0.14354804421768713,-0.29063164670110464
0,100001.0,50,388,-0.4770961217531954,-0.11947824652443513,1.2881861042063156,-0.7259490474474996,-1.4639433100233574,0.3900559943945227,0.13918204268008566,-0.24242060236605306,8010118,0.1521927920104212,-0.7414962244157817
0,100001.0,50,510,0.118145837158059,0.027427887066795532,-0.3300737372033261,0.16236306448960738,0.4795971966131018,-0.08124669235866143,0.11952303648732225,0.4105089664419811,8010119,0.13121843829556354,0.04108878055854266
0,100001.0,50,424,-0.4478027737440684,0.019871720862159804,0.16632657882821913,0.4315657453605155,-0.4024885578874028,-0.6096278638385002,0.15348023267277933,-0.6061386936533061,8010120,0.1469096647668076,-0.3933971627507121
0,100001.0,50,430,0.2524462110593698,-0.03287416027301706,-0.9154111040440264,-0.4262617622999529,0.2733641038233676,0.5040990242518948,0.1371798719487795,-0.22457792894238648,8010121,0.1548460968545834,-0.6278645765253897
0,100001.0,50,445,0.25700306566116765,0.035346545356559615,0.6690194361612055,0.14701970225507593,0.8163467213545886,0.0039249873274671285,0.11382080005915407,0.2539296372481357,8010122,0.12169393619516768,0.12014741121881195
0,100001.0,50,560,0.6980435058721197,0.05690480569352632,-0.9659536722288564,0.06989435302887874,1.4144822238441612,0.3001929394132579,0.10124963028689747,1.0100694662305338,8010123,0.1118944199301342,0.5677003393831109
0,100001.0,50,479,-0.042374152220184994,0.0075426229788925925,-0.13811211028211748,0.08876031363483937,0.18511198947802512,-0.09974291541460664,0.11571226664181652,0.1476825135629012,8010124,0.13065895372233408,-0.28648621965492155
0,100001.0,50,505,0.07843093455435278,-0.015397641907809881,0.11033060375811288,-0.17654587888899262,-0.04082544437880512,0.19539887230941608,0.1365495086923658,-0.19394087586228226,8010125,0.14224975704567544,-0.3912677229317549
