#/home/enes/bim/BIM.py trees/ir8100138.trees,trees/ir8100139.trees,trees/ir8100140.trees,trees/ir8100141.trees,trees/ir8100142.trees,trees/ir8100143.trees,trees/ir8100144.trees,trees/ir8100145.trees,trees/ir8100146.trees,trees/ir8100147.trees,trees/ir8100148.trees,trees/ir8100149.trees,trees/ir8100150.trees,trees/ir8100151.trees,trees/ir8100152.trees,trees/ir8100153.trees 250 --stats=all --eta=etas/BC.json --out=outs/220414201.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,ZngE,FulD,FayH,FerL,bsfs,Colless,btree,path
0,10001.0,250,113,2.9653971910247794,2.218770402724715,-2.2067904827944664,0.07504660617781513,-1.099061232582739,2.981274431766263,0.044435807747117494,-0.6517240604826248,ir8100138.trees
0,10001.0,250,107,3.604813014700174,2.820537876394525,-1.6404766677790346,0.06975617771701849,-1.4916638722754039,3.886411164969006,0.04900785939456751,-0.8899471536900183,ir8100139.trees
0,10001.0,250,97,1.6459787871261449,0.7584892776852191,0.585675873560481,0.12242390915506766,-0.0287019645328778,1.7678322857910498,0.043962331661515495,-0.7415573394836805,ir8100140.trees
0,10001.0,250,138,2.148207882389296,1.1360027135178508,0.723915213329662,0.13434622460751264,-0.20766851214174498,1.7589379967133734,0.05723053504339941,-1.655775080994997,ir8100141.trees
0,10001.0,250,115,2.35021739437749,1.1897912870478529,-2.2224644405374665,0.15614707464270972,-0.16718490181180495,2.0915759710985347,0.04550741535567234,-0.4803488928228228,ir8100142.trees
0,10001.0,250,106,1.8173945040777522,0.6919300950651901,-0.5856902052798308,0.15981260169811437,0.15078222746086958,1.8298568804834323,0.0400281477817428,-0.3565709740386253,ir8100143.trees
0,10001.0,250,94,2.229491699386498,1.756873323266999,-0.8581559878087189,0.04020344252382754,-0.942800291708842,6.100444331063262,0.04650051820183961,-0.9452199896923867,ir8100144.trees
0,10001.0,250,126,2.5717868611295107,1.480394105190268,-2.3000992821214883,0.14058955209974358,-0.4003860883442791,1.6521495849975592,0.03960558585845049,-0.09805398601257456,ir8100145.trees
0,10001.0,250,125,2.5505047674207817,1.4593683423718304,-1.405146135809209,0.14090626988028573,-0.3864934622040784,1.737065861842697,0.04862143069431427,-1.0152527132314464,ir8100146.trees
0,10001.0,250,82,2.4809249779956617,1.3923562854999365,-0.7628873683952669,0.14175027411037947,-0.3586554388335291,2.3512248007841277,0.04509281365091703,-0.6291459409020165,ir8100147.trees
0,10001.0,250,103,2.209681574513282,1.3655323503466077,-0.6926950948559154,0.10473158464599105,-0.46614692636037297,3.613756206433838,0.04545601761886255,-0.8632330297070441,ir8100148.trees
0,10001.0,250,85,2.065948063203665,1.3705735012798934,0.014380341282032097,0.08134115372225646,-0.5587197937602414,4.164134187744184,0.04400480333243644,-0.6915567322518694,ir8100149.trees
0,10001.0,250,107,2.4741375437179203,1.9506390124821378,-2.156401637495839,0.04535351156464483,-1.0420787685991608,2.8779449397779375,0.050270976378632815,-0.8052376353683252,ir8100150.trees
0,10001.0,250,107,2.6940942464697946,1.7000635929341177,-1.2965266879678317,0.12175144519421481,-0.6102641296170599,3.0529515919051287,0.03869834175411323,-0.35327888668785545,ir8100151.trees
0,10001.0,250,104,2.9625672760479054,2.005903717460917,-2.305851780578683,0.1104863464721014,-0.8411478032259854,2.4509317300825373,0.04409393847792605,-0.47016408596526205,ir8100152.trees
0,10001.0,250,104,3.2729539102432685,2.01606912215663,-2.129121501248033,0.15626574373262245,-0.6818663477807212,1.8232044712867526,0.046546400656389014,-0.8922649418170321,ir8100153.trees
