start,end,N,SS,ZngE,TajD,bsfs,FerL,FayH,FulD,btree,Colless,path,iColless,ibtree
0,2501.0,250,14,1.5466335220620149,2.07067237799651,4.411294628735528,-0.8885811462378322,0.03126128000768607,-1.3732426659144188,1.503638750208781,0.03099170877056614,8110000,0.0583948698017878,-2.5989556703257013
0,2501.0,250,17,0.8660230021641966,1.3811485091547555,3.80664901176836,-0.3750709775947337,0.06088114786200138,0.1933801796093996,1.5914643102682335,0.02734398002567455,8110001,0.057066977587770434,0.9405013045422947
0,2501.0,250,20,0.4262175364479261,1.0501140399108164,1.4137501673321282,0.011414400255093885,0.09717006813696827,2.1544474118857218,0.4949080023701887,0.031338256250809694,8110002,0.07054022541780024,0.2407487638304675
0,2501.0,250,17,0.4421784549300829,0.992571472739682,3.2676670750504284,-0.04394395352004536,0.08486099869311534,-0.712707643166984,-0.220517828160123,0.041695005829770704,8110003,0.06021937211210434,-1.6188799664738065
0,2501.0,250,19,0.6623113240353878,1.3892747931501848,2.7014205358222365,-0.11043775964480122,0.1075785485854557,0.7317926280143299,0.06616714378572539,0.04068767739580021,8110004,0.034706568208317135,0.8101813012408952
0,2501.0,250,16,0.7246022674106916,0.7401127982348794,0.8430898786895212,-0.5289979991818212,-0.02784513350149314,1.3114872764575405,0.08270518035497101,0.030339997984770627,8110005,0.06976292265837543,0.3328336387184821
0,2501.0,250,13,0.7145833333753507,1.996542572307699,1.4083967125022891,0.11216210226922033,0.2206496692125127,-1.2721674407506367,0.5604150850416186,0.03668976983201624,8110006,0.03557779505117244,0.15857907164485904
0,2501.0,250,16,0.03735363594751527,0.4206056476990613,0.8561252953151852,0.16840856638032425,0.07105669844383526,2.263676098788768,0.7632635901010191,0.028684630997106705,8110007,0.0463790646456795,0.6926723010247414
0,2501.0,250,24,2.353408400544549,2.8639543877143705,3.0364597017763657,-1.4383994294124325,0.010253354349592222,-0.6332035598380021,0.7663883684741131,0.032908515783564365,8110008,0.03686520274646975,0.3863186200915485
0,2501.0,250,18,0.7640756716893309,2.138938864340183,1.3973492682730184,0.14581703068371465,0.22399009592038294,-0.8215446257946852,0.513804941491365,0.03812484962893047,8110009,0.04714017359761627,1.6053489632804163
0,2501.0,250,17,0.5287382568300072,0.4383222821263629,2.7626589002131874e-06,-0.4369106534071653,-0.038600913900334786,-1.6187954659433672,0.4100455296555783,0.03353737530768234,8110010,0.0454074361963985,-0.152507214533514
0,2501.0,250,20,0.3603199395590334,0.5636142685389787,4.116705172471179,-0.1583610868330478,0.02339125750673577,1.362858443097574,0.9012144571031466,0.03290287248701552,8110011,0.03884354622792245,2.2156525643625256
0,2501.0,250,15,1.8017919860832947,3.065072719572046,2.9432846676425366,-0.6960535684851242,0.1633731162175458,-2.4670401169421527,1.097535156673353,0.027191202084322956,8110012,0.0400742755970117,0.1349632840493742
0,2501.0,250,27,0.6169847314674127,0.3652532762143536,1.285605415232281e-05,-0.5770579992098578,-0.06296142240630334,1.576137920428195,0.2698225142224894,0.032316951088812725,8110013,0.04270307034589973,-0.6353397979920477
0,2501.0,250,13,0.8419256701751635,1.415495593249973,2.8083318151527212,-0.3412436945173261,0.07361698855519777,-0.14726309148325345,0.3733519775855796,0.035283067754890526,8110014,0.049671805501576204,-0.5288390520900185
0,2501.0,250,14,1.46733451403522,2.7277254772211577,1.891220879329441,-0.4556316975504718,0.1787671237918232,-2.4338026261574917,0.5905127322413489,0.028635634348809638,8110015,0.07124195707561427,-1.2579708133813277
0,2501.0,250,21,0.5275456506632569,1.568334181218887,1.4296759624514008,0.1558461113088097,0.16782595855182794,-1.0956646725615415,0.8151798909674078,0.03625388651379713,8110016,0.03378028242000259,1.4754514848934448
0,2501.0,250,16,0.06859221010493233,1.012079340581051,1.2784347930651614,0.4319003996838784,0.17591954605753835,-0.5928903682049139,1.0719895082739923,0.03051884959191605,8110017,0.0510752688172043,-0.007937878606438001
0,2501.0,250,14,-0.2427658329774029,0.21563800705375816,2.9240398222018538,0.4138991809780991,0.10072043579989146,-2.4338026261574917,2.5119152027046043,0.0197240575204042,8110018,0.054670294079543984,0.5557662921077682
0,2501.0,250,18,1.4471863569860264,2.0392730301992743,3.3657457518241563,-0.760365994843476,0.05210409862906725,-1.6858798410735367,1.646012361439791,0.024755915156226074,8110019,0.048144189661873296,0.7176319191712436
0,2501.0,250,13,0.7400518007353133,1.0188064322039072,1.7400703828476498,-0.4138558284047597,0.019870835582672518,2.102545607051514,0.4055507574325304,0.035998834045860864,8110020,0.03973150667184869,0.7478722526540189
0,2501.0,250,19,2.5106571483357083,3.3377476808404998,1.7587934510429075,-1.4153827801806789,0.05481938505605743,-2.573538668549931,1.9217365012696719,0.029121863799283155,8110021,0.0470052252018828,0.5364374756056174
