#/home/enes/bim/BIM.py trees/ir8100039.trees,trees/ir8100040.trees,trees/ir8100041.trees,trees/ir8100042.trees,trees/ir8100043.trees,trees/ir8100044.trees,trees/ir8100045.trees,trees/ir8100046.trees,trees/ir8100047.trees,trees/ir8100048.trees,trees/ir8100049.trees,trees/ir8100050.trees,trees/ir8100051.trees,trees/ir8100052.trees,trees/ir8100053.trees,trees/ir8100054.trees,trees/ir8100055.trees 250 --stats=all --eta=etas/BC.json --out=outs/874077191.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,TajD,bsfs,FayH,FerL,FulD,Colless,btree,path
0,10001.0,250,100,0.8984848135736752,1.7370677459092985,2.3898415108577638,0.11231194055380184,-0.15075497249315883,-1.7233245762528127,0.043226670121345595,-0.41821506576488127,ir8100039.trees
0,10001.0,250,143,1.9821156878237183,3.0581597883144513,2.390447306871322,0.13005240666256487,-0.7452732985018755,-1.2272755833958504,0.04749566622866274,-1.0278399575406905,ir8100040.trees
0,10001.0,250,84,1.6873463367940793,2.391088190426523,1.6533527948996085,0.07652064515693917,-0.7723183967212074,-0.5999886320797151,0.04260320853305696,-0.5174163027481078,ir8100041.trees
0,10001.0,250,100,1.9403040563519351,2.5216398983995125,1.7043607601400852,0.05395060176381244,-1.005763930567822,-2.2738120593553877,0.03752914885347843,-0.26890073355964267,ir8100042.trees
0,10001.0,250,110,1.1192247851527493,1.6210343967597989,1.5695531147622312,0.056887923068349854,-0.48562195874562997,-0.6750329534146792,0.070717653221582,-2.1926806508139247,ir8100043.trees
0,10001.0,250,90,1.9737091987444366,2.8197245603769248,2.909587566788404,0.09341231897529341,-0.887270726615982,-1.5731213269738962,0.0413041745144349,-0.4475234559544607,ir8100044.trees
0,10001.0,250,99,1.428268278625148,2.2372906099700063,1.5378685361033808,0.09814350356000984,-0.5298930766997981,-1.7096091049458604,0.03748326639892905,0.03885179492075747,ir8100045.trees
0,10001.0,250,84,2.0860490548504904,2.739751396504023,1.5966398101221877,0.061122133983176466,-1.0739582951696853,-1.9000875425877366,0.03916472340976811,-0.3337590699618852,ir8100046.trees
0,10001.0,250,120,1.4726659752825995,2.3120338853819757,1.5335917724022547,0.1023625051131087,-0.536781904007449,-2.1054314114345414,0.05252345788684693,-1.245136109012233,ir8100047.trees
0,10001.0,250,86,0.7469285660041953,1.2500232162623253,4.591740389514071,0.0635334029752912,-0.23583588801092675,1.4627320360475593,0.05203165603590834,-1.453196678997857,ir8100048.trees
0,10001.0,250,84,0.8241355977010734,1.8568676276653227,2.9889504558700333,0.1440081866418362,0.0022780770895694307,-0.3833054803283777,0.05101049358725224,-1.2208119157995339,ir8100049.trees
0,10001.0,250,103,0.48660725373606034,1.4139282366807495,1.7092238341680235,0.1332778274245904,0.1807019258825127,-1.4061927546842967,0.043786436066848046,-0.5187062879532907,ir8100050.trees
0,10001.0,250,100,1.4006140121802746,2.1270280678081246,3.316536234758298,0.08599580885846451,-0.5563093438048574,-0.8058454377485218,0.04841065140326703,-0.8671898812326764,ir8100051.trees
0,10001.0,250,87,2.4467362526201457,3.0718011003535928,4.51990328534463,0.05012904686848973,-1.3356342152395488,-1.7312392148733595,0.06447969296541003,-1.9700546767640457,ir8100052.trees
0,10001.0,250,110,1.4845957606915052,2.886180764340518,1.9753866210115505,0.18784616343933996,-0.23615573094299,-1.5123784817293824,0.04299882040897035,-0.5721335882479175,ir8100053.trees
0,10001.0,250,96,1.0072874347467717,2.042661313211739,2.1176084407041857,0.14060253194322023,-0.11762613893980177,-0.9036244642055498,0.03834693613162327,-0.23994307115610047,ir8100054.trees
0,10001.0,250,99,1.338473541056399,2.356487784936926,2.2519942568357636,0.13184750803990158,-0.35286423015760243,-0.9685330358631389,0.05402793971585267,-1.4321334394527294,ir8100055.trees
