start,end,N,SS,FulD,bsfs,FerL,FayH,ZngE,TajD,btree,Colless,path,iColless,ibtree
0,100001.0,50,424,0.026589693404294828,-0.7023711834214055,-0.6168913542028056,-0.08105591311190391,0.4819074281222455,-0.11397420623948515,-0.6727597245867339,0.15776975683890582,3050000,0.16144000703729766,-1.0852838845322401
0,100001.0,50,354,0.13872774376006794,-0.7912108631379169,-0.7522149684913022,-0.1088420107150984,0.5158436082906999,-0.27796933481010805,-0.8421640751153537,0.154311724689876,3050001,0.16863526232410767,-1.0559422511332317
0,100001.0,50,373,-0.1945631463854356,0.4556565197391323,-0.06361971460161712,0.011119564948869235,0.19357263440339104,0.2671937979919985,-0.5281246339302784,0.14736681189329662,3050002,0.1555383022774328,-0.6929212271604441
0,100001.0,50,480,-0.42261120094241583,0.2394490238997705,0.036973770876379125,0.009573927044373341,0.006134110707140271,0.07454744505859935,0.08217850703136156,0.12720226339383664,3050003,0.1333472164375954,-0.2703982641581183
0,100001.0,50,422,0.4635026181909118,-1.4294319441342291,-0.5495515186821449,-0.1004302162940889,0.22056563420422495,-0.5056537004751251,-0.3528044023781187,0.1350490196078431,3050004,0.1837762577558496,-1.289999267070959
0,100001.0,50,399,0.3457706737754265,0.5935141868721525,-0.1345922450247697,0.0030471322829363503,0.2584587861762705,0.2721582892733773,-0.6916576283255319,0.15030000764350698,3050005,0.16615805200584907,-1.0237927397824929
0,100001.0,50,400,-0.3666375759151193,-0.07532181438595363,-0.28874914238128724,-0.03359497637688826,0.2579090999305127,0.009333674071945164,-0.5074362224945032,0.15136585884353745,3050006,0.15269350983636698,-0.6105511934098902
0,100001.0,50,417,0.7215990617307365,-0.1344238060619582,-0.28967746029857355,-0.029640402590789313,0.28864137976323656,0.06721521554395019,-0.3930663116418292,0.13859134814146645,3050007,0.1848623708742756,-1.2871281224062885
0,100001.0,50,334,0.7422733871678362,-0.2417250164583208,-0.11136312600289977,-0.01392679740562888,0.0925911798856843,-0.009660534603965744,-0.6917732740817486,0.15413313212608998,3050008,0.18107183349530287,-1.4358304964907012
0,100001.0,50,461,-0.4327652201616158,0.043562857658219184,-0.4519106453404555,-0.04247597622964402,0.4777615045602388,0.15772189511678358,-0.2844899353505149,0.145033701554016,3050009,0.14785688711574854,-0.3143208228273353
0,100001.0,50,318,-0.12454291178214705,0.30012758825170943,-0.2355839248201592,-0.010209197136482072,0.3376563650404211,0.25504859756897696,-0.4593994030692504,0.15025668652554186,3050010,0.1542783780178738,-0.8420711886436825
0,100001.0,50,505,0.3452042012012801,-0.09752622834433364,-0.4798323824911495,-0.051909375498148495,0.4564350970735972,0.0689161571885427,-1.1531237568203452,0.1768482723485868,3050011,0.18856292517006806,-1.3345901038937724
0,100001.0,50,401,0.8815211954165334,-3.0133361144440283,-0.9337467091791546,-0.1448666478862978,0.5662423774191635,-0.4885399319023853,-0.6367125211492509,0.14352059505120734,3050012,0.18935732187611887,-1.7448146809129166
0,100001.0,50,540,-0.7696100083103568,-0.762688505539024,-0.8145257856525139,-0.1084564622259461,0.6233014489326073,-0.17588908885047766,-0.2674015048732241,0.12336985485438418,3050013,0.17898409363745502,-1.4807827675284164
0,100001.0,50,441,0.26818111912892784,-0.568756502381602,-0.1613720232464453,-0.04768173401579876,-0.0700426055946636,-0.4093200848352861,-0.7714354356161369,0.15425835138524668,3050014,0.2432055346410409,-1.971026258257108
0,100001.0,50,397,0.8489132151037414,-0.7174313276719169,-0.5981275462003095,-0.06891479531523363,0.5392886895077034,0.02912622388672175,-0.27024247119330297,0.140281403258978,3050015,0.14621598639455785,-0.5099867952043179
0,100001.0,50,385,-0.6755856840690125,0.7648551729966578,-0.35673805330670794,0.008316266184405067,0.6867262052203832,0.7249539713342845,0.10288141413340557,0.11436362254398963,3050016,0.1704290206648697,-1.0410292449850196
0,100001.0,50,349,-0.15128965646435394,-0.11870597445947115,-0.08797546205280064,-0.014372683904961863,0.04824392282862875,-0.055962345606555226,-0.41042021020005903,0.14412976074783654,3050017,0.1277251864601262,-0.15175646884546112
0,100001.0,50,545,0.7039706828053759,-0.009672218742562156,0.011663371158007623,0.00790451876414822,0.03824976309942741,0.09363305172185928,-0.4734481041907278,0.14648166959091327,3050018,0.14304148232719655,-0.4606459288985471
0,100001.0,50,344,0.10930439225960993,-1.566915037181131,-1.0312705489795302,-0.15192651625436754,0.6878085508063648,-0.4187517803304342,-1.4894445237046192,0.18844123856439107,3050019,0.15960972017673053,-0.7714345144932803
0,100001.0,50,422,0.8846880693185016,-0.8630943974754228,-0.3123889537531661,-0.056424976501164986,0.13029036517636786,-0.2779270361511736,-1.1592771094175096,0.1706971806063467,3050020,0.20117630385487525,-1.6439268868382304
0,100001.0,50,482,0.3035287002337984,0.03271341105701664,-0.4821700119916405,-0.037204946213558236,0.5697505998339549,0.2841481941723458,-0.40781054454359306,0.1439920866305708,3050021,0.15949546485260774,-0.8408943872775642
0,100001.0,50,416,1.3720706040311883,-1.7979389304958473,-0.524497569705938,-0.09831662173655276,0.19243303810944906,-0.5176503846092436,-1.150587841168505,0.18772149578394245,3050022,0.1878940600630495,-1.2379688124443242
0,100001.0,50,461,1.0137996287283375,-0.4142745145841756,-0.06095421002630291,-0.020348036207268667,-0.04386283025993026,-0.18822031627398775,-0.8772117383563983,0.1530730347694633,3050023,0.19919217687074836,-1.6188079994115272
0,100001.0,50,486,-0.2140885677611037,-0.4922310266948616,-0.6686537540466542,-0.08441271231809867,0.5467365456201452,-0.07652299139307367,-0.1696049585411532,0.12685888308811893,3050024,0.1503190423456205,-0.6056849055918591
0,100001.0,50,414,1.5734243457234425,-1.2812791233485474,0.09869614989459363,-0.02899077236139315,-0.3874116227999726,-0.5826713427998267,-0.9391663426619592,0.17048215390052116,3050025,0.16073954334208929,-0.5923679717951067
0,100001.0,50,424,-0.32275252015551603,-0.5001581317973817,-0.4706141632597871,-0.061622246216645436,0.3692185619481602,-0.0838879992757626,-0.9489968212090112,0.17069852331176352,3050026,0.1843685887053235,-1.2873953823243076
0,100001.0,50,307,0.3738257311668916,-2.3517563112652518,-0.7726370869511281,-0.1424345966820254,0.3068218489640888,-0.7190417974290758,-1.1335528712383085,0.16320167522791434,3050027,0.21740362811791394,-2.1965846008265792
0,100001.0,50,365,0.4814160677018408,-0.7778989779265086,-0.28696809862273776,-0.05350517408828633,0.108245004431032,-0.2777579639788085,-0.4561689837149669,0.14508073344280234,3050028,0.17636714880126805,-1.0633731322472304
0,100001.0,50,486,0.7009403791212672,0.2806081762303497,-0.13452835168443406,-0.0047173853221390075,0.20094745193579688,0.16043838241589298,-0.6268202808525297,0.14645796590241028,3050029,0.15761999244142105,-0.8457493269676001
0,100001.0,50,426,0.5325768800134821,-0.736174169284712,-0.5574266156509117,-0.08051639494033068,0.3816031870350507,-0.20724052873266813,-0.918949804418918,0.1646871863499498,3050030,0.19551445578231286,-1.5127212646311452
0,100001.0,50,445,0.3693637540738036,-1.1895998842013067,-0.657237707390199,-0.10484067639463884,0.3761541247615002,-0.3871003678179475,-0.4794767685421476,0.1463103534096565,3050031,0.1755559366603784,-1.0913213614746735
