start,end,N,SS,FayH,bsfs,ZngE,FerL,FulD,TajD,btree,Colless,path,iColless,ibtree
0,100001,50,517,-0.02355578829987353,-0.20601618686765985,-0.07848690088173943,-0.05492556297823331,-0.4849740934070722,-0.2447317424533197,-0.21763647044157586,0.12888198757763958,3100000,0.14107856883211306,-0.36230807633300605
0,100001,50,434,-0.027085303692200483,0.10068664301853844,0.2342243901919552,-0.2479188984371568,0.1890519306591473,0.032676376465585896,0.13022863272384694,0.12461796312727982,3100001,0.13155877104940333,-0.038370789490401035
0,100001,50,443,0.04331951171650589,0.5852642542512276,-0.1372995496471883,0.26121807551470033,-0.6843363089646173,0.17746774492833614,0.30828938107777715,0.11941609977324252,3100002,0.11436759889140845,0.3530756413044129
0,100001,50,482,-0.01073206130656585,0.10697774009428174,-0.03659596148781017,-0.02450205728472427,-0.28077347409304626,-0.11229863448370288,0.43881055426095616,0.11202475914223556,3100003,0.1285542994176088,-0.065838622802095
0,100001,50,431,-0.002225173303203257,-1.0470464860935922,-0.7435612897861955,0.4147000574453125,1.2100132621231694,-0.7355642981656052,-0.4324967599631239,0.13953421174294955,3100004,0.1636340376858708,-0.8615184360059805
0,100001,50,420,0.05391998251357443,0.5712405191484058,-0.3866864380941564,0.4480476497780316,-0.04760121661934437,0.011758985699295585,0.6253123737418209,0.1091478696741855,3100005,0.12228997289972902,-0.05380912959675085
0,100001,50,527,0.04790812936002813,1.0100342843360306,0.2333666141753437,0.06972000368607552,-0.5664989152733415,0.5689821022530503,0.7028601276373476,0.10872741166951368,3100006,0.12826130452180873,0.2534029752552823
0,100001,50,463,0.05871621625776788,0.9577361323911812,-0.2502101710833677,0.3907713269500612,-0.6051732643373448,0.17874325572654026,0.5723507633433427,0.10436698717948724,3100007,0.11604086078875996,0.25616073085728985
0,100001,50,426,0.034348482748493926,0.4570690936507663,-0.03481326618853455,0.1648042747048112,-0.23238932493237235,0.21228453654004925,0.8019585407298931,0.11020701384001874,3100008,0.11961704324586975,0.2933714040842793
0,100001,50,482,0.022500901381651117,0.5477521890033258,0.11661366214381348,0.02862699090630752,0.6725616524402265,0.2740060640572848,0.07553048467122714,0.12663216945545985,3100009,0.14396258503401355,-0.4116929782163629
