start,end,N,SS,ZngE,TajD,FayH,FerL,bsfs,FulD,btree,Colless,path,iColless,ibtree
0,10001.0,250,62,0.7051562445841658,1.5397898313683904,0.1165854485884982,-0.03402757108990341,2.605592546762869,-0.6239052371832595,0.13758167767652346,0.03344688050113166,8050000,0.05207430217146502,-1.2608076698643909
0,10001.0,250,55,0.03536228701245128,0.4389242078665038,0.06348750990784653,0.19470290137674529,4.962317251703314,-0.004964976994945984,0.003844783227770593,0.034431443942152314,8050001,0.06040937945329705,-2.067903172924174
0,10001.0,250,59,-0.4435637097884581,0.009359829408059716,0.08145981855684828,0.5553214483222942,1.9973024308710168,-0.8070051971883655,-0.1306577145815589,0.03679718875502008,8050002,0.04540095867340329,-0.5511997861433197
0,10001.0,250,65,-0.030286614984698944,0.3863384518758371,0.06616667593269207,0.2487439194939313,1.7715400391122251,-0.4566495498111984,0.5841222954918049,0.02731312346158829,8050003,0.043049617826143284,-0.3658112509860174
0,10001.0,250,43,-0.972275007627712,-0.4589696182148652,0.10803939176364284,0.961318452662542,2.573999253446933e-06,2.002174527830898,0.3090511032946032,0.032326576778578316,8050004,0.05035194541607289,-0.9836417718259152
0,10001.0,250,55,0.27022942861526544,0.5651146885375338,0.04088248376273485,-0.028165120334419706,1.9643894001951605,-0.004964976994946055,0.1458822313063917,0.03233228613378244,8050005,0.059703869240402475,-1.3480028898208374
0,10001.0,250,68,0.006165561541867239,0.7945883976203546,0.12349259213925333,0.4273445643182037,1.426134602048575,-1.6260440627684738,0.6311988977442812,0.027341894459558664,8050006,0.048917443969426086,-1.0038969921877303
0,10001.0,250,40,0.04999313652501084,0.5986032011231329,0.0887446157235062,0.2591531052615764,3.0340779024675326,0.1914303397105596,0.5948704649156975,0.026729747775219987,8050007,0.05318694131364167,-1.6352333939923596
0,10001.0,250,63,-0.9865430107786964,-0.6168160456139333,0.07932552763240837,0.8864676605621004,-2.1389786535180947e-05,1.0438995484595643,-0.16163251013073648,0.03540128254955305,8050008,0.04592887679751263,-0.7214463021348616
0,10001.0,250,56,1.400672685819552,1.308992083343204,-0.04591605902113607,-1.0260123249951183,0.8390673453284507,0.5774319276174191,0.4612152649319026,0.030720423938457368,8050009,0.050043491940110665,-1.1522427603408814
0,10001.0,250,70,-0.9115442035548988,-0.770956069144485,0.04067466690476047,0.707256149618479,-0.3633154672538208,0.6502679456108437,-0.028607068924266718,0.039623933522106865,8050010,0.05078378028242,-1.2103956600775148
0,10001.0,250,57,-0.7183154902790956,-0.5784624343216597,0.03816541383722097,0.5763831534506493,-0.8748067528840184,3.0127153810069003,-0.04812535335959349,0.0343794532970592,8050011,0.046393786288850415,-0.7374731417030169
0,10001.0,250,62,0.6031755391775018,0.8847386009219955,0.03148886579696871,-0.2650984686793271,1.7469831642593672,0.8184438352044731,-0.32891730135812103,0.03510470453241538,8050012,0.06466835082264542,-1.7612293008779567
0,10001.0,250,48,-0.5104381308937553,0.01455675703286111,0.09681971652531232,0.6418387044750717,3.6618403407163815,0.7795914774652168,-0.26825191587016073,0.040944018007513926,8050013,0.06704776093621799,-2.2193139641259543
0,10001.0,250,61,1.3640933322609579,1.0649982417181614,-0.07673095212888495,-1.1107989337138775,1.2472117476140954,1.1718571002573948,-0.21894490483971246,0.04053471952325431,8050014,0.06540447504302925,-2.1753820436278644
0,10001.0,250,61,-0.8037200765644337,-0.2300961189381613,0.10800261405142704,0.8712690016864567,1.127973847843414,-0.5854422861640387,0.8829572581229616,0.0267537122375832,8050015,0.07041067495789609,-2.3284217561944027
0,10001.0,250,59,-0.941394028757278,-0.5098945714637797,0.08896674309238385,0.8899125333074238,-1.6692835213947234e-05,1.3078986704195839,-0.07233398553812721,0.03747966777504283,8050016,0.05217644772638943,-1.2830976523109945
0,10001.0,250,75,-0.3272906183443537,-0.12007121111050155,0.0388223597716567,0.3395473468996044,-7.0950213397607926e-06,1.3765494663243825,0.0569605822198451,0.034678067107138236,8050017,0.04566155440621044,-0.7290662037594242
0,10001.0,250,73,-0.29879705518449606,0.35843249691438617,0.10859822525057077,0.5668634558916942,1.3648611951914855,-0.7339578000348771,0.366654088127533,0.031908029138888044,8050018,0.03865353888672971,-0.2970402615038503
0,10001.0,250,50,-0.3699069698682717,-0.3436406365109637,0.01290158064049087,0.27317002067855306,-1.5603521086836525e-05,-0.4211500414807812,0.2407460376539725,0.031319980382358927,8050019,0.0478796908062357,-0.7067708347575722
0,10001.0,250,52,-0.6752612739600617,-0.5123399827061004,0.04165958319514192,0.5603332526471504,-0.3192348664031711,0.1618056285915317,0.060972198864863277,0.034129845298881835,8050020,0.052248420204113945,-1.241284386958892
0,10001.0,250,58,0.32116303322461665,0.3761629486352218,0.001642625838034616,-0.1935741864461258,1.7827157797267994,0.458269545508264,-0.8438821820121015,0.05059326490020805,8050021,0.05279430376593222,-1.0546648463116624
0,10001.0,250,86,0.29084531466747915,0.5453644062661654,0.03379960202670259,-0.0595248415534902,0.9680235930214384,-1.2918624976570436,0.3560366030474112,0.0316539109290761,8050022,0.04458778040200504,-0.5040823827208339
