#/home/enes/bim/BIM.py trees/r8110000.trees,trees/r8110001.trees,trees/r8110002.trees,trees/r8110003.trees,trees/r8110004.trees,trees/r8110005.trees,trees/r8110006.trees,trees/r8110007.trees,trees/r8110008.trees,trees/r8110009.trees,trees/r8110010.trees,trees/r8110011.trees,trees/r8110012.trees,trees/r8110013.trees,trees/r8110014.trees,trees/r8110015.trees,trees/r8110016.trees 250 --stats=all --eta=etas/BC.json --out=outs/150974350.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,bsfs,ZngE,FayH,FulD,TajD,Colless,btree,path
0,10001.0,250,77,-1.4657895832661552,4.983051108134953,2.674596939046947,0.05399858350695448,-2.4993432567475673,3.361962283833897,0.03846029278403938,-0.20299888174634248,r8110000.trees
0,10001.0,250,77,-1.7910529130920647,5.702105050803482,3.069469383526164,0.031154024005101245,-1.7934173618255258,3.660201326712394,0.031941128569577856,0.44539344430727107,r8110001.trees
0,10001.0,250,117,-1.5912269190169859,5.223219919093919,2.773379250081414,0.03387895630892135,-2.0798020261151557,3.311441044541923,0.04347006795510488,-0.25536401784633245,r8110002.trees
0,10001.0,250,110,-0.2268761384962098,1.7848909901920356,1.479169459074593,0.18947796503408465,-1.679847587392323,2.8908134036971695,0.03286128384505766,0.12659738384610214,r8110003.trees
0,10001.0,250,79,-2.018477207056435,3.4139938910713954,3.2386795645774398,-0.0036214434286182193,-0.9070463014184658,3.624250562956577,0.02792559817433506,0.5431900417615206,r8110004.trees
0,10001.0,250,82,-1.8355342234031538,6.0116158310095535,3.0616096775675645,0.016930908657194686,-1.4279766670208096,3.5532519265233926,0.03219328928617696,0.2864013483397201,r8110005.trees
0,10001.0,250,76,-1.553543056752808,6.592285272475132,2.683605874330744,0.030801555585648368,-2.253135501954065,3.2241530924083106,0.04203264671589584,-0.8029890431307543,r8110006.trees
0,10001.0,250,79,-1.3707724186646477,4.4365299212891225,2.435275332042181,0.03879528574227374,-0.9070463014184659,2.9925224474527576,0.03637453037958284,-0.06714576848147676,r8110007.trees
0,10001.0,250,66,-2.228264864937874,5.929509645506241,3.698557267090788,0.018461246527273073,-2.3992723681992127,4.309179204967028,0.029901242687873083,0.4777880884220824,r8110008.trees
0,10001.0,250,97,-1.1187264294136567,3.885966168398143,2.3948677998725434,0.10087069290790936,-1.1146072251393748,3.3371997790295382,0.03497862417411582,0.0653675210370282,r8110009.trees
0,10001.0,250,81,-1.3708946858400126,6.156598362216859,2.601409601360201,0.06762144966952019,-1.8565074643285104,3.3635003690381517,0.03380414697840598,0.22698273705626304,r8110010.trees
0,10001.0,250,90,-1.9654068457365963,6.733628116388609,3.410779383327007,0.0406789097397143,-1.776040174535861,4.089654273359899,0.029088705050617218,0.4321396481813742,r8110011.trees
0,10001.0,250,99,-1.958215470671012,3.3250989990369093,3.311297182752024,0.02507431791279097,-1.894878122216541,3.8675210563328055,0.04047088182952522,-0.2111648692798451,r8110012.trees
0,10001.0,250,97,-1.8610058853532392,2.932239635394976,2.886323652642141,-0.020891273884692613,-1.1146072251393742,3.094550185324142,0.03488377473025744,0.11917709889297841,r8110013.trees
0,10001.0,250,92,-0.8727743164326106,1.819812114370117,1.8702290095671144,0.07940102615208042,-0.015956130074309197,2.6120121546966213,0.03738178520533749,-0.1852534577555312,r8110014.trees
0,10001.0,250,85,-1.8522855116162606,3.6493020993793284,2.9956154746706565,0.0006217700755732841,-1.0569231625315878,3.36998859616064,0.03269156028580825,0.09911668404655218,r8110015.trees
0,10001.0,250,100,-1.3133132967145251,4.337378496603896,2.6196940875375048,0.08521095446348266,-2.273812059355387,3.4852332333464098,0.030628456099440204,0.19872929659197344,r8110016.trees
