#/home/enes/bim/BIM.py trees/r3000090.trees,trees/r3000091.trees,trees/r3000092.trees,trees/r3000093.trees,trees/r3000094.trees,trees/r3000095.trees,trees/r3000096.trees,trees/r3000097.trees,trees/r3000098.trees,trees/r3000099.trees 50 --stats=all --eta=etas/Fn.json --out=outs/762415066.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,bsfs,ZngE,FerL,TajD,FulD,FayH,Colless,btree,path
0,100001.0,50,491,0.5034889548261663,0.5919564926165379,-0.42285322134399556,0.4275499815467584,0.3583672216079102,-0.02017632576756582,0.12327977167878636,0.40814647317932656,r3000090.trees
0,100001.0,50,460,0.4311236283109759,-0.58376610650357,0.6181907666452614,-0.08077091034828063,0.5077054776157847,0.06752661181514542,0.11303387334315156,0.425605307999147,r3000091.trees
0,100001.0,50,555,0.3802309821871276,0.867444340332676,-0.6502999464918247,0.5737115957682486,-0.5172924268339159,-0.036784201675631394,0.13173602774443113,0.53351890273846,r3000092.trees
0,100001.0,50,418,-0.08017172947950268,-0.26990787465057203,0.20381608761562636,-0.17667097296849565,0.4285470290719925,0.011819685251083874,0.1137696457893502,0.056423790504049484,r3000093.trees
0,100001.0,50,450,1.4091374325775572,0.1424941201333882,0.1875803642011517,0.5938825161824207,-0.42863549256005695,0.06365598323615117,0.09276629906621033,1.0897121379589272,r3000094.trees
0,100001.0,50,446,-0.5892302037285182,0.151154374767814,-0.33130659376074284,-0.26955139861948235,-0.6022480370807186,-0.05804173724514339,0.1165743440233236,0.4127060871807841,r3000095.trees
0,100001.0,50,380,-0.3299503911020656,-0.5483389752682556,0.43491599565073946,-0.32404115022867197,-0.17370169451293174,0.028983786896801228,0.10123745630849025,0.5658724249720591,r3000096.trees
0,100001.0,50,447,0.15041087093201502,0.7340524616994215,-0.591449773480648,0.41700692978507725,-0.6414226484839051,-0.040921986689154644,0.12070274538386788,0.3273472512939303,r3000097.trees
0,100001.0,50,516,0.2165636788605112,0.5082670042409422,-0.3908459737014458,0.31981931445197814,-0.9680414546590236,-0.023882841152463922,0.11529586709055484,0.4694833242134691,r3000098.trees
0,100001.0,50,486,0.900771893702998,-0.7211567978891315,0.8188106608085324,-0.0061342340369794305,0.39593073016047686,0.09640418075110596,0.09419043860638182,0.7445341457222386,r3000099.trees
