#/home/enes/bim/BIM.py trees/r3040000.trees,trees/r3040001.trees,trees/r3040002.trees,trees/r3040003.trees,trees/r3040004.trees,trees/r3040005.trees,trees/r3040006.trees,trees/r3040007.trees,trees/r3040008.trees,trees/r3040009.trees 50 --stats=all --eta=etas/Fn.json --out=outs/133210317.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FerL,bsfs,FulD,FayH,ZngE,TajD,btree,Colless,path
0,100001.0,50,484,0.1433384089805844,0.049726928235709886,0.5030513125878131,0.012961938983867612,-0.15527089368115116,-0.05719816317825,0.30416493054007576,0.13278654485049826,r3040000.trees
0,100001.0,50,405,-0.782120835946873,-0.13612985763288263,-0.2565208939272263,-0.07174626755502882,0.8407688431787539,0.3006366795678635,-0.29048913588870545,0.12617356884274172,r3040001.trees
0,100001.0,50,457,0.24604670118249167,0.08558820629264857,0.17595819954144157,0.02009038062255658,-0.2826276684915481,-0.12942554173951049,0.3823281274791793,0.1447537130035261,r3040002.trees
0,100001.0,50,437,-0.3458545115001298,0.38078950388566407,-0.851874359717645,-0.014048454475956209,0.5024200594638117,0.3855552658003458,0.10970554249568894,0.13152900645236637,r3040003.trees
0,100001.0,50,448,-0.41931816487920603,0.6592027785457983,-0.25046935630123385,-0.0075299453968912244,0.6794913865314438,0.6034179606001229,-0.38802971190814056,0.14132933393137478,r3040004.trees
0,100001.0,50,491,0.1397049256532441,0.26680700084073183,0.11683140137253413,0.03223123342623756,-0.005984991216456355,0.2252514088434958,0.37425875530689107,0.12517964932451853,r3040005.trees
0,100001.0,50,460,-0.09428791491338728,0.4524978816299289,-0.845340514284433,0.013213164612160213,0.2632238245145101,0.3492584008189181,0.3090313845767612,0.12201987276392039,r3040006.trees
0,100001.0,50,602,-0.2936919861951153,-0.3354042208878941,0.34997594251150765,-0.0404206435350128,0.2146376526978307,-0.08295467084284626,-0.6041707555470108,0.14874682591930788,r3040007.trees
0,100001.0,50,490,0.22220824244606818,0.5661722435227768,-0.02747363676555389,0.04303290809785937,-0.07058017215909146,0.24023695994253683,0.6788080397082319,0.11002410673007053,r3040008.trees
0,100001.0,50,354,0.024458567419611513,0.6883066188198498,0.055142690338016734,0.027241513157850974,0.15796847036927394,0.3480315407985501,0.6277397730178502,0.11113081596274875,r3040009.trees
