#/home/enes/bim/BIM.py trees/ir8000218.trees,trees/ir8000219.trees,trees/ir8000220.trees,trees/ir8000221.trees,trees/ir8000222.trees,trees/ir8000223.trees,trees/ir8000224.trees,trees/ir8000225.trees,trees/ir8000226.trees,trees/ir8000227.trees,trees/ir8000228.trees,trees/ir8000229.trees,trees/ir8000230.trees,trees/ir8000231.trees,trees/ir8000232.trees,trees/ir8000233.trees 250 --stats=all --eta=etas/BC.json --out=outs/125202655.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,bsfs,FulD,FerL,TajD,FayH,Colless,btree,path
0,10001.0,250,56,-1.0760591780891509,-0.1943108629817651,0.26028157108890054,0.9210420286545412,-0.7614469606324714,0.0741139974203498,0.067953843021857,-1.9072914329439583,ir8000218.trees
0,10001.0,250,50,-0.0379556159030392,1.0816472750151291,-1.1255238311699998,0.267966456788816,0.40770272106580413,0.07245963797467797,0.05708317139525845,-1.4211470557957995,ir8000219.trees
0,10001.0,250,73,-0.9711880759919285,-0.15003742201065487,-0.2390249714378275,0.7440084486996392,-0.8372616111507236,0.040491056745619564,0.04611348620287602,-0.5262368078718155,ir8000220.trees
0,10001.0,250,58,-0.10529214474924942,-1.0099220805749558,1.0722197743787616,-0.39868472185577153,-0.9719435394587627,-0.13514586752012653,0.06626043343882441,-1.5761177425091213,ir8000221.trees
0,10001.0,250,47,0.2900680989941051,-0.5934877018512328,-0.26246884078775495,-0.4368924893350192,-0.14171465450311568,-0.07672990619971419,0.061277367534654736,-1.7770574681672475,ir8000222.trees
0,10001.0,250,45,-1.1006917584622045,0.23119099977018787,1.0178279262807015,1.0855557438814798,-0.5229212079994683,0.12077447469055003,0.049808103381267,-0.6812516094941784,ir8000223.trees
0,10001.0,250,51,-1.2401338369314487,-0.9477878149675041,0.9130520657034847,1.0270140385038553,-0.9457307458955782,0.07605897454659072,0.055220883534136546,-1.5139184455053356,ir8000224.trees
0,10001.0,250,56,0.1578401499627503,0.6682718449415582,-0.3740191419681385,0.08096789526034816,0.5089376401769469,0.05231480949820791,0.05538282160901673,-0.9882429845273725,ir8000225.trees
0,10001.0,250,46,-0.2873294495116539,-0.8691745733803653,2.8362884157052854,0.1858809992387934,-0.3168714546939185,0.002217963014165276,0.06318283888241137,-1.632648678845526,ir8000226.trees
0,10001.0,250,57,0.16217815836355218,-0.1456762698361401,0.20489942379235485,-0.23888922182671252,-0.06922159645897334,-0.04035612005447507,0.05288249773286695,-1.2741801095885368,ir8000227.trees
0,10001.0,250,60,-0.5512347664691691,0.23455245818038323,0.6439518181267544,0.5382091984352642,-0.2668799506263577,0.056975228275702,0.06264263007364446,-1.9287775062006982,ir8000228.trees
0,10001.0,250,63,1.0913849749308766,4.423900466351147,0.19133630226902204,-0.5190244099425095,1.5277172068519669,0.04550200004664799,0.07221050099013566,-2.5471027274226254,ir8000229.trees
0,10001.0,250,51,0.12300662302546128,-1.2420887026352165,1.2588697981989174,-0.8415916125690549,-1.2708271909659832,-0.22631027089927222,0.060338126700349784,-1.1719768945334452,ir8000230.trees
0,10001.0,250,46,-0.48906000046968184,0.34513956177776206,0.9352528642313028,0.5035866616427679,-0.19261549562825844,0.059885001382462555,0.05760947013861899,-1.4234643488005634,ir8000231.trees
0,10001.0,250,84,0.5222053840272866,0.7988971947448971,0.05006082317429537,-0.1867266373945519,0.8349446329060538,0.03837560670214665,0.04682925249384635,-0.7467405408917878,ir8000232.trees
0,10001.0,250,77,0.3581796055096327,0.7282999409126476,0.08905169129991727,-0.24016066824405788,0.37040143351703964,-0.005186065448531502,0.04605287509484945,-0.5432994883872947,ir8000233.trees
