#/home/enes/bim/BIM.py trees/ir8010090.trees,trees/ir8010091.trees,trees/ir8010092.trees,trees/ir8010093.trees,trees/ir8010094.trees,trees/ir8010095.trees,trees/ir8010096.trees,trees/ir8010097.trees,trees/ir8010098.trees,trees/ir8010099.trees,trees/ir8010100.trees,trees/ir8010101.trees,trees/ir8010102.trees,trees/ir8010103.trees,trees/ir8010104.trees,trees/ir8010105.trees 250 --stats=all --eta=etas/BC.json --out=outs/139002165.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,bsfs,FerL,TajD,FulD,FayH,btree,Colless,path
0,10001.0,250,75,0.18450812500661523,2.1673551200688883,0.2292473216309718,0.8338597727252598,-0.7945580803687654,0.09748457556347884,-0.4512397209211051,0.04332815131493716,ir8010090.trees
0,10001.0,250,88,0.8027639799107135,2.03959667089204,-0.1581701487440439,1.5152867144640307,-1.3318790001717644,0.0948189158316457,-1.2800339418157243,0.05016193807488016,ir8010091.trees
0,10001.0,250,87,0.2744126006478539,0.8940885815990282,0.08397283420984279,0.7685572844827704,0.5740852004697988,0.0711217163152219,-0.811057962575535,0.04710492825190707,ir8010092.trees
0,10001.0,250,76,1.03936029169755,1.148057047361209,-0.41946359063832156,1.5804766503907668,-0.34725950978493236,0.06357631720804073,-1.3390094947055047,0.05485699915411171,ir8010093.trees
0,10001.0,250,75,0.45844067388070775,2.0521245216357245,0.07584432738294176,1.1725641757526128,-0.3120897366591777,0.10210461750706698,-0.5506726182946191,0.04346058067395028,ir8010094.trees
0,10001.0,250,78,-0.17447843164951776,2.084875826303185,0.6109591672902684,0.7183347377687544,-0.18258553033757247,0.14220610368799275,-0.5323326958991539,0.04452708193477724,ir8010095.trees
0,10001.0,250,54,0.5431313132054515,1.6435749714621049,-0.27554305290196157,0.733667499822227,0.376744126684319,0.018060749918033636,-1.9424653937780998,0.06965928229045214,ir8010096.trees
0,10001.0,250,64,-0.2568832033188574,1.518298881450924,0.797297429761839,0.8762865197557614,-1.5375513018060092,0.1838715243575969,-0.29554843706589623,0.04169442747950327,ir8010097.trees
0,10001.0,250,76,0.8238606126527455,2.143754630978403,-0.12615239017614288,1.6284526773743657,0.12920948825735099,0.1088766475854171,-0.35501444808238863,0.04036576413179601,ir8010098.trees
0,10001.0,250,84,0.6182037083748496,3.46589463942281,0.1905695951748017,1.7357756841612986,-1.4667212390850624,0.16109178538037391,-0.7136959755787736,0.046621971757999744,ir8010099.trees
0,10001.0,250,75,-0.35734591367536706,2.8821942392185282,0.5655219704273896,0.22368651497064515,-0.07085556480438296,0.09766329124765322,-1.014146262731325,0.05368983264436044,ir8010100.trees
0,10001.0,250,82,0.5272572065383825,-0.20742023443278565,-0.47851087145271004,0.3168757592785418,-0.7628873683952673,-0.04280965572716944,-0.5122767040153644,0.04728840922000658,ir8010101.trees
0,10001.0,250,65,-0.24435039122184715,0.5241118569226624,0.33347127505309315,0.05584515966216139,-0.45664954981119865,0.05236486688100958,-0.8585911489141266,0.05196717390654429,ir8010102.trees
0,10001.0,250,72,-0.5896885600175065,1.1528395337001043,0.8029670171320543,0.13178118319423734,0.30035166895005533,0.12465116437841843,-1.5183518071006017,0.05787666796217126,ir8010103.trees
0,10001.0,250,55,0.3178836312593145,2.4968505256843487,0.23202686033355452,1.1525806441238766,-0.32746097099164634,0.12579657438143416,-1.812255498032437,0.05969442285270113,ir8010104.trees
0,10001.0,250,65,0.3577650707054737,1.4922435682299413,0.14874731683760362,1.0834947698477566,-0.45664954981119854,0.10660698062777954,-0.3611414612020093,0.0410582421853312,ir8010105.trees
