#/home/enes/bim/BIM.py trees/ir8090058.trees,trees/ir8090059.trees,trees/ir8090060.trees,trees/ir8090061.trees,trees/ir8090062.trees,trees/ir8090063.trees 250 --stats=all --eta=etas/BC.json --out=outs/980049168.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,FayH,TajD,ZngE,FerL,bsfs,Colless,btree,path
0,2501.0,250,7,-2.055869951677464,0.1500535293216759,0.1448211326073785,-0.3707931751090395,0.5381415421248328,0.6035956710669169,0.07309884700090687,-1.7939663577292737,ir8090058.trees
0,2501.0,250,3,1.5999106058689658,-0.09949332927278594,0.08346970876583258,0.2663243376368807,-0.29853057186640086,1.7886284734303187e-05,0.08475838839227878,-2.751199450176032,ir8090059.trees
0,2501.0,250,9,-0.7089587510095278,-0.012409721507358371,1.1399260181447701,0.9394114651755654,-0.6190164304770343,0.5832520667262361,0.058394869801787805,-1.520267338651384,ir8090060.trees
0,2501.0,250,4,-1.7193945226261713,0.09223801068123015,0.17266952618703946,-0.09657022013344685,0.20394135303823807,0.40878327966911787,0.08194066588936391,-2.304608032472235,ir8090061.trees
0,2501.0,250,7,1.527614314108495,-0.05648781286238877,-0.08198895586164441,0.11836463900676901,-0.18920332318490876,1.690525703800356e-05,0.07394092499028372,-2.3370350739252213,ir8090062.trees
0,2501.0,250,8,-2.133690217292945,0.020509943150997613,2.824095290086577,2.130797113327846,-1.298290848404926,3.8762984240282834,0.024582199766809174,0.4776505823813633,ir8090063.trees
