#/home/enes/bim/BIM.py trees/r8040042.trees,trees/r8040043.trees,trees/r8040044.trees,trees/r8040045.trees,trees/r8040046.trees,trees/r8040047.trees,trees/r8040048.trees 250 --stats=all --eta=etas/BC.json --out=outs/618060387.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,FulD,bsfs,FerL,FayH,ZngE,Colless,btree,path
0,2501.0,250,3,0.23102788329387533,-1.5479634052244726,0.4243145088943056,0.42063992062451766,0.20268502574157182,-0.2466532709682126,0.026518979142375953,0.8626058428197968,r8040042.trees
0,2501.0,250,15,-0.9416859196707998,2.5498300766532638,-0.7434479115957995,1.085978614605151,0.11430787651885502,-1.249411485795436,0.04003571891251643,-0.2390811760363453,r8040043.trees
0,2501.0,250,4,-1.001308318412118,0.9029723794226859,5.056170714293956e-07,0.7847537524391084,0.10037514395182448,-0.9944863593474987,0.04613795684530236,-0.3239568280604832,r8040044.trees
0,2501.0,250,9,0.46705964334807815,-2.200729241468039,1.1543929654400908,0.20322140130531552,0.0968465659713947,0.02194216620270087,0.03215093625120831,0.22827880870352107,r8040045.trees
0,2501.0,250,7,1.4785680716273766,-0.2641278187844844,1.267551105404053,-0.02491983953611249,0.17139889962503577,0.5908466185504475,0.02848490737142117,0.531429989473904,r8040046.trees
0,2501.0,250,16,0.6590429065343896,-0.5928903682049144,0.7064078852952833,-0.5861291142797167,-0.04611089162929477,0.7370976970736582,0.03833398108563285,0.19279079848575006,r8040047.trees
0,2501.0,250,14,0.7410964856692901,-1.3732426659144188,2.486417784782565,0.2266100194778623,0.11600491171506337,0.11925137757970487,0.029768266614846484,0.478715496662784,r8040048.trees
