#/home/enes/bim/BIM.py trees/r8010042.trees,trees/r8010043.trees,trees/r8010044.trees,trees/r8010045.trees,trees/r8010046.trees,trees/r8010047.trees,trees/r8010048.trees 250 --stats=all --eta=etas/BC.json --out=outs/659086521.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,ZngE,FayH,TajD,FerL,bsfs,btree,Colless,path
0,2501.0,250,7,-0.26412781878448427,-0.4041448442532991,-0.052008603031890976,-0.7397382124218111,0.1493457093420696,1.690525703800356e-05,-0.19802918291269042,0.03793129507276417,r8010042.trees
0,2501.0,250,6,0.03295822379415015,-0.25093808021794795,-0.016637406881626442,-0.3933010922042653,0.12685182884261928,-3.1178367348751664e-06,-0.15893531766378413,0.036459200858734477,r8010043.trees
0,2501.0,250,8,1.120547557355928,-0.9955489008717573,0.133841755188636,-0.6936181212567601,0.9137727661219451,9.120471661981977e-07,0.191084848562333,0.03326796923765443,r8010044.trees
0,2501.0,250,11,-1.029123745469293,1.6841327682029343,-0.013846192211156926,2.048756962323036,-1.0914870796418168,1.4626017838211567,0.38946307072024805,0.03337985372575345,r8010045.trees
0,2501.0,250,10,0.4973207385797264,-0.09698051794626572,0.0032346328138975837,-0.10746707157248024,0.0685139329578219,1.331586504129518e-05,-0.38658954003018436,0.04252493846353155,r8010046.trees
0,2501.0,250,6,2.0301464234706033,1.4243993512801805,-0.5332468681077674,-0.23192186900149334,-1.9102506290936205,-0.6115455956915775,-0.28509021257311934,0.04377995854385283,r8010047.trees
0,2501.0,250,4,3.525339281471543,-0.5218989176558925,0.13106964666874976,-0.2689833991315181,0.5332252191821614,5.056170714293956e-07,0.5582179507874214,0.02772379841948439,r8010048.trees
