start,end,N,SS,FerL,FulD,bsfs,ZngE,TajD,FayH,btree,Colless,path,iColless,ibtree
0,10001.0,250,56,-1.2728996239967856,0.5774319276174191,-0.6126833051592254,0.8691468214279638,-0.35747128079537355,-0.21454939036293352,-0.3885104984693428,0.0400770616284075,9020033,0.0671179341019994,-2.3393176677718994
0,10001.0,250,66,-0.4277936140262779,-1.0389053618664916,0.7441504811261375,0.6712202352924319,0.7392440104142843,-0.0033730710810134165,0.15428406997814886,0.03654180288516495,9020034,0.05707669387226324,-1.2513278288578016
0,10001.0,250,47,0.4338639336890032,0.11032168173846968,1.3910477506161285,-0.3403794818568925,0.0204567085492562,0.06648584087669092,-0.1160273843198256,0.03734471937930935,9020035,0.05625728721336961,-1.5191223815494566
0,10001.0,250,42,-0.18334921868277265,-0.7784724774473061,0.6025405342533325,0.4160266514962975,0.6205853474597068,0.022838266811242045,0.09332186646844627,0.034279977051061394,9020036,0.05042751651768363,-0.8427278231744162
0,10001.0,250,70,-1.53038413299147,-0.8943969174224436,0.7772023832540708,1.9472571608613505,1.611285222404678,-0.09246807708573954,0.7132134731513955,0.029250334672021407,9020037,0.05532164500295087,-1.118510473542721
0,10001.0,250,53,-0.5246796453902154,-0.8969703402437369,-0.5121363256063883,0.11231021199313862,-0.7097387195745103,-0.13392091703073766,0.3797804367193625,0.03197216005289233,9020038,0.0674795958025651,-1.6118485167094767
0,10001.0,250,62,-0.7002572048857588,0.818443835204473,0.1122770733538987,0.7928596512338969,0.5184444962543138,-0.06032733096108224,0.5233033796281761,0.030133910938798476,9020039,0.0532290452131105,-1.0344695068364425
0,10001.0,250,64,0.12630813242102965,-1.5375513018060092,2.8234939263379397,0.3814347871121613,1.0967487066833468,0.1045452852561901,0.3700738652096824,0.03119074538623703,9020040,0.04936277367534655,-1.1646575837891364
0,10001.0,250,68,-0.9801998852800364,-1.3614877967535135,0.2732383977285625,1.1980724516534589,0.9221193924890598,-0.06808071892298477,-0.1243744601247866,0.041057374659930035,9020041,0.055083236170488416,-1.0665404449195677
0,10001.0,250,71,-1.1286646062068997,-1.178204664169863,-0.0794002302307997,1.0831837453956483,0.3897287848892203,-0.13049175841587432,-0.012290344304668306,0.03783413222783607,9020042,0.04669722533397346,-0.6955011779714179
0,10001.0,250,86,-1.785517388554578,0.19138071279928096,-1.1946277985618703,1.3204418903595014,-0.2734539236204912,-0.27150586236691604,-1.0928075585712225,0.051942260356562735,9020043,0.07657871629888731,-2.427987137045757
0,10001.0,250,56,-0.4893514090356282,1.5288829972029776,-0.6015240159622821,0.2259558594751176,-0.3842087116558019,-0.10210772037880593,0.0538377521716971,0.03533951474099161,9020044,0.07295310273351471,-2.2728629028633494
0,10001.0,250,62,-0.921114604900134,0.2415042062493798,-0.0733895811431766,0.8265132840180962,0.19027011357686985,-0.11815345602692028,0.4467080223094835,0.0311528371550719,9020045,0.04724175293549565,-0.9464906980767456
0,10001.0,250,82,-0.6061015684910342,-0.7628873683952674,0.09087135496247084,0.5937424056534515,0.23465042205408898,-0.06714300756177627,-0.07828510987705023,0.03648734723841603,9020046,0.06415523846538226,-1.6170136496091756
0,10001.0,250,57,-0.4674077037297101,-0.41905967781087744,-0.5023923423788332,0.1610789153565079,-0.491599308626983,-0.10724589549903547,0.09299327470891096,0.037272921028547054,9020047,0.05248413006866175,-1.1055566238719263
0,10001.0,250,66,0.2239821229799748,0.3214616444662292,-0.4864820494117502,-0.4461949302662606,-0.6018396570206377,-0.015107403050141618,-0.060462909464227874,0.03806069964251076,9020048,0.05623078825566194,-1.2455939563715015
0,10001.0,250,90,0.3509148810499408,0.2531483010837835,1.1556638731713629,-0.08236189446520574,0.451210135266353,0.08381455703512357,0.4611635115735693,0.03071010261060785,9020049,0.04471650041024312,-0.5737209315053398
0,10001.0,250,51,-0.22076476051514327,0.22141660071262032,-0.11301349489094573,0.046602842796559615,-0.30052651959060644,-0.056733418979392276,-0.1749853662517082,0.04116141987304054,9020050,0.054175646869000935,-0.8205368691623978
0,10001.0,250,59,0.6808493049842779,0.7036404225315982,-0.2444921797231439,-0.8955552627708556,-0.7892123398650134,0.03645517551996675,0.2735620560914493,0.03429398597976134,9020051,0.04822111024744137,-0.70666836223504
0,10001.0,250,51,0.8963212562300138,-0.4702188642782446,2.251149982773772,-0.8302214922113104,-0.24798444547105936,0.11266175490658413,0.002457902849945891,0.03482748197089433,9020052,0.049298576795661915,-0.7763025621316321
0,10001.0,250,64,0.057422794948599885,0.14263615365948998,1.6427012475864555,-0.035850731477060534,0.02374096102775495,0.010143150795879572,0.3710781171015737,0.0312762571021413,9020053,0.04617502267133048,-0.7313264008478343
0,10001.0,250,61,1.1246542413646283,0.29320740704667725,0.2505721054565327,-1.171058386890455,-0.6007427884522383,0.1154161033223378,1.7937386569682199,0.01950627873004811,9020054,0.056098947762375666,-1.6656922986867475
0,10001.0,250,50,-0.6832683126471234,-0.7733369363253902,-0.35555613603431435,0.5013110818025611,-0.11224394576165428,-0.11029942885602753,0.5774522690892655,0.027056115279978477,9020055,0.04535480632206244,-0.8452261854495332
0,10001.0,250,71,0.4519789449262257,-0.4161151127860693,0.8738206653154036,-0.06126209200490022,0.6860438933501574,0.11808621125050695,0.3325189330026814,0.03358595673014638,9020056,0.04430423306127737,-0.6261185972797854
0,10001.0,250,64,-0.26621490417613297,-0.4174263314956762,1.8627766820018736,0.8918909440562212,1.5367104028531908,0.08262417975124031,0.4160749411090056,0.030838898114451938,9020057,0.04796605777950511,-0.9457623361261618
0,10001.0,250,49,-0.6723988424280052,-0.7290367633705622,0.22997890321899825,0.7336041709206812,0.4408744591940312,-0.06446868167698057,-0.09656441902327816,0.04110376991838322,9020058,0.057548743360538925,-1.2890485868476045
0,10001.0,250,43,0.6168948818058495,0.7891274930930116,-0.2092148273183845,-0.7837437219445799,-0.6634500500946441,0.039282049477331715,0.383949476530795,0.03124071237511717,9020059,0.05623137712138878,-1.5363496647725534
0,10001.0,250,57,-0.4455318147748286,-1.3549983302157256,0.5684495368692889,0.6095700622306653,0.5709855003844007,-0.01966540929907195,-0.15135786854418934,0.03857005081256927,9020060,0.05664004993581364,-1.2032343006997397
0,10001.0,250,69,-0.822218078127622,-0.08095331164316516,0.1440204262965462,0.9482119299141464,0.6445216364904699,-0.06710031180364877,0.2771819255340999,0.032947200990341284,9020061,0.048190746858401336,-0.7898261677037812
0,10001.0,250,80,0.1768422788159402,-0.2526612774604861,-0.8870679668811624,-0.4681184541785515,-0.7325067867400904,-0.031893445566924104,-0.5504841140631197,0.04281224795122215,9020062,0.05941710389946885,-1.5000146382213615
0,10001.0,250,69,0.23761372749914905,0.4409500007110061,-0.3416270163365545,-0.3846048127246958,-0.436501515182372,-0.00020749695199000743,-0.010441845929973659,0.03446894539107193,9020063,0.05598199248607333,-0.9148580258588174
0,10001.0,250,64,0.7834053321598204,0.9827298813922396,1.1003229392316851e-05,-0.7742775992893414,-0.32324586411247497,0.08743225989107482,0.41645606039654376,0.028775007865563636,9020064,0.0723841602971024,-2.0930195058909105
0,10001.0,250,49,0.4880267458209297,0.3473511879829865,2.8266483924937367,-0.19587131849389589,0.452263710020669,0.108911679424727,0.21711225645183005,0.03405617691794658,9020065,0.044061550862950015,-0.7453827670477886
0,10001.0,250,56,0.5563697685254224,0.2602815710889005,1.9700183806838183,-0.5601664273561391,-0.2550049680162317,0.06107014133132393,-0.2374072193366063,0.0407056479533261,9020066,0.05058405665673446,-0.8333399287660003
0,10001.0,250,48,-0.5325527290653552,0.0482737356514252,0.4058205175625724,0.6955506468094934,0.6126395669605456,-0.029987033657243225,0.7296837298327941,0.02831397273682543,9020067,0.05716414043269854,-1.572008708822772
0,10001.0,250,51,0.4292180251326703,-0.12440113178281233,4.073073472384719,-0.2590122781190465,0.19858429741051206,0.07938617618710007,-0.0009033549301995117,0.03507173856717191,9020068,0.05699815390594636,-1.699499860845469
0,10001.0,250,83,0.5582220996961952,-0.3517647946928764,2.744904014042885,-0.3175242380445094,0.299740380958075,0.10171538655575227,0.22790198928719715,0.032467338335974184,9020069,0.04425047861697687,-0.5424697748277348
0,10001.0,250,63,-0.09548451654010576,-0.6612269439215189,1.5804548307376725,0.4882128455521907,0.9337031809278518,0.059811511163993934,0.6082456861348576,0.02801917346806581,9020070,0.044589648918253656,-0.5057764912741048
0,10001.0,250,43,-0.39985413144734144,-0.8282685532241703,2.573999253446933e-06,0.31086329493211223,-0.025039797017382983,-0.06252706787292547,0.03564123999468751,0.03737530768234228,9020071,0.06867613824473523,-2.0380386383959053
0,10001.0,250,51,0.9093303073687924,-0.12440113178281258,-0.15710210542996955,-1.0630711081470103,-0.7572948023414408,0.07376128176486849,0.13189975438536386,0.0328364147835582,9020072,0.05918512760720299,-1.4182258842617876
0,10001.0,250,65,0.5332754325445458,0.3713349732885832,0.4598244855599689,-0.5014224147395183,-0.16167867794063093,0.06400212382596096,0.4055527093690237,0.032835258083023344,9020073,0.03928617696592823,-0.2716976074694141
0,10001.0,250,57,0.5716315576202997,0.8288585253955876,-0.2680020451909116,-0.629276806708491,-0.384218202514928,0.05289854998145769,-0.092577172421717,0.035608070430389153,9020074,0.059938679448978724,-1.5469917688156145
0,10001.0,250,39,0.8759904523970015,-1.0570590881538549,1.3880953697217335,-0.8471786112664814,-0.33136411922099623,0.10717157471223766,0.1923977683757298,0.035177469066061694,9020075,0.08124973010320853,-2.443150859806914
0,10001.0,250,44,0.3999289657926213,0.311896382868925,-7.506147172558728e-06,-0.4646405612991722,-0.32932138432880464,0.03354119124309183,0.2879441742117675,0.0336473815171699,9020076,0.06171833736932843,-1.4620872854447264
0,10001.0,250,69,0.009214327801209078,0.17999834453392094,0.8656756055787761,0.2276202511281705,0.5319246648452247,0.04297813449888852,0.3828138924289518,0.03273068378652003,9020077,0.04378805544759684,-0.428776748911312
0,10001.0,250,81,-0.28207686950971705,-0.5107601692080787,2.506738035020592,0.7932145329307887,1.2726306318146514,0.0589312865071253,0.1809408136098475,0.030568125034701018,9020078,0.06323681824070475,-1.877416109812704
0,10001.0,250,75,-0.5357378227552756,-0.07085556480438296,0.8967831621371508,0.8783560857911508,1.006168788265044,0.002369190353716669,0.1644860112054141,0.03614163398461883,9020079,0.05287386103554,-1.0610487504806083
0,10001.0,250,57,1.0926868647892696,-0.4190596778108771,0.7749899037909789,-1.0502868784065358,-0.3865937576487429,0.12874220025584165,0.2687340468447097,0.0347217568829266,9020080,0.04535760909643537,-0.6268753237884004
0,10001.0,250,62,-0.12360687523004753,1.6838532786371132,-0.7669305597283341,-0.08825364347968015,-0.4269765104999215,-0.05156287147318568,-0.12852477856555355,0.0422590901239366,9020081,0.05607915533100142,-1.264514726188728
0,10001.0,250,83,-0.12975049514072493,0.086557376202566,2.4408888812298093,0.6499413773855294,1.2260260288503724,0.07668892614305754,0.11185772651769202,0.03412290929422273,9020082,0.04968907889623009,-0.9348402718810148
0,10001.0,250,52,0.28482124886971155,-0.5175456139137306,-0.3427819870152508,-0.3855508867619065,-0.3572514605014048,0.013427757655720737,-0.5336196156029559,0.043966187329965024,9020083,0.0629858142246405,-1.5328900502776202
0,10001.0,250,80,-0.4014816783285513,-1.6143465919002444,0.18727059890858128,0.4815377973176206,0.35432590158022154,-0.029143620392086355,-0.09673902451507332,0.040442316676284805,9020084,0.04987085438528307,-0.6995751735832889
0,10001.0,250,73,-1.0933321585228442,-0.4864913857363521,-1.583171949226592,0.17469295685005698,-1.5983530159745174,-0.2802360327181205,-0.6752872236328478,0.04821175692759918,9020085,0.07445663547490207,-1.878364216611376
0,10001.0,250,79,0.1368614335790073,0.011624348835882491,0.4788698671468506,-0.03635970750054142,0.1670014402608287,0.03229731604598718,-0.13142136471788626,0.041981167454197096,9020086,0.054117391223881706,-1.4870311238856198
0,10001.0,250,72,-0.09458302498800628,-0.4517636362606432,-1.08154162578047,-0.493440680273373,-1.2874392539345891,-0.11402199532289435,-0.34308574647596746,0.039881408808730985,9020087,0.06452332628003052,-1.6408665787873078
0,10001.0,250,76,-1.2864317674430237,-1.0619630068483568,0.34447013213127514,1.5636862824443583,1.1846055406920215,-0.0900978268492539,0.17088115401972176,0.03210397798427336,9020088,0.04260185904909962,-0.3558018163102683
0,10001.0,250,83,0.02680252474946855,-0.3517647946928768,0.5996535478912974,0.16777404801262996,0.4259912488159912,0.036755637240535474,-0.22393149502581008,0.04306689122079717,9020089,0.048551348250143435,-0.4530881385909633
0,10001.0,250,66,-0.0007600532009888469,-0.2226851580668592,0.9760286831821868,0.27014628458284085,0.6109390020997357,0.04788497406783975,0.2006618948064129,0.03452851937111556,9020090,0.06836776385940785,-1.7592791850188831
0,10001.0,250,55,-0.03726660180027185,0.6400270109984538,-1.1451418533922788,-0.5013148046693415,-1.213053102811469,-0.10207582118651992,-0.09660321674732597,0.040667633312405964,9020091,0.05826262037396899,-0.9231849315730608
0,10001.0,250,58,0.7076918615725851,0.4582695455082642,2.7275960779483372,-0.6248314478646195,-0.12387362331231565,0.09323857137796383,0.08323678669885624,0.03582516942073076,9020092,0.054399047804119714,-1.1978102805736623
0,10001.0,250,72,0.27491273783873765,-0.9531738397344416,0.9755282203703378,0.19455342308284032,0.9409162929092088,0.11264050531070625,0.4933127039584627,0.030725368266233805,9020093,0.044321498517790325,-0.4799788462982906
0,10001.0,250,56,0.4829897155738204,0.5774319276174196,0.2756318013459894,-0.4529679336973314,-0.14536519817697466,0.05906040207307441,0.09232077402963343,0.03637803903787192,9020094,0.06234615882886384,-1.3760164280966087
0,10001.0,250,51,0.4301154087528917,1.258869798198917,-0.3268757774369709,-0.5779677416143021,-0.530282821286126,0.02109602581916115,-0.4243257029665135,0.04373287654800805,9020095,0.06863259489571187,-1.9069125053154672
0,10001.0,250,54,0.062070922896685365,0.04871861545163324,1.2620919598149634,0.19371477731698675,0.5568551624101535,0.05353325985758619,0.6613469841974753,0.028556622804582394,9020096,0.04655866869236476,-0.710100384616103
0,10001.0,250,71,0.5869733648112284,-0.41611511278607005,3.7152181806986224,-0.3157839580513945,0.3569191463718137,0.1116090915825986,0.189878776636778,0.03058284305185145,9020097,0.05775521440601114,-1.6481861489729692
0,10001.0,250,48,0.19140573407971265,0.4139326065583215,-9.93631319928452e-06,-0.21757341181205425,-0.14574574235748752,0.016777287080271236,0.4528810525935069,0.03193543404386779,9020098,0.05263635185904912,-0.8575608161767553
0,10001.0,250,45,1.4264890136024058,4.121237010787074,-1.9676666152869304,-1.9393842056062,-1.8227386113053707,0.06662666572445848,-0.0012447320832079194,0.0415317182709332,9020099,0.06851599948179816,-1.9059954101272192
0,10001.0,250,51,0.6316352472267511,0.5672343332080522,-2.9050317334863222e-06,-0.7598815040640677,-0.5751696851987861,0.04729684815957493,0.4309787650856512,0.03259619121647881,9020100,0.05513991449669646,-1.2420071626192168
0,10001.0,250,68,-0.20853426333157266,-0.8323752647235949,0.3995823850133806,0.4275562652112413,0.5871337860660697,0.01616590557778963,0.18217434966548746,0.032672285065559366,9020101,0.051014542039124235,-1.0285097398064378
0,10001.0,250,83,-1.0205364029171151,-1.4475702219314832,0.631926533801126,1.3763233281291185,1.2417845030425652,-0.04736598407345572,0.2467509266765325,0.03400834520879215,9020102,0.04234140864533403,-0.37874781767309135
0,10001.0,250,70,-0.04332821145839391,-0.6369527735835623,2.38888900312438,0.5228847509603217,1.103592963807713,0.0801636796953165,0.3193632088443963,0.0318350012955046,9020103,0.04231673236725705,-0.2959627535790409
0,10001.0,250,86,-1.145271767774812,0.8270563744234194,-0.8138089040126885,0.7643536736134054,-0.360974633723195,-0.18849154811828034,-0.1854342745852391,0.04426434390312674,9020104,0.05817220494882758,-1.484477790544015
0,10001.0,250,58,0.5996903258541094,0.1512944310730157,-0.2767035972545622,-0.8283176749181393,-0.7857366266704093,0.025017973716046936,0.2878063165871349,0.03467903873558751,9020105,0.04855263347295994,-0.7669131437957439
0,10001.0,250,39,0.01500709219609414,-0.6152804950534946,1.4048395660218949e-05,-0.08840754833499899,-0.17707871176715176,-0.012268736875815695,-0.16963849018977528,0.03772204567796805,9020106,0.05956545074306443,-1.6008803712638824
0,10001.0,250,59,0.13989787111112298,0.09938217464361268,-0.2376954731072547,-0.3657444093929035,-0.5758630703014787,-0.025276285439396556,0.4112551429971472,0.03172989725651989,9020107,0.046594982078853035,-0.4155901180253452
0,10001.0,250,60,0.0037234782616635976,0.9413859705329132,0.644531315554989,0.1933233747291908,0.4466275510412997,0.03586993223131416,0.4160410937077849,0.03172027946745724,9020108,0.05642786198557671,-1.5641800692357586
0,10001.0,250,72,0.17684286424304885,0.04964656721315528,1.3154752589816612,0.01453424059844256,0.3553175039461226,0.0529369861318796,-0.28784474251633324,0.04053444962646283,9020109,0.04953454370477301,-1.15008717423929
0,10001.0,250,63,-0.12768056904298228,-0.3770391951913381,2.4764009967958125,0.6359900172499691,1.2102943286317347,0.07696507719663613,0.5749546842965048,0.028395415277408444,9020110,0.03709559646209471,0.03949317719488418
0,10001.0,250,74,-1.896240369891932,0.9455292573211422,-2.1184665829079288,0.8576958994413785,-1.5188394197761308,-0.3877928441333043,-0.32113902910557657,0.044872549827854935,9020111,0.0599559528436326,-1.0583690837228126
0,10001.0,250,68,0.1723034436854378,1.019518597381122,1.600766303319145,-0.0022810227187659844,0.309581326292496,0.0489455109851527,-0.6778254269965103,0.043277626635574565,9020112,0.06648294055989354,-2.0477271016405183
0,10001.0,250,82,-0.16670091210991198,-0.984583801270448,1.8011222361602923,0.6728914522190103,1.2110121966018257,0.07037067589621603,0.4594903022816874,0.03059681685040715,9020113,0.04005740704754502,-0.1830731284143012
0,10001.0,250,64,0.3836806243004651,-1.2575200592284257,1.9446643942177009,0.2505994226138781,1.2708944008626786,0.1553403711412541,0.3939267889763696,0.02956179556937427,9020114,0.0378935095219588,-0.29270510671660555
0,10001.0,250,65,0.2448757102293158,-0.7326443908444596,1.8682748415281465,-0.04006121663936337,0.35709408285647365,0.0633103597506139,-0.24910105046075964,0.04124022973614889,9020115,0.05526136805285658,-1.0989760181195587
0,10001.0,250,46,0.6082728274515009,-0.20536846665308656,5.848758398705178e-06,-0.7398960144898606,-0.5759009092738749,0.04456089328459333,1.147907829885055,0.024464644719859124,9020116,0.05486461976940018,-1.1211697267332812
0,10001.0,250,46,0.8476468832713184,0.9352528642313028,0.2846065044299774,-0.7996188749708558,-0.2699639750623676,0.10518916926003816,0.04426591373024495,0.03547895698478006,9020117,0.04971204465957672,-1.0676518344622046
0,10001.0,250,63,-0.6623135474328548,-0.0928514464611578,0.19090125385131895,0.6581063286605208,0.2815185478660667,-0.07340137275823858,0.08719705295016587,0.038095505962730376,9020118,0.055497130838343886,-1.1821912182473309
0,10001.0,250,50,0.5232781851644288,-0.4211500414807816,0.9544593976453928,-0.17122976545041887,0.5735389019764094,0.12362258227237667,0.06910897161518299,0.03465960616660189,9020119,0.04855983072073239,-0.8860127972060317
0,10001.0,250,83,-0.8486033476157182,-1.0092480510360402,0.683578096998063,1.2628261483254326,1.2987980711990372,-0.0187714810258879,0.4187638516017304,0.03179526254423466,9020120,0.07156763253731774,-1.745822008629098
0,10001.0,250,66,0.8690455705233996,0.3214616444662293,-0.7407627021015036,-1.2126703889540609,-1.1597365466281766,0.03371972360791604,-0.20153524814182355,0.039568945758218975,9020121,0.0655760873405646,-1.832128303473002
0,10001.0,250,48,1.0128971195541292,1.5109092192790097,0.2423084548547205,-0.9708368159130232,-0.35665895390420266,0.1221977302329641,0.5696978678757398,0.029138443173616125,9020122,0.043543676170959486,-0.4854540249155925
0,10001.0,250,66,-0.2551816403400969,-0.4947585593334029,-0.5782015542678327,0.03008038620137898,-0.3983943127289895,-0.06795035211898237,-0.3522811177590708,0.04221431179262505,9020123,0.05477825279613077,-1.42772549952202
0,10001.0,250,82,-0.4378742694737819,-2.314762398521533,0.2827966566366975,0.6071977435695965,0.5705534607034276,-0.017432058254949694,0.012480292530121312,0.03848562155985398,9020124,0.052553763440860234,-1.129132562841947
0,10001.0,250,95,-1.1256781658081578,-1.8447119226378237,0.10934944863086772,1.173170286894866,0.5903416257467159,-0.11124773156266818,0.28502989077091945,0.03395224523285153,9020125,0.06308660671607454,-1.4871118928651172
0,10001.0,250,56,0.597687615561238,-0.6911694984966578,0.8148707806956309,-0.5367167568682746,-0.12554648513446973,0.07740737659193288,0.026729567734217856,0.03571863210417428,9020126,0.037216313936096285,-0.07928430273258945
