start,end,N,SS,FerL,FulD,bsfs,ZngE,TajD,FayH,btree,Colless,path,iColless,ibtree
0,10001.0,250,49,0.214111201940116,-1.8054247147241107,0.6536021561931281,0.0025842589757029827,0.4015192949003655,0.06412002187158178,-0.03166851588510008,0.03561625534395646,9020000,0.05034654748024355,-0.7328149648007221
0,10001.0,250,49,0.2766721594931412,-1.0878327471550786,-1.0431590782065957e-05,-0.2423450929646248,-0.04486325546390159,0.03751060225529628,-0.009060722767545621,0.0374747041558894,9020001,0.05614393056095349,-1.2888802552061678
0,10001.0,250,74,0.24864468040858664,0.21259780695992314,1.4631111940215744,0.21617030772041693,0.9410315896257528,0.1086902925340263,0.4475123539605675,0.03009947374502368,9020002,0.04318632765356844,-0.4987805075198941
0,10001.0,250,60,0.5222556450388459,1.5362542753452304,0.6462746956486505,-0.3916115824604941,0.06699167722155777,0.0810709452066084,0.10971228393193637,0.03209194739415518,9020003,0.0502245541305005,-0.8278755214581547
0,10001.0,250,63,-0.2368240401960653,0.4755240509992033,-2.1389786535180947e-05,0.23890169874233394,0.10879631034867457,-0.025605130031943698,-0.12427750913237814,0.03911794129924717,9020004,0.05734689911720615,-1.4084059346146292
0,10001.0,250,63,0.7057469346964892,0.4755240509992033,-0.471791068335421,-0.9161729290178496,-0.7879587014275399,0.039753439656114935,0.4509845766906477,0.031460306420929895,9020005,0.04985926109128596,-0.6442841061728607
0,10001.0,250,73,-0.6546527270324509,-1.971289871527501,1.0739923172990498,1.126073445715024,1.3499439548397234,0.012224745374412987,0.6270157178612832,0.028333274446760662,9020006,0.04492701990758733,-0.30308980061963364
0,10001.0,250,61,0.9821997978503372,0.2932074070466777,-0.4409779062847872,-1.1037992596476625,-0.7089660829273811,0.08623496805741715,0.3396490645084453,0.030702109513322112,9020007,0.04326265636020785,-0.6759718283312871
0,10001.0,250,46,1.2534582905904863,-0.20536846665308575,-0.8406149127514222,-1.5441638689672597,-1.2315550920196712,0.08820060050447986,-0.0669631692685935,0.035777518676857974,9020008,0.048381698838364205,-0.6925324855998133
0,10001.0,250,54,0.1820302813977768,-0.9353579182464252,-0.06700137188325424,-0.3713482675191444,-0.5133353135299055,-0.014217250168208203,0.4393283252223869,0.029741426878361718,9020009,0.061295360654085876,-1.381360899240775
0,10001.0,250,55,-0.0037612099436164525,0.6400270109984545,-0.4148803750223856,-0.25056292885184434,-0.5789508590651536,-0.046662478035528435,0.01191037585606708,0.037705661355097814,9020010,0.06284411840912035,-1.5657384884562582
0,10001.0,250,54,0.4846594504864798,0.3767441266843191,0.5050336465742534,-0.3459780899958895,0.1017401848335333,0.07928437191722157,0.6882219240190112,0.028153234203240687,9020011,0.040077360131771315,-0.009774613717021294
0,10001.0,250,53,0.26179320901555075,-0.22947315298874715,1.152797571650408,0.009140848239518915,0.5031653260344999,0.07872762573003424,0.3462231334386856,0.03231613886022399,9020012,0.0600754271566553,-1.6352725128908612
0,10001.0,250,88,-1.1465364856244908,-1.3318790001717646,0.6824652536349989,1.7017569662673364,1.7411310896292358,-0.026087025943184943,0.24399804727429525,0.031595275109655215,9020013,0.044650182912911236,-0.5881071983924733
0,10001.0,250,64,-0.3651113017548343,-0.1373950889180932,1.1003229392316851e-05,0.28529061774599856,-0.020830116104111857,-0.05424885706388445,-0.3332513151553514,0.044629053849807816,9020014,0.07219697649157425,-1.893597491366132
0,10001.0,250,37,-0.2183861916364575,0.8964056594028802,-1.46754608937489,-0.19222633781274626,-0.8553310034499235,-0.10459427174953516,0.2550377218822069,0.03228933531679555,9020015,0.05587223445754344,-1.59455384515616
0,10001.0,250,60,1.1325702405003208,0.9413859705329128,-1.4234915441479357,-1.5793340897882029,-1.5156064726302123,0.04442997422295628,-0.7991562280641311,0.046265217271824345,9020016,0.058660448244591275,-1.4759637999237167
0,10001.0,250,61,-0.03169022583870927,-0.2925590550937999,-0.0575250140591809,-0.13319831574397825,-0.360912590531365,-0.03310347475482489,-0.5913374803863256,0.046611905337128834,9020017,0.058434197619972976,-1.4277009343714808
0,10001.0,250,63,0.4501131698339427,1.0438995484595637,-0.4902315262043838,-0.5844282578595726,-0.5027939859788331,0.025334541811257633,-0.09304249606523284,0.03643144004589788,9020018,0.05452131105065424,-1.5036235233982533
0,10001.0,250,64,1.014669922282596,1.8228236091249888,-1.0093610875734127,-1.3342926064221452,-1.1708070916472937,0.054027861040957435,0.16302218592286202,0.03289745872146233,9020019,0.0673250185492704,-1.9742360994398096
0,10001.0,250,61,0.22120221622577732,-0.8783255172342774,1.59459855151769,0.18240220439527904,0.8201713853009576,0.09683331372991053,0.09620846434873796,0.03697472402342819,9020020,0.051260340902781636,-1.039537015943423
0,10001.0,250,51,-2.5471384439515514,-0.12440113178281224,-0.9648218321904172,1.6971670474240994,-0.8118034544096363,-0.4417162974499372,-0.4976897620191138,0.045899033923713285,9020021,0.07610765643218034,-2.160038966567297
0,10001.0,250,40,0.009179884028470049,0.6232130834489796,0.5472378058304591,0.03951359991709101,0.1086390332163945,0.010318929558162227,0.04331704080552577,0.03732416934290644,9020022,0.0527702206676167,-1.1906434758780164
0,10001.0,250,70,0.5235586070502106,-0.6369527735835622,1.6309981252008707,-0.2724965048894183,0.3391927068755349,0.10130611888900147,0.6456959632072523,0.02830214868691355,9020023,0.046563269205855684,-0.7992588370573442
0,10001.0,250,48,0.4545178036193506,0.7795914774652165,-0.4177623137518466,-0.6421633102187124,-0.6343247342699694,0.016610650368864444,0.11228639766347694,0.037745965942623534,9020024,0.07890702595327546,-2.1679869663329563
0,10001.0,250,51,0.2556796920249064,-0.4702188642782444,0.9878382677845259,0.10966628044581164,0.7228495351785269,0.0957478861815964,0.01934624421292208,0.03903139439478344,9020025,0.04710778598264024,-0.5182350814452271
0,10001.0,250,51,0.8697069057752624,0.9130520657034852,0.5022628404507355,-0.7999025318030161,-0.22764091878193055,0.1103569374960814,0.9771617340589038,0.024311103434046827,9020026,0.048561989895064134,-0.8639858266174631
0,10001.0,250,62,0.09786768511328077,1.1069136496820196,-0.1894288183787413,-0.19737299826481086,-0.26913138888170124,-0.007088212730031129,0.7072164874164643,0.027540268601286864,9020027,0.06419814153976612,-2.131283402100163
0,10001.0,250,78,-0.21820431080591815,-0.1825855303375718,-0.11405373147283167,0.055030843853788695,-0.27296807781394866,-0.05206461857063205,0.07462677372552187,0.03876275131744461,9020028,0.051256639461070085,-0.8555885215087468
0,10001.0,250,51,0.5010147374592359,1.2588697981989172,-0.4190888704908745,-0.667711864422853,-0.6050350045545362,0.025588104265287882,0.11188375380516176,0.03338272444617178,9020029,0.060649857494494114,-1.4683371446382354
0,10001.0,250,72,-0.40745958054740733,0.8017618724238542,0.5895403971313659,0.7203520253887545,0.8846778022962921,0.011064501973754559,0.5636186900105379,0.029896082023948323,9020030,0.05574313382562508,-1.5484069399272085
0,10001.0,250,85,-0.8897175107086633,-1.271183863294312,-1.5226896589755905,0.2310530222952301,-1.0956243242886332,-0.209604654654556,-0.8837487729407252,0.04734843349391567,9020031,0.08852830677548904,-2.7981474367376697
0,10001.0,250,83,-0.5202064432873638,-0.5709258801405984,0.7139324072210158,0.8150993424791685,0.8883172796404714,-0.0043728150873597145,-0.11313834528661552,0.04063752228044547,9020032,0.047788878474048,-0.5645556917615605
