#/home/enes/bim/BIM.py trees/r8070153.trees,trees/r8070154.trees,trees/r8070155.trees,trees/r8070156.trees,trees/r8070157.trees,trees/r8070158.trees,trees/r8070159.trees,trees/r8070160.trees,trees/r8070161.trees,trees/r8070162.trees,trees/r8070163.trees,trees/r8070164.trees,trees/r8070165.trees,trees/r8070166.trees,trees/r8070167.trees,trees/r8070168.trees,trees/r8070169.trees 250 --stats=all --eta=etas/BC.json --out=outs/766465986.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,ZngE,FerL,TajD,bsfs,FulD,btree,Colless,path
0,10001.0,250,97,0.08600402683484132,1.4994013426192476,-0.6181884889379874,2.2381477095438393,3.8236871224052065,-1.114607225139374,0.24344043816492472,0.03233433212558871,r8070153.trees
0,10001.0,250,101,0.1420688625358184,0.8426683346675365,-0.008516199576414933,1.8688440608530725,1.9000177438903543,0.26253889200448494,-0.19788075803340535,0.03716247478392833,r8070154.trees
0,10001.0,250,103,0.10060088485766044,1.5860649785260592,-0.6174908467961768,2.429140846685716,2.292737491403216,-1.2278183397272016,0.8933727019199572,0.024694544306257282,r8070155.trees
0,10001.0,250,98,0.14124586141446566,0.6614531567097147,0.09947012339556438,1.6601566867735698,1.5544623301486742,-0.573165214923614,0.677167958966255,0.027680932458486702,r8070156.trees
0,10001.0,250,96,0.15962487277859164,0.6205918330872504,0.19004685671232038,1.7335000150373157,2.5674826327425664,-0.712823889072622,0.6819715756183584,0.027046980311651907,r8070157.trees
0,10001.0,250,92,0.044849770994638015,1.1383709373401167,-0.5437151073344281,1.567283211595151,0.8912904170564655,-1.6056500119630046,0.4977325655848699,0.02924601632335795,r8070158.trees
0,10001.0,250,88,0.08920298741836824,1.3494288569279005,-0.5166040885012724,2.0925059867579505,1.3238407799134024,-1.1245708080926962,0.17910165505559544,0.03219917794344534,r8070159.trees
0,10001.0,250,100,0.0993184409502423,0.845108875139115,-0.16459914562967357,1.5926587403018277,1.6046517240960487,0.11163370075576909,-0.044330489237178666,0.03765600034546789,r8070160.trees
0,10001.0,250,117,0.10809941808316625,1.301793760963514,-0.41088794484253904,2.1596824169022657,1.8259484168130085,-0.8172312642163116,0.15195115276623816,0.034106934651046576,r8070161.trees
0,10001.0,250,104,0.14211571660580408,0.9372655488240244,-0.06575420925002275,1.9753533552272087,1.3656707471834288,-1.4222003839254316,0.7631983638579899,0.027074385216631622,r8070162.trees
0,10001.0,250,96,0.12806542260104903,1.4247818011402373,-0.4210338505423955,2.4285045196379795,1.6011324686953095,-1.476026189604333,0.4628097951153898,0.03141723220425125,r8070163.trees
0,10001.0,250,115,0.1585578479322477,0.5449437544511697,0.24030732870262209,1.6474976251058904,2.290521029201731,-1.420152276870945,0.464257997664443,0.031676706827309234,r8070164.trees
0,10001.0,250,106,0.11417939154183683,1.0907627256657533,-0.2611498866486235,1.9643874217694124,2.5220666692469758,-1.106284314495033,0.35876653217774906,0.027997705106138845,r8070165.trees
0,10001.0,250,117,0.12191728728803587,1.177738990419159,-0.28382855832856063,2.112232066742228,2.9592724141808637,-0.02812453802953388,0.26140444420849435,0.0312556678326208,r8070166.trees
0,10001.0,250,89,0.07916820404127804,1.248960546348732,-0.48997277579681875,1.9145648819469971,3.5741296915724647,0.6996545057888047,0.05548389618782295,0.033789878750365855,r8070167.trees
0,10001.0,250,101,0.12134104968906333,1.4270070774083214,-0.44481110537346213,2.3869356252211333,3.0060733224374014,-1.3732677317779673,0.9666813255858512,0.02488109118501657,r8070168.trees
0,10001.0,250,80,0.0657626914446575,1.1640273284440261,-0.48773996291752186,1.7341888946753927,4.263582678928215,-0.47960882986711245,0.16581142568527413,0.035543935271879296,r8070169.trees
