start,end,N,SS,TajD,ZngE,FayH,bsfs,FulD,FerL,btree,Colless,path,iColless,ibtree
0,25001.0,250,116,-0.2446333531378573,-0.046786566111374384,-0.029331646925817245,-0.2536854009918137,0.31598808382364263,-0.07791600070397056,0.050828119768646256,0.03834323468991172,9060000,0.04933389471865958,-0.8115921699625133
0,25001.0,250,168,1.2442267487076255,0.5917374029882316,0.0887511191800971,1.8583788849699368,-0.5044918558857961,-0.035751028987365575,0.047593003028611726,0.03399194232632485,9060001,0.043684224564291316,-0.6121627077456057
0,25001.0,250,170,0.029062536631585107,-0.147593260854727,0.028892824228304158,0.4240533195114347,0.6741425022672615,0.1985329536611473,0.18711097377974512,0.034394174940230136,9060002,0.05498506121259232,-1.1477931314159673
0,25001.0,250,161,0.1874509565029868,-0.4518806418694453,0.1035060227934373,1.0336712977292106,-0.045250646059781685,0.6628599682284094,0.461003428990881,0.03246194040014483,9060003,0.04796789104073017,-0.7737955564871368
0,25001.0,250,177,1.3300925915461728,1.1802520807824322,0.003998828482777198,0.8744224864427886,-0.0013928079594844039,-0.7139024124980499,0.5308632321841752,0.030015222179038764,9060004,0.040150850965753486,-0.1913868496833089
0,25001.0,250,129,0.152736345273094,-0.3738277027051917,0.08620414176214189,1.5287347132686189,0.8409687839117498,0.5470454095577657,-0.049308034534217914,0.03923148968162442,9060005,0.053551216751556316,-1.3399007452664595
0,25001.0,250,169,0.7580208360517746,0.4844459662297602,0.033467590346780735,1.4373558133299429,0.4750812398617016,-0.1748186435359384,0.002973145157061711,0.03465731337999715,9060006,0.0464859437751004,-0.7896503698162174
0,25001.0,250,177,0.7836363101222104,0.53205278934471,0.029439615913235375,1.0537892337105843,0.2099303714867616,-0.2189263349122408,0.19481191977790616,0.03343049617826143,9060007,0.03808254743794137,0.022238906501548403
0,25001.0,250,147,0.3945700837722365,0.561072851553991,-0.034314980450249236,0.4899668340235945,-1.0247217398169388,-0.4733032267222699,-0.31009357544948424,0.043007567021125216,9060008,0.06319749042251957,-1.4623417635017344
0,25001.0,250,194,0.4609309295896688,0.5921464403626263,-0.028769380789709142,0.40271731222877216,-0.2705017038120256,-0.4730741944729158,-0.12221399626801885,0.037405536122986575,9060009,0.04749013977055175,-0.8982365186380821
0,25001.0,250,173,-0.2441993134519312,0.3836905953522276,-0.10039611612001233,-0.5268682907178885,-0.3627518936321141,-0.6103669531547486,0.3910486311048945,0.032311062431544364,9060010,0.04941969014578237,-0.8420173870606884
0,25001.0,250,151,-0.007658923001172132,-0.2245065058391628,0.03636605434652545,0.9302639758430474,1.2638753589689935,0.2731096054623928,0.5360070335365663,0.029528765342989975,9060011,0.04636287083819149,-0.6295745952326232
0,25001.0,250,172,0.8933794816262417,0.05678636756261553,0.12483854940763756,1.4282900412016335,-0.8902643025090399,0.4291592566043991,0.2513784387398379,0.03351403098779701,9060012,0.042316301967058025,-0.3797760840698496
0,25001.0,250,187,1.5931817713756833,1.3033310832574916,0.023258598241974238,1.7862489742392131,-0.5660609885440865,-0.7178857173029863,0.005278433359678721,0.03868911832463093,9060013,0.047540602291865415,-0.5269662566999044
