#/home/enes/bim/BIM.py trees/r3040050.trees,trees/r3040051.trees,trees/r3040052.trees,trees/r3040053.trees,trees/r3040054.trees,trees/r3040055.trees,trees/r3040056.trees,trees/r3040057.trees,trees/r3040058.trees,trees/r3040059.trees 50 --stats=all --eta=etas/Fn.json --out=outs/991289817.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,ZngE,FulD,bsfs,FerL,TajD,FayH,Colless,btree,path
0,100001.0,50,426,-0.4175058517214775,0.15009377754055453,0.4059815178860118,0.479956531214365,0.006268777152404798,0.05730560392080836,0.11878522837706519,0.41068108546368365,r3040050.trees
0,100001.0,50,504,0.2994623278393996,-0.20650202324701294,0.16731717140362884,-0.2373403769817645,0.17652137107871047,-0.015743083647947784,0.1276886945254291,0.21969368229045225,r3040051.trees
0,100001.0,50,413,-0.21457933919446773,-0.02847156021156877,-0.10618663933036622,0.21251821775015323,-0.054787630193054694,0.02136649498452299,0.13201157656044882,-0.1973894031579806,r3040052.trees
0,100001.0,50,403,0.30892456758664927,0.3831802941208372,-0.490611757117864,-0.44421805758684424,-0.15581878667025345,-0.06356338794686964,0.14709595959595959,-0.45895654291361226,r3040053.trees
0,100001.0,50,416,-0.05146451426598285,0.5532263843064159,-0.009469448395780154,0.0721264599124446,0.022772269012128435,0.01013933288324287,0.11617707689136254,0.5683294900626905,r3040054.trees
0,100001.0,50,365,-0.022310915759900234,1.2922519269884658,-0.39227146054052386,0.031620498325908096,0.010469362491690417,0.00448806804441695,0.15531098153547135,-0.6889219496548006,r3040055.trees
0,100001.0,50,283,0.4760040610329283,0.05740228656431255,-0.26865303526280265,-0.5060127030019094,0.06400512593144204,-0.0559370971364167,0.13410325370458265,-0.7415846834264421,r3040056.trees
0,100001.0,50,448,0.23157453065853442,-0.11817581430178307,-0.0677962273242056,-0.24777684579029302,0.027752062128224605,-0.02739875026796755,0.1285821091721713,-0.14042958189470112,r3040057.trees
0,100001.0,50,590,0.3916146672812709,-0.028524342406990595,-0.3985976424607714,-0.47101900473098995,-0.04158066496897083,-0.05846633724913334,0.1318203629999718,-0.24322248473668953,r3040058.trees
0,100001.0,50,417,0.42714802894464693,0.9347014662266546,0.10965371272042011,-0.3676898926481811,0.20299189040849247,-0.029405546941845894,0.10710152116402116,0.48444711610585983,r3040059.trees
