#/home/enes/bim/BIM.py trees/ir8100058.trees,trees/ir8100059.trees,trees/ir8100060.trees,trees/ir8100061.trees,trees/ir8100062.trees,trees/ir8100063.trees 250 --stats=all --eta=etas/BC.json --out=outs/770124628.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,TajD,FerL,FayH,FulD,ZngE,Colless,btree,path
0,2501.0,250,13,-0.5300072355327476,-0.8080743725115213,0.9367006417268985,0.10399837465229404,2.102545607051514,-1.0718477343020243,0.05240316103122167,-0.8411507112068461,ir8100058.trees
0,2501.0,250,13,1.3138965276583792,1.8685655024038976,-0.22187928126575052,0.1421728091472257,-1.2721674407506367,0.9292461296950353,0.04088126700349786,-0.2552876104142664,ir8100059.trees
0,2501.0,250,10,3.590780419323368,2.421323546539411,-0.8210604469365026,0.08228451895002646,-2.2591619954937,1.6104583989913086,0.057568985619898955,-1.3047491745174624,ir8100060.trees
0,2501.0,250,10,-0.8663539825398348,-1.1140150077688342,-0.10725585130481925,-0.142002272128241,0.49732073857972664,-0.35528537973938584,0.05306710713823034,-0.720795415530736,ir8100061.trees
0,2501.0,250,5,0.8674171956978447,0.9193793706289681,0.2405159750798697,0.1955413347262366,-1.854344998188919,0.15767384156519082,0.0718681176318176,-1.5557072278931277,ir8100062.trees
0,2501.0,250,9,1.5434375036593158,1.900836807109246,-0.1718797500954943,0.1712626131705454,-2.200729241468039,0.8829518160080043,0.07348749838061924,-2.400052489804373,ir8100063.trees
