#/home/enes/bim/BIM.py trees/ir8060154.trees,trees/ir8060155.trees,trees/ir8060156.trees,trees/ir8060157.trees,trees/ir8060158.trees,trees/ir8060159.trees,trees/ir8060160.trees,trees/ir8060161.trees,trees/ir8060162.trees,trees/ir8060163.trees,trees/ir8060164.trees,trees/ir8060165.trees,trees/ir8060166.trees,trees/ir8060167.trees,trees/ir8060168.trees,trees/ir8060169.trees 250 --stats=all --eta=etas/BC.json --out=outs/492574376.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,TajD,ZngE,FayH,FulD,FerL,Colless,btree,path
0,10001.0,250,44,5.159031768484225,3.612330217400088,3.12429970145765,0.001666514618538562,-1.6679364647819426,-1.9357711914468854,0.036031221660836894,-0.16903116741756755,ir8060154.trees
0,10001.0,250,66,4.202561347606506,3.007108022346647,2.622599264706404,0.005474373505260397,0.32146164446622955,-1.606546224692874,0.053714859437751006,-1.662999991408169,ir8060155.trees
0,10001.0,250,35,6.052444720366589,4.412207974537873,3.5885708758384696,0.03777619883085666,-2.793368868861963,-2.11238451189361,0.03967482834564063,-0.05641604180986425,ir8060156.trees
0,10001.0,250,45,5.729100997600245,2.7731859000231824,2.3068344904986406,0.018877959527558642,0.6299017907174052,-1.3703538038031478,0.0320313512112968,-0.005212355280263912,ir8060157.trees
0,10001.0,250,47,5.871282328146598,2.3376387561334657,1.9026592252204169,0.02434899816582638,-1.380840408366428,-1.1002439745544643,0.05812497301032085,-1.7603947858841102,ir8060158.trees
0,10001.0,250,53,4.977454140833456,3.4629926127492743,2.8205060105256567,0.0380873801954007,-1.5644675274987265,-1.6210640390463327,0.045472211426350564,-0.79670212268483,ir8060159.trees
0,10001.0,250,45,6.296077092952006,4.06184847951128,3.479651186746776,0.008812409372607638,-1.697655022662375,-2.132461687637019,0.035658764088612516,0.11888477777206774,ir8060160.trees
0,10001.0,250,52,6.240403372875934,3.267875902236398,2.7046932433517488,0.027707849564302025,-0.5175456139137313,-1.5848644573338138,0.040193030185257154,-0.4936005656664223,ir8060161.trees
0,10001.0,250,54,6.199760418967319,2.761386838366526,2.2752225241113067,0.025882255095718686,0.37674412668431906,-1.3237590795714658,0.04466252105194973,-0.7982061705888605,ir8060162.trees
0,10001.0,250,65,5.4543188867479335,4.372847838628837,3.834590879269565,0.0038577004685685246,-2.6646082780772837,-2.3636352110099264,0.049941702293043136,-1.1517912138824755,ir8060163.trees
0,10001.0,250,52,6.039278587607541,3.741511949219987,3.2197339317040257,0.009194031776757856,-0.17786999266109943,-1.9672980172302987,0.04210389946884312,-0.8036490699465108,ir8060164.trees
0,10001.0,250,52,3.4648145719114063,3.562337833566148,2.9741358256841903,0.025493177776131616,-0.17786999266109912,-1.7596117301050898,0.03850887420650343,-0.05531584207820331,ir8060165.trees
0,10001.0,250,51,5.262189446099656,4.104096997328084,3.536921564999395,0.008606551566885098,-1.5076720617645416,-2.1664972212562024,0.04435483870967742,-0.7131130691729004,ir8060166.trees
0,10001.0,250,57,5.818541246264724,3.127764418247091,2.5904059609248624,0.02782642679154633,-0.7310392286124935,-1.5116131662867704,0.03679233061277368,-0.08082459235875503,ir8060167.trees
0,10001.0,250,50,6.0637838154370876,3.170873404894198,2.6633139522378286,0.01898894615396188,-0.42115004148078133,-1.5894484317256325,0.0325171654359373,0.055065732185272304,ir8060168.trees
0,10001.0,250,49,3.836816988550344,3.1423517283962012,2.7545853364180526,-0.0028523339399112676,-1.0878327471550784,-1.7199751198899076,0.03590167120093277,-0.24303223571729987,ir8060169.trees
