start,end,N,SS,bsfs,FulD,ZngE,TajD,FerL,FayH,btree,Colless,path,iColless,ibtree
0,10001.0,250,109,0.6689737794873258,-1.1601212429968146,0.7966916025573147,1.470594169219791,-0.17030161222090315,0.08886124636113964,0.4252906278789541,0.03160613316951469,5100000,0.04269551323573865,-0.19348582048493487
0,10001.0,250,92,0.9143665388040176,-1.6056500119630048,0.2100217873556765,1.4390223678716811,0.5345036443282216,0.18536541910363336,0.2018233376118809,0.032721387341480626,5100001,0.04191840676488947,-0.35998443747083325
0,10001.0,250,97,1.3847077147116649,-0.7367665365394063,1.0208250225429218,2.1918842279613657,-0.051554805164466436,0.16117457444172262,0.0973671568577694,0.034178042816426994,5100002,0.04485900591613767,-0.5193221772471693
0,10001.0,250,83,1.026936091710865,-1.6667313073792047,0.9035488688089376,1.6983014448551772,-0.1837492683212752,0.10566509634288868,0.6464702637889365,0.026929597773985143,5100003,0.04068964028155633,-0.3349578780070529
0,10001.0,250,105,0.6621858295510499,-0.9125672286020404,0.5978377054979791,1.294335780559038,-0.022739706452007208,0.09589162701811972,0.5809899608974358,0.02888549103033526,5100004,0.034913848944163765,0.18176701355414676
0,10001.0,250,86,0.9243246719731516,-0.8680787232409515,0.37872846608784294,1.3203202645293222,0.2587670233420277,0.13832141473202852,0.2146904332404128,0.032671629445823,5100005,0.04249255084855552,-0.5100042493027733
0,10001.0,250,81,1.3100770009539318,-1.1836338167682945,0.5578850286730429,1.5578786153758137,0.16631469033534854,0.1442392745264476,0.8478484421781148,0.02611089519367794,5100006,0.05405492939499936,-1.28377736750759
0,10001.0,250,110,1.991500267598136,-2.182254904381145,2.06762172330863,3.2628019688092365,-0.7484661910882278,0.14604213446782946,0.16970567891103575,0.03336861878754407,5100007,0.03661959666623483,-0.1661096237874571
0,10001.0,250,99,1.2174807160276282,-1.3390710704044997,1.1316130715461696,2.21051663279142,-0.17763941537561365,0.1449564476685033,0.4425819587798589,0.03188195027769767,5100008,0.049709591052381576,-0.7741770966603511
0,10001.0,250,110,0.8883277352270276,-1.847316693055264,-0.17705837888739304,0.7969196003591572,0.6607820539322266,0.1518577898996536,0.6237431031989016,0.0286690369602664,5100009,0.040569536209353545,-0.14998293224743708
0,10001.0,250,79,1.467452690099462,-2.0553846142364014,1.0856217385476792,2.244864736879492,-0.11024802370353637,0.1587567453416547,0.2262701637792082,0.03150086441427557,5100010,0.049494753206373886,-1.0337247060832562
0,10001.0,250,92,1.0633501056283132,-1.009514806254744,-0.10037716156550132,1.1427774863158608,0.7551382669838345,0.1933277430724714,0.2994374149211511,0.03191124713909401,5100011,0.03989794302658664,-0.07477457206967378
0,10001.0,250,73,1.3318941754721845,-1.4763570429304511,0.952695132758134,2.241562464034244,0.0493254524281197,0.18193180742960105,0.7334754004980466,0.02914571919310958,5100012,0.04041511668794996,-0.33630941453292795
0,10001.0,250,88,0.9647585376688692,-1.539187192250833,0.3940633730769682,1.4783142558542022,0.32739256352260915,0.15992749343003146,0.2127251894517364,0.03261085817926083,5100013,0.041303734863552884,-0.5371716470914284
0,10001.0,250,91,1.1204108858888149,-1.388762599844081,0.24006775006003475,1.6419668676564132,0.6090945552982281,0.21154009483209352,0.3644392076608171,0.03169937815779245,5100014,0.042756278570503216,-0.5489688561377699
0,10001.0,250,95,1.0231626146519244,-1.6519932725055522,0.8614878220681224,1.86204942959304,-0.03732353956110844,0.13796005871312636,0.3690160087781411,0.03175200803212851,5100015,0.04273670363837483,-0.4663836615871239
0,10001.0,250,95,1.3603454830817157,-1.2665559722410091,0.7018455839861318,2.2136735074199176,0.3545172414097021,0.21951557917135048,0.5888868659673305,0.02976745692447208,5100016,0.034564062702422585,0.020901191346238163
0,10001.0,250,99,1.5386140645172093,-1.5243400876751805,1.6451059411985711,2.7520795477896858,-0.5134856053624425,0.13991637458665934,-0.1089780507196571,0.040821889709375135,5100017,0.048780730863902264,-0.8299763326497891
