#/home/enes/bim/BIM.py trees/r8010068.trees,trees/r8010069.trees,trees/r8010070.trees,trees/r8010071.trees,trees/r8010072.trees,trees/r8010073.trees,trees/r8010074.trees,trees/r8010075.trees,trees/r8010076.trees,trees/r8010077.trees,trees/r8010078.trees,trees/r8010079.trees,trees/r8010080.trees,trees/r8010081.trees,trees/r8010082.trees,trees/r8010083.trees,trees/r8010084.trees 250 --stats=all --eta=etas/BC.json --out=outs/902058945.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,TajD,ZngE,bsfs,FayH,FulD,btree,Colless,path
0,10001.0,250,57,0.41776386485909667,0.09234622295857668,-0.2962061755740059,0.537256502479357,0.06829399265649219,0.8288585253955867,-0.04997875832850612,0.03555969608986229,r8010068.trees
0,10001.0,250,73,0.5372331511506235,0.38194280011376713,-0.26447342977678684,0.9326176702516625,0.10621829613687564,-0.981424214333402,0.578746656400109,0.028518374573563064,r8010069.trees
0,10001.0,250,75,0.1615779156964889,1.1833916179399588,0.3940364695999652,2.1454900030188333,0.11511222122278351,-0.07085556480438275,-0.10075977806483595,0.036472502914885345,r8010070.trees
0,10001.0,250,63,0.6629152650357014,0.4621021717820669,-0.33109596352052456,2.415560159517477,0.13209886646047173,-1.5137901901120603,0.7149701451651479,0.02815231147916729,r8010071.trees
0,10001.0,250,80,-0.17553446483507332,1.3702926216486457,0.7503237099320533,2.555745374650659,0.08156909393113194,-1.1604514870869915,0.24096993481503298,0.03366044824459127,r8010072.trees
0,10001.0,250,72,0.20714019164566272,-0.10292712072581107,-0.21271769768631707,-0.17972047772294822,0.021462164506288985,0.04964656721315623,0.6887439747025351,0.027987217687956128,r8010073.trees
0,10001.0,250,58,0.3124936819112695,1.041606095496609,0.2053490635718152,2.680494392698274,0.1281185577444585,0.45826954550826426,0.15550459830163718,0.03569877231887702,r8010074.trees
0,10001.0,250,70,-0.2565429892361737,1.2396888977105232,0.7550995084153033,1.3099935048401894,0.06036480924676708,-1.151841061261325,0.15926560302327472,0.033899037008248055,r8010075.trees
0,10001.0,250,71,-0.10591209237939833,1.3944709140742615,0.7023035061345825,1.6373347927118982,0.09390547490163716,-0.6701449632473336,0.8837600839892807,0.025881054808779055,r8010076.trees
0,10001.0,250,56,-0.6041490704243395,1.3993429977637144,1.100293573379768,1.567083145508616,0.02295316723816905,1.5288829972029774,0.30389798968090465,0.030972374345868324,r8010077.trees
0,10001.0,250,58,0.2670866308388609,0.9237079262449153,0.19019583389761688,1.0400586651079131,0.11215536340988229,-0.7696309122327301,0.12977930165619722,0.03270069525413482,r8010078.trees
0,10001.0,250,81,0.08608049970303194,1.4895283444563105,0.592303969771965,1.4989857285665418,0.12763230119913432,0.8349871259123534,0.5673290877757173,0.028622078446613776,r8010079.trees
0,10001.0,250,92,-0.7317610255414354,1.7916790371398248,1.3903921022898806,1.040284290760858,0.03590026830701587,-0.8108030710186577,-0.022695035162168996,0.03616231438812084,r8010080.trees
0,10001.0,250,76,-0.5817205821220647,1.5663547981596344,1.1640786098848974,0.9513386622476521,0.039483185527506535,-0.8237285078272152,0.044829547921824246,0.03228704290847601,r8010081.trees
0,10001.0,250,54,-0.06604640476848195,1.3564575258715232,0.6469184030733125,2.3308460633353487,0.09850187066634877,-0.6073324070137393,1.106820607800206,0.02307797498236675,r8010082.trees
0,10001.0,250,96,-0.8299387387155333,0.9529923322212589,1.096261643978166,0.1851989405185068,-0.042165309583476175,-0.9036244642055498,0.19217150341711844,0.03380187416331996,r8010083.trees
0,10001.0,250,57,-0.3398674523890197,2.2310575075880266,1.252627221351701,1.8025430695396465,0.12759271632498592,-1.6669778810173417,0.24711596202607142,0.032909226038278755,r8010084.trees
