#/home/enes/bim/BIM.py trees/ir8110106.trees,trees/ir8110107.trees,trees/ir8110108.trees,trees/ir8110109.trees,trees/ir8110110.trees,trees/ir8110111.trees,trees/ir8110112.trees,trees/ir8110113.trees,trees/ir8110114.trees,trees/ir8110115.trees,trees/ir8110116.trees,trees/ir8110117.trees,trees/ir8110118.trees,trees/ir8110119.trees,trees/ir8110120.trees,trees/ir8110121.trees 250 --stats=all --eta=etas/BC.json --out=outs/695163009.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,TajD,FulD,FerL,ZngE,FayH,Colless,btree,path
0,10001.0,250,89,4.388009723806746,3.708649440128948,-1.761425587796573,-1.9365008229628,3.2169647096392255,0.015276968724573415,0.04956384678498942,-0.8978308482966847,ir8110106.trees
0,10001.0,250,73,6.562864415058261,3.4759925197447332,-1.228890628631926,-1.6615814711163601,2.8800987133448848,0.03490479977489209,0.042573519885995594,-0.7175193351815112,ir8110107.trees
0,10001.0,250,75,4.138468718497491,3.2889532243479342,-2.000728939642736,-0.9036854301965405,2.1870495167758435,0.12799424094421535,0.05095111629312951,-1.3538368634944506,ir8110108.trees
0,10001.0,250,107,3.924343307851137,2.8230326678171718,-1.6404766677790348,-0.915358977726802,2.0044663248294903,0.08951079743962133,0.050767586474931986,-1.3572816957066107,ir8110109.trees
0,10001.0,250,116,1.604113714245001,3.2962891490387123,-1.9118448375104957,-0.32738438829051875,1.7441830075292124,0.20617840455280864,0.04838709677419355,-0.7606200220596566,ir8110110.trees
0,10001.0,250,92,4.332330619979188,3.0938170871644695,-2.5992086881434395,-1.1592666010633683,2.3166054796900015,0.07654174755225565,0.05763780930172302,-1.6465354208741332,ir8110111.trees
0,10001.0,250,98,4.5621729642144535,3.352329130502122,-0.947318909733878,-1.4574019227800576,2.6757963162498215,0.05500163856713035,0.05062184220753984,-1.215757697313003,ir8110112.trees
0,10001.0,250,126,1.4724100910802607,3.0714779014516735,-1.1245889270753011,-0.7655904185259881,2.0005214189999343,0.12864995739561452,0.04611672496437362,-0.8519731902308946,ir8110113.trees
0,10001.0,250,85,6.03651935427448,2.973146800897363,-0.8426624617688637,-1.3939284659584243,2.448829438383661,0.034267622692467914,0.04503497862417412,-0.6315413331039675,ir8110114.trees
0,10001.0,250,85,6.746626220161827,4.059402087588304,-1.9139659655824839,-2.0593714766806666,3.4696498674740885,0.024868673673356836,0.046087576110895194,-1.0279636463309603,ir8110115.trees
0,10001.0,250,89,2.759376430521421,2.7700323689349546,-0.9410655566014471,-0.6305347021489834,1.7437142972095274,0.1255012943080205,0.039793582933886074,-0.5224316176719873,ir8110116.trees
0,10001.0,250,93,2.925645350537509,3.4802801670929178,-2.2114333544174913,-1.1393481634814726,2.4734232128592306,0.10906169556418552,0.04314030314807618,-0.6765327779715888,ir8110117.trees
0,10001.0,250,89,6.388199374215309,3.3864752765526074,-1.1461555644002284,-1.5472004070578829,2.7589137592873905,0.0448651675332926,0.049293949993522476,-1.2408341776202123,ir8110118.trees
0,10001.0,250,84,3.7365784069955312,3.322564678919017,-2.116770694339073,-0.8842825625683295,2.192111719653846,0.13286980093554182,0.033509036144578314,0.2457104217131762,ir8110119.trees
0,10001.0,250,120,1.7295730843265065,2.5604731954033824,-0.7192611983176507,-0.4798763414002739,1.538236799023362,0.12905764899267547,0.037491903096255996,-0.4651369713926754,ir8110120.trees
0,10001.0,250,104,2.7596022133695817,2.497316653468152,-1.7756609425867325,-0.32064100695192826,1.3769193019136374,0.14683239231474354,0.03965323660232327,-0.19904824896933346,ir8110121.trees
