#/home/enes/bim/BIM.py trees/ir8080138.trees,trees/ir8080139.trees,trees/ir8080140.trees,trees/ir8080141.trees,trees/ir8080142.trees,trees/ir8080143.trees,trees/ir8080144.trees,trees/ir8080145.trees,trees/ir8080146.trees,trees/ir8080147.trees,trees/ir8080148.trees,trees/ir8080149.trees,trees/ir8080150.trees,trees/ir8080151.trees,trees/ir8080152.trees,trees/ir8080153.trees 250 --stats=all --eta=etas/BC.json --out=outs/570813583.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,FulD,FayH,FerL,TajD,ZngE,btree,Colless,path
0,10001.0,250,69,5.196376495983261,-1.3857115925285906,0.06939065790662693,-0.987834160399898,2.6896448298909124,1.985567560043058,-1.1212313481066694,0.04731830547998445,ir8080138.trees
0,10001.0,250,92,3.9219687556438765,-1.6056500119630046,0.06657360228230258,-0.9236029674009577,2.53750084025677,1.8780601757096214,-0.6859807172679556,0.04286500842077989,ir8080139.trees
0,10001.0,250,97,3.996103772985617,-1.3035275694393582,0.11053878065265506,-0.630129945377251,2.5792119044534103,1.6614123064977775,-0.5353311829572257,0.040405021846918465,ir8080140.trees
0,10001.0,250,94,2.6235071407191577,-1.831534611670541,0.17008186540883038,-0.12191192330099372,2.43184812423984,1.1838984189144564,-0.3526484393961528,0.04020742468080206,ir8080141.trees
0,10001.0,250,73,5.9326743218404205,-0.7339578000348769,0.023749657578792577,-1.0181593818545658,2.160226514852754,1.7782223284615009,-1.509757579279486,0.056332858314980354,ir8080142.trees
0,10001.0,250,97,1.5400996185334577,-1.1146072251393744,0.16444139984746892,-0.3677769191219936,2.8064686630376894,1.5509194733923368,-1.1648033654285206,0.05053351234851428,ir8080143.trees
0,10001.0,250,96,1.5300018766695158,-2.0484279150031157,0.0689239550414738,-1.007647614663121,2.7202807437215766,2.0291220069196307,-0.7347947635782361,0.047053806624346856,ir8080144.trees
0,10001.0,250,71,5.643872247227175,-0.4161151127860696,0.042034924369628905,-0.8621072213335528,2.1104474162980185,1.6292324296443332,-1.8000471965729048,0.061074944941054546,ir8080145.trees
0,10001.0,250,89,2.17669011961068,-0.5308855410038842,0.1021080547358963,-0.7259897422260561,2.639815863421075,1.7627997534741875,-0.5796801146094621,0.04207151185386708,ir8080146.trees
0,10001.0,250,77,3.4735018391100554,-2.264034625106887,0.08859116882078727,-1.209108999196056,3.339591898580088,2.4574590131019005,-0.7670941999544845,0.04821706179556937,ir8080147.trees
0,10001.0,250,116,3.6816676086409994,-0.638797453890988,0.11416860988850129,-0.18051760022559332,1.8238948154806176,0.9645777382859204,-0.8844678614345788,0.04137286473081265,ir8080148.trees
0,10001.0,250,75,1.8433380051775152,0.1703786070504113,0.10806985723558905,-0.3978244925496001,2.111846723128758,1.257052806961918,-0.6003266100747745,0.04357984935132234,ir8080149.trees
0,10001.0,250,78,5.48951185379712,-1.5773087778349528,0.06742444718310427,-0.796775138248814,2.3171543542493134,1.6715384124709392,-0.737925754287664,0.04151012652761584,ir8080150.trees
0,10001.0,250,97,3.565393857597731,-0.35892584793943905,0.17231385239487806,-0.018176438022630675,2.276544821127508,1.0316709448109407,-0.3798673280015986,0.039958842815430454,ir8080151.trees
0,10001.0,250,88,4.092726085709288,-1.3318790001717646,0.022206668229580163,-1.6659125423879013,3.308647441913516,2.8195642521084503,-1.137928412764991,0.052448503692188106,ir8080152.trees
0,10001.0,250,84,5.880361875738664,-1.9000875425877362,0.06503101997103057,-1.3744670487919683,3.3358685023084718,2.5939111578505005,-0.8489586692995752,0.045787990672366885,ir8080153.trees
