#/home/enes/bim/BIM.py trees/r3060040.trees,trees/r3060041.trees,trees/r3060042.trees,trees/r3060043.trees,trees/r3060044.trees,trees/r3060045.trees,trees/r3060046.trees,trees/r3060047.trees,trees/r3060048.trees,trees/r3060049.trees 50 --stats=all --eta=etas/Fn.json --out=outs/618226086.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FulD,bsfs,TajD,ZngE,FerL,FayH,Colless,btree,path
0,100001.0,50,355,1.0042653825262895,-3.142352313549121,-1.0574031894463454,0.7951137485335056,-1.5294533042425917,-0.25570948116148884,0.2010215270318655,-1.9544023599778226,r3060040.trees
0,100001.0,50,373,0.0038277966779611474,-0.973741067690688,-0.03666015088599689,1.106607433349422,-1.2843023141045935,-0.1550672229229523,0.15103955489480558,-0.9165669056110692,r3060041.trees
0,100001.0,50,410,0.8983977616805222,-2.557954955137136,-0.7723665229059742,0.32335335129696535,-0.8238703094684516,-0.15161661264528054,0.18507435025292174,-1.2243081866412524,r3060042.trees
0,100001.0,50,361,0.6051285499819433,-2.4182461487808675,-0.8037492589228805,0.33158989872665995,-0.8513127183599436,-0.15733755928898166,0.1836951341045973,-1.4882527019448881,r3060043.trees
0,100001.0,50,361,-0.29660410610813653,-0.6841223365516484,-0.14245633814498265,0.686972464411313,-0.8677710345558267,-0.11306297968887101,0.15215949016969424,-0.45858266123048685,r3060044.trees
0,100001.0,50,353,1.8667456663019424,-3.8002532816931764,-1.4035054402722729,0.5833104624795976,-1.4913098053445932,-0.2753982814036217,0.23764367816091955,-2.3870984626991723,r3060045.trees
0,100001.0,50,511,-0.829155508683905,-1.0982829876908726,-0.24196248461202727,1.4805408988239503,-1.8310758811456551,-0.23327172915285616,0.17304052055604852,-1.1715712356295556,r3060046.trees
0,100001.0,50,333,0.26586760315553437,-1.2963342006541896,-0.6156947004036888,0.27014435193894615,-0.6703124316224912,-0.12283714455047778,0.15461352326165367,-0.658293589603734,r3060047.trees
0,100001.0,50,445,-0.163357458526021,-0.45895222098800936,0.1375213079780642,1.353782349871262,-1.4630972872606727,-0.16364281893821564,0.1552710590409002,-0.808109840460368,r3060048.trees
0,100001.0,50,344,1.6142504438282175,-2.2591802903433313,-0.6761809195072078,0.10721961352432763,-0.5200323423572011,-0.10913335713876944,0.149500768049155,-1.1255140057189252,r3060049.trees
