#/home/enes/bim/BIM.py trees/ir8000186.trees,trees/ir8000187.trees,trees/ir8000188.trees,trees/ir8000189.trees,trees/ir8000190.trees,trees/ir8000191.trees,trees/ir8000192.trees,trees/ir8000193.trees,trees/ir8000194.trees,trees/ir8000195.trees,trees/ir8000196.trees,trees/ir8000197.trees,trees/ir8000198.trees,trees/ir8000199.trees,trees/ir8000200.trees,trees/ir8000201.trees 250 --stats=all --eta=etas/BC.json --out=outs/129542188.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,bsfs,TajD,ZngE,FayH,FerL,Colless,btree,path
0,10001.0,250,59,-0.20274694930037968,0.23697807994706266,-0.38865464349396556,-0.534175223947665,0.03474835736461149,0.4508400833870102,0.047142486998685985,-0.5613388392140679,ir8000186.trees
0,10001.0,250,58,-1.6905562555384763,0.40038077654437765,-0.5767864331145803,-0.927896041348585,0.07615213385128396,0.8370165570683809,0.05994947532063738,-1.3841963679522764,ir8000187.trees
0,10001.0,250,47,1.6014837718433668,-2.242676533828189,-1.8007612347044015,-0.8236357886662317,-0.13793510162099468,0.05002305974604425,0.05363389040031092,-1.0536132137263545,ir8000188.trees
0,10001.0,250,70,0.13537965793308096,-0.1384656572008472,-0.29632418783021935,-0.3785473390027169,0.020622097540944625,0.3067725746516578,0.055780726593007986,-1.155559914617324,ir8000189.trees
0,10001.0,250,47,0.8559027267909185,-8.4800947576614e-06,-0.35126784268364,-0.6008950111341644,0.054810391803849466,0.5566008506373278,0.0486332426480114,-0.9269665025899101,ir8000190.trees
0,10001.0,250,70,-0.8943969174224438,1.4758003290787733,1.5963638011842654,1.2871821416389224,0.022014852810468603,-0.7205251028979842,0.046777432309884695,-0.8117825701324467,ir8000191.trees
0,10001.0,250,50,0.6354106430530461,-0.17002390916488413,-0.40260436049603243,-0.1539534868053884,-0.036317040940964836,-0.02691442173066461,0.07606231377121389,-2.2046477778858042,ir8000192.trees
0,10001.0,250,68,-1.626044062768474,1.957794731909258,0.8167813746666216,0.1741587373922412,0.0971526945432571,0.23126753995550076,0.04573738502396684,-0.6826571925087149,ir8000193.trees
0,10001.0,250,57,-1.0430187794141088,0.5492726141965367,0.8984813353511861,1.050366508055512,-0.047450441932443375,-0.8141869140027603,0.05671071382303408,-1.341125293565309,ir8000194.trees
0,10001.0,250,56,0.577431927617419,0.4612878030189341,-0.37607743504504654,-0.8549622849178602,0.0952972975052862,0.856307963815061,0.07055641922528824,-1.9526879499923726,ir8000195.trees
0,10001.0,250,65,-0.18065470877793777,0.3607171488645936,0.17033979058333276,-0.23457578956718295,0.0686296907654802,0.3839421959342647,0.041130111845230376,-0.2664590177008145,ir8000196.trees
0,10001.0,250,73,0.008441442860697736,-1.8710986085012582,-1.0554375428701073,0.7933983071479958,-0.3045440678261949,-1.5620824454357227,0.07582300528277987,-2.2647043921350427,ir8000197.trees
0,10001.0,250,57,-0.10708012700926078,1.038002882011236,0.5743934697746833,-0.1335182105314192,0.11540691299150983,0.4782744285218255,0.04734259619121648,-0.7834629343406461,ir8000198.trees
0,10001.0,250,54,-0.2793068957810527,0.3399481883838349,-0.1648325792185012,-0.38288016639335093,0.043482323066485355,0.38565319173312124,0.050820794699535474,-0.7820224420152656,ir8000199.trees
0,10001.0,250,77,-0.6168742036221232,-0.6557314217381924,-0.025521876973640868,1.0255224203832127,-0.18378192931893478,-1.2843547809417106,0.07260943415238012,-2.1612966050847096,ir8000200.trees
0,10001.0,250,72,1.052466974160753,1.7919148590559524,0.19186180500485697,-0.09864613650808497,0.04737831320487851,0.2274503114003232,0.04497344215571965,-0.6206854250958427,ir8000201.trees
