#/home/enes/bim/BIM.py trees/r8020153.trees,trees/r8020154.trees,trees/r8020155.trees,trees/r8020156.trees,trees/r8020157.trees,trees/r8020158.trees,trees/r8020159.trees,trees/r8020160.trees,trees/r8020161.trees,trees/r8020162.trees,trees/r8020163.trees,trees/r8020164.trees,trees/r8020165.trees,trees/r8020166.trees,trees/r8020167.trees,trees/r8020168.trees,trees/r8020169.trees 250 --stats=all --eta=etas/BC.json --out=outs/157002648.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,FulD,FayH,FerL,bsfs,ZngE,btree,Colless,path
0,10001.0,250,67,2.0614342183310272,-0.8000623429111282,0.06087938028250342,-0.7034959847149463,5.10913865004739,1.4774883683166207,-0.4563493137442927,0.03947240575204042,r8020153.trees
0,10001.0,250,55,1.213152903751337,0.9625230049951548,0.1020230057048725,0.03685189825580274,3.390803813974121,0.5016926986006475,1.0405926904925626,0.025655407553969545,r8020154.trees
0,10001.0,250,65,0.6794117206626744,-1.00863923187772,0.08593773950551453,0.22596608072898458,4.007100322705885,0.11730987000073187,0.05280196076703975,0.0337679974625979,r8020155.trees
0,10001.0,250,87,1.6388538637655274,-0.4737895337770914,0.028221120331333265,-0.7020424089610305,1.1979827245955934,1.296858929595475,0.1601322107570707,0.03376533429001365,r8020156.trees
0,10001.0,250,56,0.8666119153533032,1.2117326406744588,0.042755581961792084,-0.17895489351036523,1.0330943400421642,0.5241016699636767,0.3952335506517401,0.030504150597426925,r8020157.trees
0,10001.0,250,56,1.9925797449794704,-1.3254702115536967,0.0739584047035821,-0.5779894140850979,1.4271552110176937,1.3392568821608604,0.2811408501144098,0.03249125534395647,r8020158.trees
0,10001.0,250,57,1.312339124043489,-0.10708012700926088,0.09410802652753758,-0.06932107808991177,2.865679902423133,0.6315549223715556,0.2608160058872619,0.03195705021223414,r8020159.trees
0,10001.0,250,55,1.8948550381457114,-0.6499569649883468,0.12912064875762103,-0.14876538186183058,3.3879564896062138,0.9498691282292057,-0.03810887069405752,0.037344462334746045,r8020160.trees
0,10001.0,250,88,1.5555561226346344,-1.3318790001717646,0.11106007387194797,-0.06434050519481956,1.9548466784174976,0.7449079956402377,0.08541476915396554,0.03577834912852401,r8020161.trees
0,10001.0,250,77,1.3960597830365962,-0.14625694034076234,-0.005136674349021666,-0.8033741399466712,1.033803578326102,1.2678114574415855,0.040111093104255265,0.033067754890529856,r8020162.trees
0,10001.0,250,58,0.6366948240704519,1.9931451176845074,0.07777598682259815,0.18732082583811072,1.3883937472594563,0.1285005416526669,0.17096629673265273,0.03557779505117244,r8020163.trees
0,10001.0,250,77,1.3470399864885427,-0.3815655719814433,0.172748898471288,0.4802821751640344,1.8712889911287516,0.20978804994100986,0.9061823640197848,0.0265166236794686,r8020164.trees
0,10001.0,250,68,1.2773855210232696,-1.3614877967535137,0.08441188190321842,-0.10985129665737026,1.279213073576841,0.6527985121614632,0.736543980995076,0.029165047285917862,r8020165.trees
0,10001.0,250,65,1.3165718588938369,-1.836623754977502,0.08102844606756764,-0.15646796680463199,1.3244150745776944,0.7067183497769892,-0.04608152097774014,0.03401487379334251,r8020166.trees
0,10001.0,250,57,1.9566658544733526,0.516878974593971,0.07425793559968549,-0.5560350583334507,5.726570997612139,1.3064901286968813,0.549317611751365,0.02736290785260859,r8020167.trees
0,10001.0,250,77,1.7170472170028617,-0.14625694034076275,0.08859822469214582,-0.3175291503580483,3.8734586021219983,1.0179770870492153,-0.4525785395368683,0.03981801569606098,r8020168.trees
0,10001.0,250,80,1.7002324367940223,-0.25266127746048583,0.052147096175666915,-0.5655757619140412,2.211969529708226,1.211793499661651,0.5130377354248444,0.031392505505894536,r8020169.trees
