start,end,N,SS,ZngE,FerL,bsfs,FulD,FayH,TajD,btree,Colless,path,iColless,ibtree
0,100001.0,250,553,0.12797475959789215,-0.2599917751659479,-0.27528002922534084,-0.2287045210535897,-0.047226525229203474,-0.18097618500484491,-0.2579293055017159,0.04332979486554793,9130000,0.05778026272227181,-1.0236520160834246
0,100001.0,250,647,0.3027851982678009,-0.3118046722505186,0.04923996505429404,0.5579603944100704,-0.03258120354523577,0.10857617004379884,0.008973338574269456,0.03819420630021665,9130001,0.042703154251638,-0.27765777085481325
0,100001.0,250,532,0.7690184701102221,-1.5591811963740945,-1.9083267651691187,0.779456245621189,-0.2831256788739432,-1.0820985000058259,-1.466110374038079,0.061769867276148076,9130002,0.08609933233173424,-2.274467492080053
0,100001.0,250,585,0.18625503311591887,-0.6830689135469692,-1.5814048025406255,1.1101205535356928,-0.148064571023602,-0.802504304517502,-0.9322119956571492,0.05282864026344712,9130003,0.06594135915939257,-1.4404088248017823
0,100001.0,250,517,0.012259453079893816,-0.2258038146131536,-0.4238138407952136,0.3404910822546221,-0.056965426415907135,-0.37308115579836,-0.5320176628685429,0.04500178933556005,9130004,0.05329744274210591,-1.0006461486868832
0,100001.0,250,561,0.21378981060764515,-0.06103214821051357,0.7084685226185957,0.30680234449916743,0.0184403477722228,0.3584239798461567,0.09016984196614006,0.036751330560856436,9130005,0.05725132337301193,-1.3656948616720472
0,100001.0,250,564,0.5267027072963817,-0.9358364042822188,-0.8868506295398877,0.05235078510514025,-0.15933156534539647,-0.5072490296014649,-0.8947011377034593,0.05429146156953022,9130006,0.061762016737173825,-1.3493730259697427
0,100001.0,250,523,0.21677139181479896,-0.4160435881214276,-0.4585347285997045,0.046255461943075116,-0.07370532715905903,-0.2635044053655058,-0.9153762921239696,0.05250393683718295,9130007,0.06188239574633471,-1.3781417804675915
0,100001.0,250,547,0.07082554119089639,-0.43704273481898903,-1.0799722939728051,0.9510323605770188,-0.10259383477726572,-0.6191114710252585,-0.9021571675519358,0.051296584186207216,9130008,0.08883575777765435,-2.452946984961033
0,100001.0,250,566,0.7449262760467268,-1.6045080299558374,-1.8490663776787235,0.3101816528500165,-0.29856600823710583,-1.214638158223102,-1.8389373818381705,0.06750090344399669,9130009,0.11427664843572514,-3.2114091557186364
0,100001.0,250,511,0.591876372261853,-1.0095966920524282,-0.8635360836770386,0.2694049789726919,-0.16832376916772948,-0.4957434448362351,-1.202601649429172,0.060093065731861225,9130010,0.05787558837500543,-1.219696664157473
0,100001.0,250,637,0.5462644167439359,-0.34599466537688683,0.5344543584771295,0.4063200715280503,-0.002433429887788141,0.5789624489920195,0.09308569423776006,0.036424094772462515,9130011,0.03935980127101037,-0.14625838023800647
0,100001.0,250,649,0.10860065697327392,-0.35628356087321783,-0.6984734741367756,0.2236717673940743,-0.07529130838682557,-0.3934340959857628,-0.3904010693150384,0.04397891901309354,9130012,0.053294950243584986,-0.9558879289831544
0,100001.0,250,467,-0.2704527515783239,-0.055609052214674236,-0.6926739164336434,0.7507538470950885,-0.058125569111290964,-0.689308437143195,-1.1955557359429168,0.05993309537743114,9130013,0.0712549412996362,-1.8320810250678696
0,100001.0,250,508,0.5054430588190163,-0.9458499634294888,-0.9605883288757524,1.0755185299356442,-0.16560505119422791,-0.5715598415997778,-1.3226071194657507,0.061899653765948234,9130014,0.0884355782080476,-2.728060705620079
0,100001.0,250,562,-0.2558581359939914,0.3359756236320134,0.4426335606008801,-0.07183086815937942,0.04647696263717113,0.03644005794571468,-0.11701048390417275,0.0387285467254713,9130015,0.058352145713947125,-1.3323943538985632
0,100001.0,250,509,0.4213274841306116,-1.046765038244859,-1.5047201838004238,1.478280400589154,-0.20548293986410426,-0.9339026968024804,-1.231496663767666,0.05968130586863583,9130016,0.07583477304556109,-1.8469941445009068
0,100001.0,250,462,-0.20149586914380127,-0.3421175070100591,-1.5630240604147283,1.532749785648641,-0.12193951157263044,-1.0463806764792554,-1.2462752726702884,0.057526947149955335,9130017,0.09544951537249713,-2.4454375479748776
0,100001.0,250,492,0.2454564712403064,-0.7312282693062726,-1.4375358127950115,0.9410238010456868,-0.15148567385154124,-0.7591946614426259,-1.8708786667275719,0.0613270657714283,9130018,0.06892648796554743,-2.0721570740561885
0,100001.0,250,560,0.5783646849188517,-1.2815505144906127,-1.0423444014842302,1.0266493170340107,-0.2411758801254532,-1.0064595870282038,-1.9746381998473517,0.08043566997123168,9130019,0.08092666734103893,-2.1813408572904507
0,100001.0,250,556,0.5832549849665432,-1.3374437892732935,-1.5653547419198843,0.5772007402288647,-0.2549871550391146,-1.0947527677553086,-1.5085782680656217,0.06357766302127789,9130020,0.08037874703810037,-2.218015446650752
0,100001.0,250,596,-0.07046003215990307,0.1987621501669676,0.5131742071185053,0.2653755497291406,0.040463024050218656,0.19802696767825104,-0.3659917526901697,0.04351296441599221,9130021,0.05319086348352865,-0.8815127690257717
0,100001.0,250,445,1.0721502443368975,-1.8729777173701232,-1.6575593804748745,0.4719196598899606,-0.31713366678063265,-0.976644473692529,-0.9714472924352646,0.0574165193946816,9130022,0.0986544603611296,-2.558765541543576
0,100001.0,250,512,0.0855046604549969,-1.2033235891173348,-3.9636498184192663,3.197239431577399,-0.30037165991633835,-1.9442391784246498,-1.4635902311941271,0.05527273212828676,9130023,0.10711307210408456,-2.9813956533930437
0,100001.0,250,494,0.7241606422938175,-1.2701320630233277,-1.5175691042639383,1.424946740239479,-0.2151629379054129,-0.6684007746135252,-1.04674049957578,0.05330219181811999,9130024,0.08326046119963726,-2.3968517751850578
0,100001.0,250,538,0.004223317078112122,0.029083941734383893,0.09298301609119104,-0.21880278156873376,0.008265799280789741,0.06070636841453104,-0.04472498579165781,0.038239101505515335,9130025,0.04539512215528778,-0.4784185751345823
0,100001.0,250,591,0.401521997381925,-1.125985196485435,-2.0406030484790145,0.8095040256411931,-0.2288678577932048,-1.1166967617171817,-1.6287632400061671,0.06427728650110014,9130026,0.08393156171365783,-2.331664447173061
0,100001.0,250,567,-0.1536536790603832,0.04540992015525679,-0.3597844634617183,0.2705651169367015,-0.012848321536131592,-0.25485232099070937,-0.578025311732834,0.04361226966454671,9130027,0.053903787191777866,-1.090741979999738
