#/home/enes/bim/BIM.py trees/ir3030040.trees,trees/ir3030041.trees,trees/ir3030042.trees,trees/ir3030043.trees,trees/ir3030044.trees,trees/ir3030045.trees,trees/ir3030046.trees,trees/ir3030047.trees,trees/ir3030048.trees,trees/ir3030049.trees 50 --stats=all --eta=etas/Fn.json --out=outs/254441415.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FerL,TajD,bsfs,FulD,FayH,ZngE,btree,Colless,path
0,100001.0,50,277,-0.6637883889577454,-0.9112056303442094,-2.176403245493556,0.9825783473053605,-0.1431637707633613,0.11315465468248775,-2.1659860924690513,0.23349339735894362,ir3030040.trees
0,100001.0,50,375,-0.9779237282299693,-0.7835724531121963,-2.1572275853672247,1.1308352599156883,-0.17087444492624032,0.4528361649602851,-2.7452118688183864,0.2500700280112045,ir3030041.trees
0,100001.0,50,282,-0.9267083099428063,-1.2911904107352699,-3.300779731844317,2.0591937129820694,-0.20114228143475205,0.14804090355178892,-1.9061192457319314,0.2352010979830528,ir3030042.trees
0,100001.0,50,308,-0.9719075432862624,-0.9522252644619587,-2.3976355661469326,1.0337175633960491,-0.18250177950191718,0.36137982776676797,-2.1919206165117036,0.22102200255102045,ir3030043.trees
0,100001.0,50,288,-0.5244570637441321,-0.9763482247869102,-2.860604906280964,1.896992127670059,-0.13099932329916592,-0.04255866641085645,-2.5712622152550337,0.2711538461538461,ir3030044.trees
0,100001.0,50,509,-0.9990708020963176,-1.0932193811583109,-3.5481806831990603,1.4526631899326696,-0.19431632841124147,0.3104324009403166,-2.3198370596757885,0.2135384456813028,ir3030045.trees
0,100001.0,50,267,-0.3713610502960898,-1.5129534151046955,-0.9033161390947722,3.518992262982335,-0.15048448065783668,-0.45160323806451785,-3.005361575266597,0.2931243926141885,ir3030046.trees
0,100001.0,50,386,-2.698916976716572,-0.7331502997849481,-2.569891487184056,-1.1809296952444805,-0.37152006928829623,1.9871171077405796,-1.460763319524847,0.23332318001827596,ir3030047.trees
0,100001.0,50,281,-0.39157127490098226,-1.2900696953439337,-3.081717188957452,2.3408950553569565,-0.1371662149171564,-0.319963292590035,-3.2744924342526547,0.27841996173469385,ir3030048.trees
0,100001.0,50,381,-0.6500158396112908,-0.47686302326949,-1.3424118946762955,0.8670826484868686,-0.1104801104209175,0.323652233074839,-1.3153393585492146,0.2061335403726708,ir3030049.trees
