#/home/enes/bim/BIM.py trees/ir8050234.trees,trees/ir8050235.trees,trees/ir8050236.trees,trees/ir8050237.trees,trees/ir8050238.trees,trees/ir8050239.trees,trees/ir8050240.trees,trees/ir8050241.trees,trees/ir8050242.trees,trees/ir8050243.trees,trees/ir8050244.trees,trees/ir8050245.trees,trees/ir8050246.trees,trees/ir8050247.trees,trees/ir8050248.trees,trees/ir8050249.trees 250 --stats=all --eta=etas/BC.json --out=outs/409008331.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,FayH,TajD,bsfs,ZngE,FulD,Colless,btree,path
0,10001.0,250,104,-0.42442986469341154,0.1165051932484922,2.2885733519731257,1.3939718951794307,1.367389235011406,-1.0687398252641311,0.040504760979401484,-0.19682714499623025,ir8050234.trees
0,10001.0,250,88,-0.8121457951694319,0.0208659193004491,1.7430692963407226,0.8011404030372622,1.4325041163931986,-2.161111768488036,0.03764655395776655,0.01335377494141107,ir8050235.trees
0,10001.0,250,61,-0.5446412086000182,0.030569863499784425,1.3853207499546918,3.6867321773134085,1.0484928121217005,-0.2925590550937998,0.05021159908451008,-0.9047607448591359,ir8050236.trees
0,10001.0,250,55,-0.4147415342287099,0.06664983687148802,1.5998165344009392,4.191673245764458,1.0349659186650078,-0.9724529589850468,0.05199831584402124,-1.235238065906637,ir8050237.trees
0,10001.0,250,87,-0.33444735493112115,0.09247424820887089,1.8040090218802758,2.317494099435698,1.0734798929192353,-0.6833644806264699,0.05831066200285011,-1.3474272535319238,ir8050238.trees
0,10001.0,250,89,-0.16844173093131232,0.1021283860756948,1.6293233928674324,0.9544967520638774,0.8621130289842825,-0.3257955332051028,0.04260590750097163,-0.5740561892289091,ir8050239.trees
0,10001.0,250,87,-0.7449089485653586,0.109036241286049,2.762997045336527,6.021635073049509,1.8320691047190827,-1.3120893211746034,0.04299455888068402,-0.7084085228707413,ir8050240.trees
0,10001.0,250,105,0.04483346849874607,0.17213966767227684,2.168859067914318,1.6412607302445794,0.9347243695345062,-1.2627996355441853,0.05113159510411914,-1.1675714487667166,ir8050241.trees
0,10001.0,250,83,-0.012603242812788035,0.14153526579017325,1.850703775246518,1.6877942696927803,0.8331023434135465,-0.13260370924515516,0.045382245829194916,-0.7013134998508463,ir8050242.trees
0,10001.0,250,70,-0.6370628883089524,0.06882748020601241,2.0423190930466633,4.123776289854001,1.4170029902948569,-0.3795086297446813,0.06254048451872003,-1.7582816374713264,ir8050243.trees
0,10001.0,250,87,-0.43337670607373846,0.10804817965434092,2.185108858562298,1.723957029518495,1.3230947224936909,-0.6833644806264695,0.05290247009543551,-1.2672010940155796,ir8050244.trees
0,10001.0,250,60,-0.6091180516861808,0.03303674277664491,1.5348399699779653,3.3667973143976706,1.1657646141504625,-0.2483506390917218,0.044489787105410884,-0.7966728776285786,ir8050245.trees
0,10001.0,250,66,-0.36464359158005816,0.12343847012187517,2.2380209841575907,3.305451210008951,1.281508242021209,-0.49475855933340296,0.04319212333203783,-0.6874334927347127,ir8050246.trees
0,10001.0,250,86,-0.15225397658063405,0.13840138390437234,2.067139603279841,2.22575136555289,1.0431553953607668,0.19138071279928087,0.041962571694402234,-0.5641302507811335,ir8050247.trees
0,10001.0,250,86,0.11791178615048273,0.11775881518013813,1.3098226809124607,2.21212836600956,0.4878247919889845,-0.4442949488248584,0.04074593304091944,-0.4477867201993511,ir8050248.trees
0,10001.0,250,65,-1.1471173289486232,0.045648060859091344,2.6788735269298813,4.147828871511872,2.1064413067249173,0.37133497328858317,0.06871726537486351,-2.298415654636753,ir8050249.trees
