start,end,N,SS,TajD,FerL,ZngE,FayH,FulD,bsfs,btree,Colless,path,iColless,ibtree
0,10001.0,250,61,2.0797715918176203,-0.9614658568418998,1.690041410437568,0.02506847755867535,-1.7569752104449945,1.0753675315987887,0.5289656418723128,0.027271914077199737,5050000,0.041877186164010885,-0.411095460803515
0,10001.0,250,34,1.8921131012141863,-0.2947762631458292,1.0466388959726851,0.11194728208634257,1.2126144783857749,0.8750521732376313,-0.2682850533432697,0.03891371939370385,5050001,0.055901023448633236,-1.4960144463530596
0,10001.0,250,50,3.308930667673285,-1.982007988349639,3.0396900227188546,-0.028118177300134568,-1.4777107260146092,2.9261325760659163,-0.030450948991779518,0.03315902907818958,5050002,0.046022800880943134,-0.8479098657276372
0,10001.0,250,77,2.9756478816425034,-0.9583728069597892,2.0936062723291187,0.09577639782090687,-1.3228000985441657,1.9342932170894764,0.9089390996458224,0.02567749001872593,5050003,0.0609453944811504,-1.7134283032605726
0,10001.0,250,55,1.4491111775276218,0.3045064178731917,0.3893649352253884,0.1600342103593983,2.252506980981956,1.0252767468331083,-0.3650911639474161,0.042474043639997766,5050004,0.05135056354450058,-1.14623000234099
0,10001.0,250,67,1.840300083586295,-0.4483881096207453,1.174074284484729,0.08011284905987064,0.004723868718810838,1.161042433540052,-0.5819484056066935,0.04161970462495142,5050005,0.044216291690057724,-0.9422765780164536
0,10001.0,250,75,3.6716106872496175,-1.8723341243264895,3.1385142946833504,0.020368757842248987,-1.5182605959331483,1.5267269218155988,-0.2785879362098898,0.036830116163579035,5050006,0.05112924817549769,-1.4344402418710709
0,10001.0,250,48,1.3667133323228249,0.3374795675286117,0.3233950430855851,0.16043706830282828,0.0482737356514247,0.9474882553067904,-0.06771544668121546,0.031187473909976823,5050007,0.04169581552014511,-0.5046365258999759
0,10001.0,250,57,2.248458198357235,-0.3685843300594673,1.2834060255489468,0.12478428190112235,0.5168789745939707,1.2010764814502983,-0.13377218094322904,0.03812022282679104,5050008,0.032703394222049494,0.05183493826852487
0,10001.0,250,62,1.7805381655328483,-0.1479695321500238,0.902998813073094,0.1191100575798382,-0.33543542270571297,1.1688551190951768,-0.260405248580724,0.03870179173918676,5050009,0.043491168976983206,-0.5951390685235581
0,10001.0,250,44,1.1132182232405419,-0.06190293669103104,0.5325938007197297,0.08112990149158167,0.31189638286892546,1.2073354786126034,-0.3179564971553755,0.03644038519670078,5050010,0.056138532625124166,-1.208172788657879
0,10001.0,250,46,1.3289580904096578,0.4561735169316874,0.21036105449663756,0.1758951417116101,-0.2053684666530863,0.9595807234584186,0.128703909890519,0.0337213958473189,5050011,0.049820248736883024,-1.2172428919357816
0,10001.0,250,47,2.4098732827633658,-0.06612525872867768,1.1015739726928069,0.1847142700069453,-1.3808404083664283,1.2462870619651625,-0.06505512999460697,0.03652783175713607,5050012,0.04393379971498899,-0.8287153879250577
0,10001.0,250,45,1.729829736604379,0.17623003699339593,0.6091586499087793,0.16675261423368742,-0.14595048040918826,1.0929429164717182,0.1378736553972226,0.031482920931035975,5050013,0.04467871485943775,-0.7274037370855289
0,10001.0,250,61,1.2851523324529186,0.23872733136244956,0.3727972722825689,0.13610726190516856,0.00032417597643893617,0.7535456250710588,-0.065139346950268,0.03673970073843762,5050014,0.05506542298225159,-1.7280404410253545
0,10001.0,250,47,2.654819113323489,-1.2621629889086712,2.170990220376007,0.02576490749672766,-0.6352593633139793,1.1562290973998983,-0.4789637784348708,0.04010018568899253,5050015,0.0409487412013646,-0.24706450975221456
